date,bitcoin to usd_unscaled,bitcoin to usd_monthly,isPartial,scale,bitcoin to usd
2019-08-14,77,6.0,,0.06,4.62
2019-08-15,79,6.0,,0.06,4.74
2019-08-16,76,6.0,,0.06,4.56
2019-08-17,48,6.0,,0.06,2.88
2019-08-18,68,5.0,False,0.05,3.4000000000000004
2019-08-19,24,5.0,,0.05,1.2000000000000002
2019-08-20,31,5.0,,0.05,1.55
2019-08-21,52,5.0,,0.05,2.6
2019-08-22,56,5.0,,0.05,2.8000000000000003
2019-08-23,55,5.0,,0.05,2.75
2019-08-24,79,5.0,,0.05,3.95
2019-08-25,48,3.0,False,0.03,1.44
2019-08-26,35,3.0,,0.03,1.05
2019-08-27,34,3.0,,0.03,1.02
2019-08-28,24,3.0,,0.03,0.72
2019-08-29,74,3.0,,0.03,2.2199999999999998
2019-08-30,21,3.0,,0.03,0.63
2019-08-31,39,3.0,,0.03,1.17
2019-09-01,79,4.0,False,0.04,3.16
2019-09-02,49,4.0,,0.04,1.96
2019-09-03,81,4.0,,0.04,3.24
2019-09-04,47,4.0,,0.04,1.8800000000000001
2019-09-05,52,4.0,,0.04,2.08
2019-09-06,49,4.0,,0.04,1.96
2019-09-07,55,4.0,,0.04,2.2
2019-09-08,59,4.0,False,0.04,2.36
2019-09-09,86,4.0,,0.04,3.44
2019-09-10,82,4.0,,0.04,3.2800000000000002
2019-09-11,55,4.0,,0.04,2.2
2019-09-12,77,4.0,,0.04,3.08
2019-09-13,54,4.0,,0.04,2.16
2019-09-14,49,4.0,,0.04,1.96
2019-09-15,48,3.0,False,0.03,1.44
2019-09-16,30,3.0,,0.03,0.8999999999999999
2019-09-17,55,3.0,,0.03,1.65
2019-09-18,50,3.0,,0.03,1.5
2019-09-19,65,3.0,,0.03,1.95
2019-09-20,54,3.0,,0.03,1.6199999999999999
2019-09-21,29,3.0,,0.03,0.87
2019-09-22,62,5.0,False,0.05,3.1
2019-09-23,62,5.0,,0.05,3.1
2019-09-24,96,5.0,,0.05,4.800000000000001
2019-09-25,100,5.0,,0.05,5.0
2019-09-26,73,5.0,,0.05,3.6500000000000004
2019-09-27,89,5.0,,0.05,4.45
2019-09-28,74,5.0,,0.05,3.7
2019-09-29,63,4.0,False,0.04,2.52
2019-09-30,47,4.0,,0.04,1.8800000000000001
2019-10-01,68,4.0,,0.04,2.72
2019-10-02,45,4.0,,0.04,1.8
2019-10-03,42,4.0,,0.04,1.68
2019-10-04,63,4.0,,0.04,2.52
2019-10-05,35,4.0,,0.04,1.4000000000000001
2019-10-06,60,4.0,False,0.04,2.4
2019-10-07,80,4.0,,0.04,3.2
2019-10-08,73,4.0,,0.04,2.92
2019-10-09,58,4.0,,0.04,2.32
2019-10-10,46,4.0,,0.04,1.84
2019-10-11,93,4.0,,0.04,3.72
2019-10-12,30,4.0,,0.04,1.2
2019-10-13,55,4.0,False,0.04,2.2
2019-10-14,69,4.0,,0.04,2.7600000000000002
2019-10-15,86,4.0,,0.04,3.44
2019-10-16,53,4.0,,0.04,2.12
2019-10-17,50,4.0,,0.04,2.0
2019-10-18,48,4.0,,0.04,1.92
2019-10-19,30,4.0,,0.04,1.2
2019-10-20,30,4.0,False,0.04,1.2
2019-10-21,44,4.0,,0.04,1.76
2019-10-22,58,4.0,,0.04,2.32
2019-10-23,56,4.0,,0.04,2.24
2019-10-24,63,4.0,,0.04,2.52
2019-10-25,64,4.0,,0.04,2.56
2019-10-26,100,4.0,,0.04,4.0
2019-10-27,84,5.0,False,0.05,4.2
2019-10-28,73,5.0,,0.05,3.6500000000000004
2019-10-29,68,5.0,,0.05,3.4000000000000004
2019-10-30,71,5.0,,0.05,3.5500000000000003
2019-10-31,74,5.0,,0.05,3.7
2019-11-01,73,5.0,,0.05,3.6500000000000004
2019-11-02,82,5.0,,0.05,4.1000000000000005
2019-11-03,81,4.0,False,0.04,3.24
2019-11-04,100,4.0,,0.04,4.0
2019-11-05,73,4.0,,0.04,2.92
2019-11-06,77,4.0,,0.04,3.08
2019-11-07,67,4.0,,0.04,2.68
2019-11-08,86,4.0,,0.04,3.44
2019-11-09,87,4.0,,0.04,3.48
2019-11-10,29,4.0,False,0.04,1.16
2019-11-11,77,4.0,,0.04,3.08
2019-11-12,87,4.0,,0.04,3.48
2019-11-13,67,4.0,,0.04,2.68
2019-11-14,61,4.0,,0.04,2.44
2019-11-15,49,4.0,,0.04,1.96
2019-11-16,30,4.0,,0.04,1.2
2019-11-17,52,4.0,False,0.04,2.08
2019-11-18,36,4.0,,0.04,1.44
2019-11-19,94,4.0,,0.04,3.7600000000000002
2019-11-20,53,4.0,,0.04,2.12
2019-11-21,96,4.0,,0.04,3.84
2019-11-22,33,4.0,,0.04,1.32
2019-11-23,53,4.0,,0.04,2.12
2019-11-24,58,4.0,False,0.04,2.32
2019-11-25,98,4.0,,0.04,3.92
2019-11-26,93,4.0,,0.04,3.72
2019-11-27,89,4.0,,0.04,3.56
2019-11-28,53,4.0,,0.04,2.12
2019-11-29,80,4.0,,0.04,3.2
2019-11-30,76,4.0,,0.04,3.04
2019-12-01,85,4.0,False,0.04,3.4
2019-12-02,81,4.0,,0.04,3.24
2019-12-03,71,4.0,,0.04,2.84
2019-12-04,15,4.0,,0.04,0.6
2019-12-05,88,4.0,,0.04,3.52
2019-12-06,54,4.0,,0.04,2.16
2019-12-07,66,4.0,,0.04,2.64
2019-12-08,65,4.0,False,0.04,2.6
2019-12-09,72,4.0,,0.04,2.88
2019-12-10,31,4.0,,0.04,1.24
2019-12-11,67,4.0,,0.04,2.68
2019-12-12,89,4.0,,0.04,3.56
2019-12-13,75,4.0,,0.04,3.0
2019-12-14,58,4.0,,0.04,2.32
2019-12-15,35,4.0,False,0.04,1.4000000000000001
2019-12-16,86,4.0,,0.04,3.44
2019-12-17,52,4.0,,0.04,2.08
2019-12-18,87,4.0,,0.04,3.48
2019-12-19,38,4.0,,0.04,1.52
2019-12-20,44,4.0,,0.04,1.76
2019-12-21,41,4.0,,0.04,1.6400000000000001
2019-12-22,47,3.0,False,0.03,1.41
2019-12-23,66,3.0,,0.03,1.98
2019-12-24,83,3.0,,0.03,2.4899999999999998
2019-12-25,65,3.0,,0.03,1.95
2019-12-26,62,3.0,,0.03,1.8599999999999999
2019-12-27,44,3.0,,0.03,1.3199999999999998
2019-12-28,96,3.0,,0.03,2.88
2019-12-29,100,4.0,False,0.04,4.0
2019-12-30,22,4.0,,0.04,0.88
2019-12-31,82,4.0,,0.04,3.2800000000000002
2020-01-01,89,4.0,,0.04,3.56
2020-01-02,63,4.0,,0.04,2.52
2020-01-03,79,4.0,,0.04,3.16
2020-01-04,55,4.0,,0.04,2.2
2020-01-05,67,5.0,False,0.05,3.35
2020-01-06,69,5.0,,0.05,3.45
2020-01-07,100,5.0,,0.05,5.0
2020-01-08,67,5.0,,0.05,3.35
2020-01-09,73,5.0,,0.05,3.6500000000000004
2020-01-10,97,5.0,,0.05,4.8500000000000005
2020-01-11,86,5.0,,0.05,4.3
2020-01-12,65,4.0,False,0.04,2.6
2020-01-13,87,4.0,,0.04,3.48
2020-01-14,51,4.0,,0.04,2.04
2020-01-15,87,4.0,,0.04,3.48
2020-01-16,82,4.0,,0.04,3.2800000000000002
2020-01-17,74,4.0,,0.04,2.96
2020-01-18,61,4.0,,0.04,2.44
2020-01-19,74,4.0,False,0.04,2.96
2020-01-20,32,4.0,,0.04,1.28
2020-01-21,45,4.0,,0.04,1.8
2020-01-22,63,4.0,,0.04,2.52
2020-01-23,63,4.0,,0.04,2.52
2020-01-24,70,4.0,,0.04,2.8000000000000003
2020-01-25,66,4.0,,0.04,2.64
2020-01-26,39,3.0,False,0.03,1.17
2020-01-27,43,3.0,,0.03,1.29
2020-01-28,71,3.0,,0.03,2.13
2020-01-29,76,3.0,,0.03,2.28
2020-01-30,78,3.0,,0.03,2.34
2020-01-31,65,3.0,,0.03,1.95
2020-02-01,32,3.0,,0.03,0.96
2020-02-02,58,4.0,False,0.04,2.32
2020-02-03,37,4.0,,0.04,1.48
2020-02-04,85,4.0,,0.04,3.4
2020-02-05,89,4.0,,0.04,3.56
2020-02-06,100,4.0,,0.04,4.0
2020-02-07,63,4.0,,0.04,2.52
2020-02-08,81,4.0,,0.04,3.24
2020-02-09,57,5.0,False,0.05,2.85
2020-02-10,55,5.0,,0.05,2.75
2020-02-11,94,5.0,,0.05,4.7
2020-02-12,91,5.0,,0.05,4.55
2020-02-13,68,5.0,,0.05,3.4000000000000004
2020-02-14,71,5.0,,0.05,3.5500000000000003
2020-02-15,59,5.0,,0.05,2.95
2020-02-16,71,3.0,False,0.03,2.13
2020-02-17,76,3.0,,0.03,2.28
2020-02-18,46,3.0,,0.03,1.38
2020-02-19,86,3.0,,0.03,2.58
2020-02-20,59,3.0,,0.03,1.77
2020-02-21,45,3.0,,0.03,1.3499999999999999
2020-02-22,57,3.0,,0.03,1.71
2020-02-23,53,4.0,False,0.04,2.12
2020-02-24,80,4.0,,0.04,3.2
2020-02-25,66,4.0,,0.04,2.64
2020-02-26,53,4.0,,0.04,2.12
2020-02-27,53,4.0,,0.04,2.12
2020-02-28,60,4.0,,0.04,2.4
2020-02-29,69,4.0,,0.04,2.7600000000000002
2020-03-01,25,4.0,False,0.04,1.0
2020-03-02,22,4.0,,0.04,0.88
2020-03-03,24,4.0,,0.04,0.96
2020-03-04,23,4.0,,0.04,0.92
2020-03-05,43,4.0,,0.04,1.72
2020-03-06,33,4.0,,0.04,1.32
2020-03-07,24,4.0,,0.04,0.96
2020-03-08,11,8.0,False,0.08,0.88
2020-03-09,46,8.0,,0.08,3.68
2020-03-10,36,8.0,,0.08,2.88
2020-03-11,42,8.0,,0.08,3.36
2020-03-12,61,8.0,,0.08,4.88
2020-03-13,100,8.0,,0.08,8.0
2020-03-14,55,8.0,,0.08,4.4
2020-03-15,35,9.0,False,0.09,3.15
2020-03-16,63,9.0,,0.09,5.67
2020-03-17,75,9.0,,0.09,6.75
2020-03-18,58,9.0,,0.09,5.22
2020-03-19,56,9.0,,0.09,5.04
2020-03-20,52,9.0,,0.09,4.68
2020-03-21,61,9.0,,0.09,5.49
2020-03-22,43,7.0,False,0.07,3.0100000000000002
2020-03-23,42,7.0,,0.07,2.9400000000000004
2020-03-24,36,7.0,,0.07,2.5200000000000005
2020-03-25,42,7.0,,0.07,2.9400000000000004
2020-03-26,37,7.0,,0.07,2.5900000000000003
2020-03-27,44,7.0,,0.07,3.08
2020-03-28,41,7.0,,0.07,2.87
2020-03-29,33,5.0,False,0.05,1.6500000000000001
2020-03-30,32,5.0,,0.05,1.6
2020-03-31,34,5.0,,0.05,1.7000000000000002
2020-04-01,55,5.0,,0.05,2.75
2020-04-02,50,5.0,,0.05,2.5
2020-04-03,54,5.0,,0.05,2.7
2020-04-04,34,5.0,,0.05,1.7000000000000002
2020-04-05,65,6.0,False,0.06,3.9
2020-04-06,59,6.0,,0.06,3.54
2020-04-07,73,6.0,,0.06,4.38
2020-04-08,41,6.0,,0.06,2.46
2020-04-09,63,6.0,,0.06,3.78
2020-04-10,59,6.0,,0.06,3.54
2020-04-11,52,6.0,,0.06,3.12
2020-04-12,49,5.0,False,0.05,2.45
2020-04-13,36,5.0,,0.05,1.8
2020-04-14,73,5.0,,0.05,3.6500000000000004
2020-04-15,52,5.0,,0.05,2.6
2020-04-16,65,5.0,,0.05,3.25
2020-04-17,51,5.0,,0.05,2.5500000000000003
2020-04-18,31,5.0,,0.05,1.55
2020-04-19,71,5.0,False,0.05,3.5500000000000003
2020-04-20,59,5.0,,0.05,2.95
2020-04-21,47,5.0,,0.05,2.35
2020-04-22,61,5.0,,0.05,3.0500000000000003
2020-04-23,78,5.0,,0.05,3.9000000000000004
2020-04-24,54,5.0,,0.05,2.7
2020-04-25,63,5.0,,0.05,3.1500000000000004
2020-04-26,74,7.0,False,0.07,5.180000000000001
2020-04-27,63,7.0,,0.07,4.41
2020-04-28,42,7.0,,0.07,2.9400000000000004
2020-04-29,70,7.0,,0.07,4.9
2020-04-30,100,7.0,,0.07,7.000000000000001
2020-05-01,77,7.0,,0.07,5.390000000000001
2020-05-02,57,7.0,,0.07,3.99
2020-05-03,67,8.0,False,0.08,5.36
2020-05-04,47,8.0,,0.08,3.7600000000000002
2020-05-05,73,8.0,,0.08,5.84
2020-05-06,80,8.0,,0.08,6.4
2020-05-07,84,8.0,,0.08,6.72
2020-05-08,83,8.0,,0.08,6.640000000000001
2020-05-09,64,8.0,,0.08,5.12
2020-05-10,81,9.0,False,0.09,7.29
2020-05-11,100,9.0,,0.09,9.0
2020-05-12,85,9.0,,0.09,7.6499999999999995
2020-05-13,70,9.0,,0.09,6.3
2020-05-14,85,9.0,,0.09,7.6499999999999995
2020-05-15,57,9.0,,0.09,5.13
2020-05-16,57,9.0,,0.09,5.13
2020-05-17,50,6.0,False,0.06,3.0
2020-05-18,60,6.0,,0.06,3.5999999999999996
2020-05-19,56,6.0,,0.06,3.36
2020-05-20,50,6.0,,0.06,3.0
2020-05-21,85,6.0,,0.06,5.1
2020-05-22,56,6.0,,0.06,3.36
2020-05-23,42,6.0,,0.06,2.52
2020-05-24,31,6.0,False,0.06,1.8599999999999999
2020-05-25,41,6.0,,0.06,2.46
2020-05-26,53,6.0,,0.06,3.1799999999999997
2020-05-27,35,6.0,,0.06,2.1
2020-05-28,57,6.0,,0.06,3.42
2020-05-29,57,6.0,,0.06,3.42
2020-05-30,39,6.0,,0.06,2.34
2020-05-31,47,5.0,False,0.05,2.35
2020-06-01,64,5.0,,0.05,3.2
2020-06-02,88,5.0,,0.05,4.4
2020-06-03,80,5.0,,0.05,4.0
2020-06-04,70,5.0,,0.05,3.5
2020-06-05,100,5.0,,0.05,5.0
2020-06-06,67,5.0,,0.05,3.35
2020-06-07,56,5.0,False,0.05,2.8000000000000003
2020-06-08,60,5.0,,0.05,3.0
2020-06-09,47,5.0,,0.05,2.35
2020-06-10,98,5.0,,0.05,4.9
2020-06-11,78,5.0,,0.05,3.9000000000000004
2020-06-12,74,5.0,,0.05,3.7
2020-06-13,54,5.0,,0.05,2.7
2020-06-14,61,5.0,False,0.05,3.0500000000000003
2020-06-15,85,5.0,,0.05,4.25
2020-06-16,59,5.0,,0.05,2.95
2020-06-17,71,5.0,,0.05,3.5500000000000003
2020-06-18,79,5.0,,0.05,3.95
2020-06-19,41,5.0,,0.05,2.0500000000000003
2020-06-20,61,5.0,,0.05,3.0500000000000003
2020-06-21,61,5.0,False,0.05,3.0500000000000003
2020-06-22,91,5.0,,0.05,4.55
2020-06-23,61,5.0,,0.05,3.0500000000000003
2020-06-24,55,5.0,,0.05,2.75
2020-06-25,84,5.0,,0.05,4.2
2020-06-26,49,5.0,,0.05,2.45
2020-06-27,74,5.0,,0.05,3.7
2020-06-28,84,4.0,False,0.04,3.36
2020-06-29,62,4.0,,0.04,2.48
2020-06-30,80,4.0,,0.04,3.2
2020-07-01,49,4.0,,0.04,1.96
2020-07-02,44,4.0,,0.04,1.76
2020-07-03,50,4.0,,0.04,2.0
2020-07-04,37,4.0,,0.04,1.48
2020-07-05,21,4.0,False,0.04,0.84
2020-07-06,38,4.0,,0.04,1.52
2020-07-07,37,4.0,,0.04,1.48
2020-07-08,33,4.0,,0.04,1.32
2020-07-09,33,4.0,,0.04,1.32
2020-07-10,29,4.0,,0.04,1.16
2020-07-11,35,4.0,,0.04,1.4000000000000001
2020-07-12,46,4.0,False,0.04,1.84
2020-07-13,48,4.0,,0.04,1.92
2020-07-14,31,4.0,,0.04,1.24
2020-07-15,45,4.0,,0.04,1.8
2020-07-16,46,4.0,,0.04,1.84
2020-07-17,40,4.0,,0.04,1.6
2020-07-18,41,4.0,,0.04,1.6400000000000001
2020-07-19,30,5.0,False,0.05,1.5
2020-07-20,31,5.0,,0.05,1.55
2020-07-21,48,5.0,,0.05,2.4000000000000004
2020-07-22,41,5.0,,0.05,2.0500000000000003
2020-07-23,43,5.0,,0.05,2.15
2020-07-24,44,5.0,,0.05,2.2
2020-07-25,54,5.0,,0.05,2.7
2020-07-26,44,7.0,False,0.07,3.08
2020-07-27,100,7.0,,0.07,7.000000000000001
2020-07-28,100,7.0,,0.07,7.000000000000001
2020-07-29,49,7.0,,0.07,3.43
2020-07-30,70,7.0,,0.07,4.9
2020-07-31,61,7.0,,0.07,4.2700000000000005
2020-08-01,65,7.0,,0.07,4.550000000000001
2020-08-02,83,7.0,False,0.07,5.8100000000000005
2020-08-03,54,7.0,,0.07,3.7800000000000002
2020-08-04,100,7.0,,0.07,7.000000000000001
2020-08-05,89,7.0,,0.07,6.23
2020-08-06,70,7.0,,0.07,4.9
2020-08-07,47,7.0,,0.07,3.2900000000000005
2020-08-08,41,7.0,,0.07,2.87
2020-08-09,36,6.0,False,0.06,2.16
2020-08-10,62,6.0,,0.06,3.7199999999999998
2020-08-11,68,6.0,,0.06,4.08
2020-08-12,47,6.0,,0.06,2.82
2020-08-13,57,6.0,,0.06,3.42
2020-08-14,39,6.0,,0.06,2.34
2020-08-15,54,6.0,,0.06,3.2399999999999998
2020-08-16,30,6.0,False,0.06,1.7999999999999998
2020-08-17,82,6.0,,0.06,4.92
2020-08-18,59,6.0,,0.06,3.54
2020-08-19,47,6.0,,0.06,2.82
2020-08-20,61,6.0,,0.06,3.6599999999999997
2020-08-21,37,6.0,,0.06,2.2199999999999998
2020-08-22,33,6.0,,0.06,1.98
2020-08-23,57,5.0,False,0.05,2.85
2020-08-24,47,5.0,,0.05,2.35
2020-08-25,26,5.0,,0.05,1.3
2020-08-26,48,5.0,,0.05,2.4000000000000004
2020-08-27,40,5.0,,0.05,2.0
2020-08-28,39,5.0,,0.05,1.9500000000000002
2020-08-29,49,5.0,,0.05,2.45
2020-08-30,73,6.0,False,0.06,4.38
2020-08-31,53,6.0,,0.06,3.1799999999999997
2020-09-01,88,6.0,,0.06,5.279999999999999
2020-09-02,52,6.0,,0.06,3.12
2020-09-03,80,6.0,,0.06,4.8
2020-09-04,91,6.0,,0.06,5.46
2020-09-05,69,6.0,,0.06,4.14
2020-09-06,60,4.0,False,0.04,2.4
2020-09-07,58,4.0,,0.04,2.32
2020-09-08,72,4.0,,0.04,2.88
2020-09-09,72,4.0,,0.04,2.88
2020-09-10,100,4.0,,0.04,4.0
2020-09-11,42,4.0,,0.04,1.68
2020-09-12,84,4.0,,0.04,3.36
2020-09-13,83,5.0,False,0.05,4.15
2020-09-14,99,5.0,,0.05,4.95
2020-09-15,80,5.0,,0.05,4.0
2020-09-16,63,5.0,,0.05,3.1500000000000004
2020-09-17,99,5.0,,0.05,4.95
2020-09-18,46,5.0,,0.05,2.3000000000000003
2020-09-19,78,5.0,,0.05,3.9000000000000004
2020-09-20,64,4.0,False,0.04,2.56
2020-09-21,81,4.0,,0.04,3.24
2020-09-22,63,4.0,,0.04,2.52
2020-09-23,94,4.0,,0.04,3.7600000000000002
2020-09-24,51,4.0,,0.04,2.04
2020-09-25,77,4.0,,0.04,3.08
2020-09-26,90,4.0,,0.04,3.6
2020-09-27,88,4.0,False,0.04,3.52
2020-09-28,53,4.0,,0.04,2.12
2020-09-29,41,4.0,,0.04,1.6400000000000001
2020-09-30,61,4.0,,0.04,2.44
2020-10-01,80,4.0,,0.04,3.2
2020-10-02,40,4.0,,0.04,1.6
2020-10-03,31,4.0,,0.04,1.24
2020-10-04,43,3.0,False,0.03,1.29
2020-10-05,67,3.0,,0.03,2.01
2020-10-06,30,3.0,,0.03,0.8999999999999999
2020-10-07,42,3.0,,0.03,1.26
2020-10-08,38,3.0,,0.03,1.14
2020-10-09,46,3.0,,0.03,1.38
2020-10-10,42,3.0,,0.03,1.26
2020-10-11,68,4.0,False,0.04,2.72
2020-10-12,33,4.0,,0.04,1.32
2020-10-13,64,4.0,,0.04,2.56
2020-10-14,60,4.0,,0.04,2.4
2020-10-15,84,4.0,,0.04,3.36
2020-10-16,58,4.0,,0.04,2.32
2020-10-17,55,4.0,,0.04,2.2
2020-10-18,64,5.0,False,0.05,3.2
2020-10-19,73,5.0,,0.05,3.6500000000000004
2020-10-20,36,5.0,,0.05,1.8
2020-10-21,80,5.0,,0.05,4.0
2020-10-22,87,5.0,,0.05,4.3500000000000005
2020-10-23,76,5.0,,0.05,3.8000000000000003
2020-10-24,63,5.0,,0.05,3.1500000000000004
2020-10-25,63,5.0,False,0.05,3.1500000000000004
2020-10-26,72,5.0,,0.05,3.6
2020-10-27,100,5.0,,0.05,5.0
2020-10-28,88,5.0,,0.05,4.4
2020-10-29,74,5.0,,0.05,3.7
2020-10-30,67,5.0,,0.05,3.35
2020-10-31,72,5.0,,0.05,3.6
2020-11-01,42,6.0,False,0.06,2.52
2020-11-02,29,6.0,,0.06,1.74
2020-11-03,32,6.0,,0.06,1.92
2020-11-04,34,6.0,,0.06,2.04
2020-11-05,55,6.0,,0.06,3.3
2020-11-06,58,6.0,,0.06,3.48
2020-11-07,69,6.0,,0.06,4.14
2020-11-08,36,5.0,False,0.05,1.8
2020-11-09,78,5.0,,0.05,3.9000000000000004
2020-11-10,39,5.0,,0.05,1.9500000000000002
2020-11-11,67,5.0,,0.05,3.35
2020-11-12,46,5.0,,0.05,2.3000000000000003
2020-11-13,53,5.0,,0.05,2.6500000000000004
2020-11-14,35,5.0,,0.05,1.75
2020-11-15,47,9.0,False,0.09,4.2299999999999995
2020-11-16,54,9.0,,0.09,4.859999999999999
2020-11-17,82,9.0,,0.09,7.38
2020-11-18,85,9.0,,0.09,7.6499999999999995
2020-11-19,73,9.0,,0.09,6.569999999999999
2020-11-20,67,9.0,,0.09,6.029999999999999
2020-11-21,73,9.0,,0.09,6.569999999999999
2020-11-22,64,9.0,False,0.09,5.76
2020-11-23,46,9.0,,0.09,4.14
2020-11-24,100,9.0,,0.09,9.0
2020-11-25,79,9.0,,0.09,7.109999999999999
2020-11-26,88,9.0,,0.09,7.92
2020-11-27,42,9.0,,0.09,3.78
2020-11-28,65,9.0,,0.09,5.85
2020-11-29,80,8.0,False,0.08,6.4
2020-11-30,90,8.0,,0.08,7.2
2020-12-01,46,8.0,,0.08,3.68
2020-12-02,36,8.0,,0.08,2.88
2020-12-03,44,8.0,,0.08,3.52
2020-12-04,26,8.0,,0.08,2.08
2020-12-05,36,8.0,,0.08,2.88
2020-12-06,25,6.0,False,0.06,1.5
2020-12-07,32,6.0,,0.06,1.92
2020-12-08,40,6.0,,0.06,2.4
2020-12-09,27,6.0,,0.06,1.6199999999999999
2020-12-10,30,6.0,,0.06,1.7999999999999998
2020-12-11,21,6.0,,0.06,1.26
2020-12-12,24,6.0,,0.06,1.44
2020-12-13,31,11.0,False,0.11,3.41
2020-12-14,24,11.0,,0.11,2.64
2020-12-15,34,11.0,,0.11,3.74
2020-12-16,64,11.0,,0.11,7.04
2020-12-17,98,11.0,,0.11,10.78
2020-12-18,50,11.0,,0.11,5.5
2020-12-19,59,11.0,,0.11,6.49
2020-12-20,47,11.0,False,0.11,5.17
2020-12-21,50,11.0,,0.11,5.5
2020-12-22,49,11.0,,0.11,5.39
2020-12-23,45,11.0,,0.11,4.95
2020-12-24,36,11.0,,0.11,3.96
2020-12-25,61,11.0,,0.11,6.71
2020-12-26,63,11.0,,0.11,6.93
2020-12-27,100,15.0,False,0.15,15.0
2020-12-28,70,15.0,,0.15,10.5
2020-12-29,58,15.0,,0.15,8.7
2020-12-30,77,15.0,,0.15,11.549999999999999
2020-12-31,67,15.0,,0.15,10.049999999999999
2021-01-01,31,15.0,,0.15,4.6499999999999995
2021-01-02,59,15.0,,0.15,8.85
2021-01-03,77,24.0,False,0.24,18.48
2021-01-04,83,24.0,,0.24,19.919999999999998
2021-01-05,63,24.0,,0.24,15.12
2021-01-06,73,24.0,,0.24,17.52
2021-01-07,100,24.0,,0.24,24.0
2021-01-08,94,24.0,,0.24,22.56
2021-01-09,74,24.0,,0.24,17.759999999999998
2021-01-10,79,21.0,False,0.21,16.59
2021-01-11,92,21.0,,0.21,19.32
2021-01-12,80,21.0,,0.21,16.8
2021-01-13,62,21.0,,0.21,13.02
2021-01-14,57,21.0,,0.21,11.969999999999999
2021-01-15,63,21.0,,0.21,13.229999999999999
2021-01-16,54,21.0,,0.21,11.34
2021-01-17,38,15.0,False,0.15,5.7
2021-01-18,34,15.0,,0.15,5.1
2021-01-19,64,15.0,,0.15,9.6
2021-01-20,34,15.0,,0.15,5.1
2021-01-21,52,15.0,,0.15,7.8
2021-01-22,56,15.0,,0.15,8.4
2021-01-23,32,15.0,,0.15,4.8
2021-01-24,32,12.0,False,0.12,3.84
2021-01-25,39,12.0,,0.12,4.68
2021-01-26,34,12.0,,0.12,4.08
2021-01-27,31,12.0,,0.12,3.7199999999999998
2021-01-28,36,12.0,,0.12,4.32
2021-01-29,47,12.0,,0.12,5.64
2021-01-30,43,12.0,,0.12,5.16
2021-01-31,38,13.0,False,0.13,4.94
2021-02-01,35,13.0,,0.13,4.55
2021-02-02,45,13.0,,0.13,5.8500000000000005
2021-02-03,36,13.0,,0.13,4.68
2021-02-04,44,13.0,,0.13,5.720000000000001
2021-02-05,39,13.0,,0.13,5.07
2021-02-06,39,13.0,,0.13,5.07
2021-02-07,36,19.0,False,0.19,6.84
2021-02-08,80,19.0,,0.19,15.2
2021-02-09,89,19.0,,0.19,16.91
2021-02-10,52,19.0,,0.19,9.88
2021-02-11,60,19.0,,0.19,11.4
2021-02-12,49,19.0,,0.19,9.31
2021-02-13,35,19.0,,0.19,6.65
2021-02-14,40,21.0,False,0.21,8.4
2021-02-15,48,21.0,,0.21,10.08
2021-02-16,55,21.0,,0.21,11.549999999999999
2021-02-17,77,21.0,,0.21,16.169999999999998
2021-02-18,52,21.0,,0.21,10.92
2021-02-19,70,21.0,,0.21,14.7
2021-02-20,75,21.0,,0.21,15.75
2021-02-21,83,21.0,False,0.21,17.43
2021-02-22,78,21.0,,0.21,16.38
2021-02-23,100,21.0,,0.21,21.0
2021-02-24,50,21.0,,0.21,10.5
2021-02-25,56,21.0,,0.21,11.76
2021-02-26,57,21.0,,0.21,11.969999999999999
2021-02-27,45,21.0,,0.21,9.45
2021-02-28,50,14.0,False,0.14,7.000000000000001
2021-03-01,100,14.0,,0.14,14.000000000000002
2021-03-02,73,14.0,,0.14,10.22
2021-03-03,75,14.0,,0.14,10.500000000000002
2021-03-04,74,14.0,,0.14,10.360000000000001
2021-03-05,70,14.0,,0.14,9.8
2021-03-06,58,14.0,,0.14,8.120000000000001
2021-03-07,67,13.0,False,0.13,8.71
2021-03-08,59,13.0,,0.13,7.67
2021-03-09,82,13.0,,0.13,10.66
2021-03-10,83,13.0,,0.13,10.790000000000001
2021-03-11,55,13.0,,0.13,7.15
2021-03-12,63,13.0,,0.13,8.19
2021-03-13,73,13.0,,0.13,9.49
2021-03-14,82,13.0,False,0.13,10.66
2021-03-15,69,13.0,,0.13,8.97
2021-03-16,53,13.0,,0.13,6.890000000000001
2021-03-17,64,13.0,,0.13,8.32
2021-03-18,55,13.0,,0.13,7.15
2021-03-19,63,13.0,,0.13,8.19
2021-03-20,68,13.0,,0.13,8.84
2021-03-21,51,11.0,False,0.11,5.61
2021-03-22,60,11.0,,0.11,6.6
2021-03-23,70,11.0,,0.11,7.7
2021-03-24,48,11.0,,0.11,5.28
2021-03-25,67,11.0,,0.11,7.37
2021-03-26,66,11.0,,0.11,7.26
2021-03-27,54,11.0,,0.11,5.94
2021-03-28,76,11.0,False,0.11,8.36
2021-03-29,54,11.0,,0.11,5.94
2021-03-30,59,11.0,,0.11,6.49
2021-03-31,65,11.0,,0.11,7.15
2021-04-01,37,11.0,,0.11,4.07
2021-04-02,54,11.0,,0.11,5.94
2021-04-03,57,11.0,,0.11,6.2700000000000005
2021-04-04,54,10.0,False,0.1,5.4
2021-04-05,48,10.0,,0.1,4.800000000000001
