date,bitcoin news_unscaled,bitcoin news_monthly,isPartial,scale,bitcoin news
2018-02-07,60,64.0,,0.64,38.4
2018-02-08,51,64.0,,0.64,32.64
2018-02-09,37,64.0,,0.64,23.68
2018-02-10,31,64.0,,0.64,19.84
2018-02-11,23,32.0,False,0.32,7.36
2018-02-12,25,32.0,,0.32,8.0
2018-02-13,22,32.0,,0.32,7.04
2018-02-14,37,32.0,,0.32,11.84
2018-02-15,35,32.0,,0.32,11.200000000000001
2018-02-16,34,32.0,,0.32,10.88
2018-02-17,28,32.0,,0.32,8.96
2018-02-18,35,33.0,False,0.33,11.55
2018-02-19,21,33.0,,0.33,6.930000000000001
2018-02-20,32,33.0,,0.33,10.56
2018-02-21,48,33.0,,0.33,15.84
2018-02-22,41,33.0,,0.33,13.530000000000001
2018-02-23,16,33.0,,0.33,5.28
2018-02-24,14,33.0,,0.33,4.62
2018-02-25,19,22.0,False,0.22,4.18
2018-02-26,21,22.0,,0.22,4.62
2018-02-27,19,22.0,,0.22,4.18
2018-02-28,25,22.0,,0.22,5.5
2018-03-01,64,22.0,,0.22,14.08
2018-03-02,56,22.0,,0.22,12.32
2018-03-03,43,22.0,,0.22,9.46
2018-03-04,38,23.0,False,0.23,8.74
2018-03-05,47,23.0,,0.23,10.81
2018-03-06,49,23.0,,0.23,11.270000000000001
2018-03-07,74,23.0,,0.23,17.02
2018-03-08,72,23.0,,0.23,16.560000000000002
2018-03-09,95,23.0,,0.23,21.85
2018-03-10,55,23.0,,0.23,12.65
2018-03-11,56,27.0,False,0.27,15.120000000000001
2018-03-12,48,27.0,,0.27,12.96
2018-03-13,59,27.0,,0.27,15.930000000000001
2018-03-14,69,27.0,,0.27,18.630000000000003
2018-03-15,100,27.0,,0.27,27.0
2018-03-16,45,27.0,,0.27,12.15
2018-03-17,64,27.0,,0.27,17.28
2018-03-18,67,24.0,False,0.24,16.08
2018-03-19,72,24.0,,0.24,17.28
2018-03-20,64,24.0,,0.24,15.36
2018-03-21,71,24.0,,0.24,17.04
2018-03-22,60,24.0,,0.24,14.399999999999999
2018-03-23,62,24.0,,0.24,14.879999999999999
2018-03-24,56,24.0,,0.24,13.44
2018-03-25,58,27.0,False,0.27,15.66
2018-03-26,73,27.0,,0.27,19.71
2018-03-27,68,27.0,,0.27,18.36
2018-03-28,51,27.0,,0.27,13.770000000000001
2018-03-29,62,27.0,,0.27,16.740000000000002
2018-03-30,90,27.0,,0.27,24.3
2018-03-31,41,27.0,,0.27,11.07
2018-04-01,70,26.0,False,0.26,18.2
2018-04-02,59,26.0,,0.26,15.34
2018-04-03,53,26.0,,0.26,13.780000000000001
2018-04-04,65,26.0,,0.26,16.900000000000002
2018-04-05,97,26.0,,0.26,25.220000000000002
2018-04-06,100,26.0,,0.26,26.0
2018-04-07,63,26.0,,0.26,16.38
2018-04-08,77,23.0,False,0.23,17.71
2018-04-09,65,23.0,,0.23,14.950000000000001
2018-04-10,83,23.0,,0.23,19.09
2018-04-11,73,23.0,,0.23,16.79
2018-04-12,84,23.0,,0.23,19.32
2018-04-13,92,23.0,,0.23,21.16
2018-04-14,57,23.0,,0.23,13.110000000000001
2018-04-15,50,20.0,False,0.2,10.0
2018-04-16,63,20.0,,0.2,12.600000000000001
2018-04-17,66,20.0,,0.2,13.200000000000001
2018-04-18,59,20.0,,0.2,11.8
2018-04-19,59,20.0,,0.2,11.8
2018-04-20,81,20.0,,0.2,16.2
2018-04-21,40,20.0,,0.2,8.0
2018-04-22,29,18.0,False,0.18,5.22
2018-04-23,45,18.0,,0.18,8.1
2018-04-24,56,18.0,,0.18,10.08
2018-04-25,65,18.0,,0.18,11.7
2018-04-26,53,18.0,,0.18,9.54
2018-04-27,39,18.0,,0.18,7.02
2018-04-28,45,18.0,,0.18,8.1
2018-04-29,61,18.0,False,0.18,10.98
2018-04-30,54,18.0,,0.18,9.719999999999999
2018-05-01,68,18.0,,0.18,12.24
2018-05-02,43,18.0,,0.18,7.739999999999999
2018-05-03,67,18.0,,0.18,12.059999999999999
2018-05-04,73,18.0,,0.18,13.139999999999999
2018-05-05,58,18.0,,0.18,10.44
2018-05-06,50,15.0,False,0.15,7.5
2018-05-07,81,15.0,,0.15,12.15
2018-05-08,67,15.0,,0.15,10.049999999999999
2018-05-09,26,15.0,,0.15,3.9
2018-05-10,56,15.0,,0.15,8.4
2018-05-11,94,15.0,,0.15,14.1
2018-05-12,74,15.0,,0.15,11.1
2018-05-13,51,15.0,False,0.15,7.6499999999999995
2018-05-14,84,15.0,,0.15,12.6
2018-05-15,57,15.0,,0.15,8.549999999999999
2018-05-16,64,15.0,,0.15,9.6
2018-05-17,82,15.0,,0.15,12.299999999999999
2018-05-18,46,15.0,,0.15,6.8999999999999995
2018-05-19,34,15.0,,0.15,5.1
2018-05-20,34,16.0,False,0.16,5.44
2018-05-21,50,16.0,,0.16,8.0
2018-05-22,76,16.0,,0.16,12.16
2018-05-23,100,16.0,,0.16,16.0
2018-05-24,44,16.0,,0.16,7.04
2018-05-25,59,16.0,,0.16,9.44
2018-05-26,44,16.0,,0.16,7.04
2018-05-27,74,15.0,False,0.15,11.1
2018-05-28,86,15.0,,0.15,12.9
2018-05-29,67,15.0,,0.15,10.049999999999999
2018-05-30,64,15.0,,0.15,9.6
2018-05-31,62,15.0,,0.15,9.299999999999999
2018-06-01,26,15.0,,0.15,3.9
2018-06-02,35,15.0,,0.15,5.25
2018-06-03,63,13.0,False,0.13,8.19
2018-06-04,44,13.0,,0.13,5.720000000000001
2018-06-05,41,13.0,,0.13,5.33
2018-06-06,36,13.0,,0.13,4.68
2018-06-07,44,13.0,,0.13,5.720000000000001
2018-06-08,47,13.0,,0.13,6.11
2018-06-09,34,13.0,,0.13,4.42
2018-06-10,66,20.0,False,0.2,13.200000000000001
2018-06-11,100,20.0,,0.2,20.0
2018-06-12,49,20.0,,0.2,9.8
2018-06-13,98,20.0,,0.2,19.6
2018-06-14,88,20.0,,0.2,17.6
2018-06-15,44,20.0,,0.2,8.8
2018-06-16,37,20.0,,0.2,7.4
2018-06-17,58,16.0,False,0.16,9.28
2018-06-18,60,16.0,,0.16,9.6
2018-06-19,50,16.0,,0.16,8.0
2018-06-20,39,16.0,,0.16,6.24
2018-06-21,48,16.0,,0.16,7.68
2018-06-22,68,16.0,,0.16,10.88
2018-06-23,55,16.0,,0.16,8.8
2018-06-24,72,15.0,False,0.15,10.799999999999999
2018-06-25,55,15.0,,0.15,8.25
2018-06-26,55,15.0,,0.15,8.25
2018-06-27,43,15.0,,0.15,6.45
2018-06-28,34,15.0,,0.15,5.1
2018-06-29,44,15.0,,0.15,6.6
2018-06-30,71,15.0,,0.15,10.65
2018-07-01,55,15.0,False,0.15,8.25
2018-07-02,66,15.0,,0.15,9.9
2018-07-03,73,15.0,,0.15,10.95
2018-07-04,73,15.0,,0.15,10.95
2018-07-05,84,15.0,,0.15,12.6
2018-07-06,66,15.0,,0.15,9.9
2018-07-07,71,15.0,,0.15,10.65
2018-07-08,64,13.0,False,0.13,8.32
2018-07-09,70,13.0,,0.13,9.1
2018-07-10,88,13.0,,0.13,11.440000000000001
2018-07-11,64,13.0,,0.13,8.32
2018-07-12,44,13.0,,0.13,5.720000000000001
2018-07-13,64,13.0,,0.13,8.32
2018-07-14,54,13.0,,0.13,7.0200000000000005
2018-07-15,48,19.0,False,0.19,9.120000000000001
2018-07-16,79,19.0,,0.19,15.01
2018-07-17,92,19.0,,0.19,17.48
2018-07-18,86,19.0,,0.19,16.34
2018-07-19,62,19.0,,0.19,11.78
2018-07-20,89,19.0,,0.19,16.91
2018-07-21,58,19.0,,0.19,11.02
2018-07-22,49,16.0,False,0.16,7.84
2018-07-23,86,16.0,,0.16,13.76
2018-07-24,99,16.0,,0.16,15.84
2018-07-25,100,16.0,,0.16,16.0
2018-07-26,58,16.0,,0.16,9.28
2018-07-27,80,16.0,,0.16,12.8
2018-07-28,61,16.0,,0.16,9.76
2018-07-29,57,15.0,False,0.15,8.549999999999999
2018-07-30,77,15.0,,0.15,11.549999999999999
2018-07-31,88,15.0,,0.15,13.2
2018-08-01,55,15.0,,0.15,8.25
2018-08-02,40,15.0,,0.15,6.0
2018-08-03,52,15.0,,0.15,7.8
2018-08-04,61,15.0,,0.15,9.15
2018-08-05,30,18.0,False,0.18,5.3999999999999995
2018-08-06,31,18.0,,0.18,5.58
2018-08-07,66,18.0,,0.18,11.879999999999999
2018-08-08,97,18.0,,0.18,17.46
2018-08-09,42,18.0,,0.18,7.56
2018-08-10,64,18.0,,0.18,11.52
2018-08-11,87,18.0,,0.18,15.66
2018-08-12,41,17.0,False,0.17,6.970000000000001
2018-08-13,68,17.0,,0.17,11.56
2018-08-14,100,17.0,,0.17,17.0
2018-08-15,57,17.0,,0.17,9.690000000000001
2018-08-16,40,17.0,,0.17,6.800000000000001
2018-08-17,54,17.0,,0.17,9.180000000000001
2018-08-18,37,17.0,,0.17,6.29
2018-08-19,37,15.0,False,0.15,5.55
2018-08-20,40,15.0,,0.15,6.0
2018-08-21,54,15.0,,0.15,8.1
2018-08-22,68,15.0,,0.15,10.2
2018-08-23,53,15.0,,0.15,7.949999999999999
2018-08-24,57,15.0,,0.15,8.549999999999999
2018-08-25,46,15.0,,0.15,6.8999999999999995
2018-08-26,33,13.0,False,0.13,4.29
2018-08-27,45,13.0,,0.13,5.8500000000000005
2018-08-28,81,13.0,,0.13,10.530000000000001
2018-08-29,44,13.0,,0.13,5.720000000000001
2018-08-30,36,13.0,,0.13,4.68
2018-08-31,43,13.0,,0.13,5.59
2018-09-01,62,13.0,,0.13,8.06
2018-09-02,53,15.0,False,0.15,7.949999999999999
2018-09-03,63,15.0,,0.15,9.45
2018-09-04,42,15.0,,0.15,6.3
2018-09-05,100,15.0,,0.15,15.0
2018-09-06,86,15.0,,0.15,12.9
2018-09-07,80,15.0,,0.15,12.0
2018-09-08,40,15.0,,0.15,6.0
2018-09-09,42,15.0,False,0.15,6.3
2018-09-10,40,15.0,,0.15,6.0
2018-09-11,80,15.0,,0.15,12.0
2018-09-12,59,15.0,,0.15,8.85
2018-09-13,61,15.0,,0.15,9.15
2018-09-14,56,15.0,,0.15,8.4
2018-09-15,53,15.0,,0.15,7.949999999999999
2018-09-16,45,14.0,False,0.14,6.300000000000001
2018-09-17,56,14.0,,0.14,7.840000000000001
2018-09-18,48,14.0,,0.14,6.720000000000001
2018-09-19,57,14.0,,0.14,7.98
2018-09-20,66,14.0,,0.14,9.24
2018-09-21,79,14.0,,0.14,11.06
2018-09-22,40,14.0,,0.14,5.6000000000000005
2018-09-23,22,11.0,False,0.11,2.42
2018-09-24,46,11.0,,0.11,5.06
2018-09-25,46,11.0,,0.11,5.06
2018-09-26,54,11.0,,0.11,5.94
2018-09-27,26,11.0,,0.11,2.86
2018-09-28,33,11.0,,0.11,3.63
2018-09-29,57,11.0,,0.11,6.2700000000000005
2018-09-30,62,11.0,False,0.11,6.82
2018-10-01,66,11.0,,0.11,7.26
2018-10-02,53,11.0,,0.11,5.83
2018-10-03,61,11.0,,0.11,6.71
2018-10-04,53,11.0,,0.11,5.83
2018-10-05,65,11.0,,0.11,7.15
2018-10-06,30,11.0,,0.11,3.3
2018-10-07,44,11.0,False,0.11,4.84
2018-10-08,75,11.0,,0.11,8.25
2018-10-09,55,11.0,,0.11,6.05
2018-10-10,89,11.0,,0.11,9.790000000000001
2018-10-11,100,11.0,,0.11,11.0
2018-10-12,77,11.0,,0.11,8.47
2018-10-13,88,11.0,,0.11,9.68
2018-10-14,67,9.0,False,0.09,6.029999999999999
2018-10-15,86,9.0,,0.09,7.739999999999999
2018-10-16,53,9.0,,0.09,4.77
2018-10-17,81,9.0,,0.09,7.29
2018-10-18,41,9.0,,0.09,3.69
2018-10-19,43,9.0,,0.09,3.8699999999999997
2018-10-20,46,9.0,,0.09,4.14
2018-10-21,60,9.0,False,0.09,5.3999999999999995
2018-10-22,76,9.0,,0.09,6.84
2018-10-23,84,9.0,,0.09,7.56
2018-10-24,67,9.0,,0.09,6.029999999999999
2018-10-25,27,9.0,,0.09,2.4299999999999997
2018-10-26,37,9.0,,0.09,3.33
2018-10-27,35,9.0,,0.09,3.15
2018-10-28,29,12.0,False,0.12,3.48
2018-10-29,72,12.0,,0.12,8.64
2018-10-30,92,12.0,,0.12,11.04
2018-10-31,68,12.0,,0.12,8.16
2018-11-01,34,12.0,,0.12,4.08
2018-11-02,32,12.0,,0.12,3.84
2018-11-03,29,12.0,,0.12,3.48
2018-11-04,35,11.0,False,0.11,3.85
2018-11-05,33,11.0,,0.11,3.63
2018-11-06,40,11.0,,0.11,4.4
2018-11-07,38,11.0,,0.11,4.18
2018-11-08,27,11.0,,0.11,2.97
2018-11-09,46,11.0,,0.11,5.06
2018-11-10,20,11.0,,0.11,2.2
2018-11-11,30,15.0,False,0.15,4.5
2018-11-12,37,15.0,,0.15,5.55
2018-11-13,39,15.0,,0.15,5.85
2018-11-14,65,15.0,,0.15,9.75
2018-11-15,93,15.0,,0.15,13.95
2018-11-16,47,15.0,,0.15,7.05
2018-11-17,43,15.0,,0.15,6.45
2018-11-18,34,19.0,False,0.19,6.46
2018-11-19,83,19.0,,0.19,15.77
2018-11-20,100,19.0,,0.19,19.0
2018-11-21,62,19.0,,0.19,11.78
2018-11-22,49,19.0,,0.19,9.31
2018-11-23,57,19.0,,0.19,10.83
2018-11-24,44,19.0,,0.19,8.36
2018-11-25,99,20.0,False,0.2,19.8
2018-11-26,85,20.0,,0.2,17.0
2018-11-27,71,20.0,,0.2,14.200000000000001
2018-11-28,62,20.0,,0.2,12.4
2018-11-29,43,20.0,,0.2,8.6
2018-11-30,25,20.0,,0.2,5.0
2018-12-01,41,20.0,,0.2,8.200000000000001
2018-12-02,56,15.0,False,0.15,8.4
2018-12-03,100,15.0,,0.15,15.0
2018-12-04,68,15.0,,0.15,10.2
2018-12-05,71,15.0,,0.15,10.65
2018-12-06,80,15.0,,0.15,12.0
2018-12-07,91,15.0,,0.15,13.65
2018-12-08,80,15.0,,0.15,12.0
2018-12-09,69,14.0,False,0.14,9.66
2018-12-10,76,14.0,,0.14,10.64
2018-12-11,54,14.0,,0.14,7.5600000000000005
2018-12-12,44,14.0,,0.14,6.16
2018-12-13,68,14.0,,0.14,9.520000000000001
2018-12-14,58,14.0,,0.14,8.120000000000001
2018-12-15,68,14.0,,0.14,9.520000000000001
2018-12-16,63,15.0,False,0.15,9.45
2018-12-17,87,15.0,,0.15,13.049999999999999
2018-12-18,80,15.0,,0.15,12.0
2018-12-19,85,15.0,,0.15,12.75
2018-12-20,82,15.0,,0.15,12.299999999999999
2018-12-21,61,15.0,,0.15,9.15
2018-12-22,65,15.0,,0.15,9.75
2018-12-23,62,12.0,False,0.12,7.4399999999999995
2018-12-24,83,12.0,,0.12,9.959999999999999
2018-12-25,60,12.0,,0.12,7.199999999999999
2018-12-26,69,12.0,,0.12,8.28
2018-12-27,71,12.0,,0.12,8.52
2018-12-28,91,12.0,,0.12,10.92
2018-12-29,68,12.0,,0.12,8.16
2018-12-30,51,10.0,False,0.1,5.1000000000000005
2018-12-31,63,10.0,,0.1,6.300000000000001
2019-01-01,63,10.0,,0.1,6.300000000000001
2019-01-02,38,10.0,,0.1,3.8000000000000003
2019-01-03,61,10.0,,0.1,6.1000000000000005
2019-01-04,33,10.0,,0.1,3.3000000000000003
2019-01-05,14,10.0,,0.1,1.4000000000000001
2019-01-06,54,13.0,False,0.13,7.0200000000000005
2019-01-07,64,13.0,,0.13,8.32
2019-01-08,51,13.0,,0.13,6.63
2019-01-09,48,13.0,,0.13,6.24
2019-01-10,100,13.0,,0.13,13.0
2019-01-11,70,13.0,,0.13,9.1
2019-01-12,54,13.0,,0.13,7.0200000000000005
2019-01-13,75,11.0,False,0.11,8.25
2019-01-14,74,11.0,,0.11,8.14
2019-01-15,62,11.0,,0.11,6.82
2019-01-16,75,11.0,,0.11,8.25
2019-01-17,79,11.0,,0.11,8.69
2019-01-18,53,11.0,,0.11,5.83
2019-01-19,49,11.0,,0.11,5.39
2019-01-20,30,9.0,False,0.09,2.6999999999999997
2019-01-21,51,9.0,,0.09,4.59
2019-01-22,50,9.0,,0.09,4.5
2019-01-23,42,9.0,,0.09,3.78
2019-01-24,43,9.0,,0.09,3.8699999999999997
2019-01-25,44,9.0,,0.09,3.96
2019-01-26,36,9.0,,0.09,3.2399999999999998
2019-01-27,39,9.0,False,0.09,3.51
2019-01-28,74,9.0,,0.09,6.66
2019-01-29,39,9.0,,0.09,3.51
2019-01-30,55,9.0,,0.09,4.95
2019-01-31,63,9.0,,0.09,5.67
2019-02-01,38,9.0,,0.09,3.42
2019-02-02,23,9.0,,0.09,2.07
2019-02-03,41,14.0,False,0.14,5.74
2019-02-04,69,14.0,,0.14,9.66
2019-02-05,61,14.0,,0.14,8.540000000000001
2019-02-06,80,14.0,,0.14,11.200000000000001
2019-02-07,60,14.0,,0.14,8.4
2019-02-08,67,14.0,,0.14,9.38
2019-02-09,46,14.0,,0.14,6.44
2019-02-10,45,8.0,False,0.08,3.6
2019-02-11,51,8.0,,0.08,4.08
2019-02-12,20,8.0,,0.08,1.6
2019-02-13,40,8.0,,0.08,3.2
2019-02-14,53,8.0,,0.08,4.24
2019-02-15,30,8.0,,0.08,2.4
2019-02-16,37,8.0,,0.08,2.96
2019-02-17,61,11.0,False,0.11,6.71
2019-02-18,86,11.0,,0.11,9.46
2019-02-19,100,11.0,,0.11,11.0
2019-02-20,52,11.0,,0.11,5.72
2019-02-21,57,11.0,,0.11,6.2700000000000005
2019-02-22,42,11.0,,0.11,4.62
2019-02-23,93,11.0,,0.11,10.23
2019-02-24,55,9.0,False,0.09,4.95
2019-02-25,60,9.0,,0.09,5.3999999999999995
2019-02-26,20,9.0,,0.09,1.7999999999999998
2019-02-27,63,9.0,,0.09,5.67
2019-02-28,37,9.0,,0.09,3.33
2019-03-01,73,9.0,,0.09,6.569999999999999
2019-03-02,57,9.0,,0.09,5.13
2019-03-03,34,9.0,False,0.09,3.06
2019-03-04,81,9.0,,0.09,7.29
2019-03-05,86,9.0,,0.09,7.739999999999999
2019-03-06,68,9.0,,0.09,6.12
2019-03-07,56,9.0,,0.09,5.04
2019-03-08,63,9.0,,0.09,5.67
2019-03-09,70,9.0,,0.09,6.3
2019-03-10,28,7.0,False,0.07,1.9600000000000002
2019-03-11,45,7.0,,0.07,3.1500000000000004
2019-03-12,50,7.0,,0.07,3.5000000000000004
2019-03-13,69,7.0,,0.07,4.83
2019-03-14,55,7.0,,0.07,3.8500000000000005
2019-03-15,62,7.0,,0.07,4.340000000000001
2019-03-16,75,7.0,,0.07,5.250000000000001
2019-03-17,63,8.0,False,0.08,5.04
2019-03-18,86,8.0,,0.08,6.88
2019-03-19,38,8.0,,0.08,3.04
2019-03-20,81,8.0,,0.08,6.48
2019-03-21,94,8.0,,0.08,7.5200000000000005
2019-03-22,68,8.0,,0.08,5.44
2019-03-23,35,8.0,,0.08,2.8000000000000003
2019-03-24,63,9.0,False,0.09,5.67
2019-03-25,46,9.0,,0.09,4.14
2019-03-26,45,9.0,,0.09,4.05
2019-03-27,51,9.0,,0.09,4.59
2019-03-28,41,9.0,,0.09,3.69
2019-03-29,38,9.0,,0.09,3.42
2019-03-30,100,9.0,,0.09,9.0
2019-03-31,17,17.0,False,0.17,2.89
2019-04-01,44,17.0,,0.17,7.48
2019-04-02,100,17.0,,0.17,17.0
2019-04-03,73,17.0,,0.17,12.41
2019-04-04,53,17.0,,0.17,9.01
2019-04-05,46,17.0,,0.17,7.82
2019-04-06,49,17.0,,0.17,8.33
2019-04-07,37,11.0,False,0.11,4.07
2019-04-08,61,11.0,,0.11,6.71
2019-04-09,46,11.0,,0.11,5.06
2019-04-10,46,11.0,,0.11,5.06
2019-04-11,59,11.0,,0.11,6.49
2019-04-12,31,11.0,,0.11,3.41
2019-04-13,38,11.0,,0.11,4.18
2019-04-14,10,8.0,False,0.08,0.8
2019-04-15,44,8.0,,0.08,3.52
2019-04-16,44,8.0,,0.08,3.52
2019-04-17,37,8.0,,0.08,2.96
2019-04-18,31,8.0,,0.08,2.48
2019-04-19,20,8.0,,0.08,1.6
2019-04-20,11,8.0,,0.08,0.88
2019-04-21,21,9.0,False,0.09,1.89
2019-04-22,59,9.0,,0.09,5.31
2019-04-23,53,9.0,,0.09,4.77
2019-04-24,47,9.0,,0.09,4.2299999999999995
2019-04-25,36,9.0,,0.09,3.2399999999999998
2019-04-26,46,9.0,,0.09,4.14
2019-04-27,43,9.0,,0.09,3.8699999999999997
2019-04-28,29,9.0,False,0.09,2.61
2019-04-29,40,9.0,,0.09,3.5999999999999996
2019-04-30,23,9.0,,0.09,2.07
2019-05-01,45,9.0,,0.09,4.05
2019-05-02,32,9.0,,0.09,2.88
2019-05-03,36,9.0,,0.09,3.2399999999999998
2019-05-04,25,9.0,,0.09,2.25
2019-05-05,17,12.0,False,0.12,2.04
2019-05-06,22,12.0,,0.12,2.6399999999999997
2019-05-07,20,12.0,,0.12,2.4
2019-05-08,35,12.0,,0.12,4.2
2019-05-09,28,12.0,,0.12,3.36
2019-05-10,45,12.0,,0.12,5.3999999999999995
2019-05-11,76,12.0,,0.12,9.12
2019-05-12,100,23.0,False,0.23,23.0
2019-05-13,67,23.0,,0.23,15.41
2019-05-14,94,23.0,,0.23,21.62
2019-05-15,80,23.0,,0.23,18.400000000000002
2019-05-16,65,23.0,,0.23,14.950000000000001
2019-05-17,42,23.0,,0.23,9.66
2019-05-18,78,23.0,,0.23,17.94
2019-05-19,68,16.0,False,0.16,10.88
2019-05-20,57,16.0,,0.16,9.120000000000001
2019-05-21,71,16.0,,0.16,11.36
2019-05-22,49,16.0,,0.16,7.84
2019-05-23,36,16.0,,0.16,5.76
2019-05-24,31,16.0,,0.16,4.96
2019-05-25,38,16.0,,0.16,6.08
2019-05-26,51,19.0,False,0.19,9.69
2019-05-27,58,19.0,,0.19,11.02
2019-05-28,70,19.0,,0.19,13.3
2019-05-29,65,19.0,,0.19,12.35
2019-05-30,52,19.0,,0.19,9.88
2019-05-31,46,19.0,,0.19,8.74
2019-06-01,30,19.0,,0.19,5.7
2019-06-02,37,16.0,False,0.16,5.92
2019-06-03,26,16.0,,0.16,4.16
2019-06-04,72,16.0,,0.16,11.52
2019-06-05,28,16.0,,0.16,4.48
2019-06-06,39,16.0,,0.16,6.24
2019-06-07,25,16.0,,0.16,4.0
2019-06-08,36,16.0,,0.16,5.76
2019-06-09,32,12.0,False,0.12,3.84
2019-06-10,33,12.0,,0.12,3.96
2019-06-11,29,12.0,,0.12,3.48
2019-06-12,47,12.0,,0.12,5.64
2019-06-13,35,12.0,,0.12,4.2
2019-06-14,33,12.0,,0.12,3.96
2019-06-15,45,12.0,,0.12,5.3999999999999995
2019-06-16,65,21.0,False,0.21,13.65
2019-06-17,34,21.0,,0.21,7.14
2019-06-18,47,21.0,,0.21,9.87
2019-06-19,33,21.0,,0.21,6.93
2019-06-20,27,21.0,,0.21,5.67
2019-06-21,55,21.0,,0.21,11.549999999999999
2019-06-22,100,21.0,,0.21,21.0
2019-06-23,45,23.0,False,0.23,10.35
2019-06-24,45,23.0,,0.23,10.35
2019-06-25,58,23.0,,0.23,13.34
2019-06-26,89,23.0,,0.23,20.470000000000002
2019-06-27,79,23.0,,0.23,18.17
2019-06-28,73,23.0,,0.23,16.79
2019-06-29,39,23.0,,0.23,8.97
2019-06-30,41,18.0,False,0.18,7.38
2019-07-01,75,18.0,,0.18,13.5
2019-07-02,55,18.0,,0.18,9.9
2019-07-03,73,18.0,,0.18,13.139999999999999
2019-07-04,53,18.0,,0.18,9.54
2019-07-05,51,18.0,,0.18,9.18
2019-07-06,37,18.0,,0.18,6.66
2019-07-07,42,15.0,False,0.15,6.3
2019-07-08,46,15.0,,0.15,6.8999999999999995
2019-07-09,45,15.0,,0.15,6.75
2019-07-10,66,15.0,,0.15,9.9
2019-07-11,74,15.0,,0.15,11.1
2019-07-12,86,15.0,,0.15,12.9
2019-07-13,40,15.0,,0.15,6.0
2019-07-14,57,18.0,False,0.18,10.26
2019-07-15,75,18.0,,0.18,13.5
2019-07-16,59,18.0,,0.18,10.62
2019-07-17,100,18.0,,0.18,18.0
2019-07-18,48,18.0,,0.18,8.64
2019-07-19,49,18.0,,0.18,8.82
2019-07-20,54,18.0,,0.18,9.719999999999999
2019-07-21,54,12.0,False,0.12,6.4799999999999995
2019-07-22,46,12.0,,0.12,5.52
2019-07-23,63,12.0,,0.12,7.56
2019-07-24,37,12.0,,0.12,4.4399999999999995
2019-07-25,54,12.0,,0.12,6.4799999999999995
2019-07-26,40,12.0,,0.12,4.8
2019-07-27,50,12.0,,0.12,6.0
2019-07-28,25,11.0,False,0.11,2.75
2019-07-29,28,11.0,,0.11,3.08
2019-07-30,36,11.0,,0.11,3.96
2019-07-31,53,11.0,,0.11,5.83
2019-08-01,58,11.0,,0.11,6.38
2019-08-02,53,11.0,,0.11,5.83
2019-08-03,69,11.0,,0.11,7.59
2019-08-04,57,13.0,False,0.13,7.41
2019-08-05,81,13.0,,0.13,10.530000000000001
2019-08-06,80,13.0,,0.13,10.4
2019-08-07,100,13.0,,0.13,13.0
2019-08-08,81,13.0,,0.13,10.530000000000001
2019-08-09,59,13.0,,0.13,7.67
2019-08-10,53,13.0,,0.13,6.890000000000001
2019-08-11,57,14.0,False,0.14,7.98
2019-08-12,61,14.0,,0.14,8.540000000000001
2019-08-13,60,14.0,,0.14,8.4
2019-08-14,83,14.0,,0.14,11.620000000000001
2019-08-15,85,14.0,,0.14,11.9
2019-08-16,70,14.0,,0.14,9.8
2019-08-17,82,14.0,,0.14,11.48
2019-08-18,47,13.0,False,0.13,6.11
2019-08-19,59,13.0,,0.13,7.67
2019-08-20,56,13.0,,0.13,7.28
2019-08-21,63,13.0,,0.13,8.19
2019-08-22,41,13.0,,0.13,5.33
2019-08-23,59,13.0,,0.13,7.67
2019-08-24,68,13.0,,0.13,8.84
2019-08-25,22,11.0,False,0.11,2.42
2019-08-26,33,11.0,,0.11,3.63
2019-08-27,51,11.0,,0.11,5.61
2019-08-28,77,11.0,,0.11,8.47
2019-08-29,73,11.0,,0.11,8.03
2019-08-30,33,11.0,,0.11,3.63
2019-08-31,54,11.0,,0.11,5.94
2019-09-01,28,12.0,False,0.12,3.36
2019-09-02,54,12.0,,0.12,6.4799999999999995
2019-09-03,51,12.0,,0.12,6.12
2019-09-04,55,12.0,,0.12,6.6
2019-09-05,33,12.0,,0.12,3.96
2019-09-06,41,12.0,,0.12,4.92
2019-09-07,24,12.0,,0.12,2.88
2019-09-08,45,8.0,False,0.08,3.6
2019-09-09,18,8.0,,0.08,1.44
2019-09-10,30,8.0,,0.08,2.4
2019-09-11,51,8.0,,0.08,4.08
2019-09-12,21,8.0,,0.08,1.68
2019-09-13,44,8.0,,0.08,3.52
2019-09-14,28,8.0,,0.08,2.24
2019-09-15,27,9.0,False,0.09,2.4299999999999997
2019-09-16,33,9.0,,0.09,2.9699999999999998
2019-09-17,18,9.0,,0.09,1.6199999999999999
2019-09-18,30,9.0,,0.09,2.6999999999999997
2019-09-19,49,9.0,,0.09,4.41
2019-09-20,32,9.0,,0.09,2.88
2019-09-21,41,9.0,,0.09,3.69
2019-09-22,37,14.0,False,0.14,5.180000000000001
2019-09-23,67,14.0,,0.14,9.38
2019-09-24,71,14.0,,0.14,9.940000000000001
2019-09-25,100,14.0,,0.14,14.000000000000002
2019-09-26,57,14.0,,0.14,7.98
2019-09-27,60,14.0,,0.14,8.4
2019-09-28,42,14.0,,0.14,5.880000000000001
2019-09-29,24,10.0,False,0.1,2.4000000000000004
2019-09-30,27,10.0,,0.1,2.7
2019-10-01,68,10.0,,0.1,6.800000000000001
2019-10-02,25,10.0,,0.1,2.5
