date,bitcoin price usd_unscaled,bitcoin price usd_monthly,isPartial,scale,bitcoin price usd
2019-09-27,61,11.0,,0.11,6.71
2019-09-28,69,11.0,,0.11,7.59
2019-09-29,39,8.0,False,0.08,3.12
2019-09-30,80,8.0,,0.08,6.4
2019-10-01,54,8.0,,0.08,4.32
2019-10-02,44,8.0,,0.08,3.52
2019-10-03,61,8.0,,0.08,4.88
2019-10-04,76,8.0,,0.08,6.08
2019-10-05,51,8.0,,0.08,4.08
2019-10-06,43,7.0,False,0.07,3.0100000000000002
2019-10-07,59,7.0,,0.07,4.130000000000001
2019-10-08,59,7.0,,0.07,4.130000000000001
2019-10-09,69,7.0,,0.07,4.83
2019-10-10,85,7.0,,0.07,5.95
2019-10-11,57,7.0,,0.07,3.99
2019-10-12,43,7.0,,0.07,3.0100000000000002
2019-10-13,45,8.0,False,0.08,3.6
2019-10-14,57,8.0,,0.08,4.5600000000000005
2019-10-15,65,8.0,,0.08,5.2
2019-10-16,23,8.0,,0.08,1.84
2019-10-17,52,8.0,,0.08,4.16
2019-10-18,66,8.0,,0.08,5.28
2019-10-19,51,8.0,,0.08,4.08
2019-10-20,37,9.0,False,0.09,3.33
2019-10-21,34,9.0,,0.09,3.06
2019-10-22,29,9.0,,0.09,2.61
2019-10-23,49,9.0,,0.09,4.41
2019-10-24,46,9.0,,0.09,4.14
2019-10-25,69,9.0,,0.09,6.21
2019-10-26,97,9.0,,0.09,8.73
2019-10-27,91,9.0,False,0.09,8.19
2019-10-28,100,9.0,,0.09,9.0
2019-10-29,73,9.0,,0.09,6.569999999999999
2019-10-30,63,9.0,,0.09,5.67
2019-10-31,67,9.0,,0.09,6.029999999999999
2019-11-01,96,9.0,,0.09,8.64
2019-11-02,61,9.0,,0.09,5.49
2019-11-03,58,8.0,False,0.08,4.64
2019-11-04,75,8.0,,0.08,6.0
2019-11-05,49,8.0,,0.08,3.92
2019-11-06,79,8.0,,0.08,6.32
2019-11-07,66,8.0,,0.08,5.28
2019-11-08,65,8.0,,0.08,5.2
2019-11-09,61,8.0,,0.08,4.88
2019-11-10,54,5.0,False,0.05,2.7
2019-11-11,48,5.0,,0.05,2.4000000000000004
2019-11-12,57,5.0,,0.05,2.85
2019-11-13,43,5.0,,0.05,2.15
2019-11-14,20,5.0,,0.05,1.0
2019-11-15,57,5.0,,0.05,2.85
2019-11-16,53,5.0,,0.05,2.6500000000000004
2019-11-17,45,8.0,False,0.08,3.6
2019-11-18,29,8.0,,0.08,2.32
2019-11-19,84,8.0,,0.08,6.72
2019-11-20,55,8.0,,0.08,4.4
2019-11-21,70,8.0,,0.08,5.6000000000000005
2019-11-22,63,8.0,,0.08,5.04
2019-11-23,94,8.0,,0.08,7.5200000000000005
2019-11-24,70,10.0,False,0.1,7.0
2019-11-25,79,10.0,,0.1,7.9
2019-11-26,100,10.0,,0.1,10.0
2019-11-27,75,10.0,,0.1,7.5
2019-11-28,76,10.0,,0.1,7.6000000000000005
2019-11-29,71,10.0,,0.1,7.1000000000000005
2019-11-30,67,10.0,,0.1,6.7
2019-12-01,90,6.0,False,0.06,5.3999999999999995
2019-12-02,77,6.0,,0.06,4.62
2019-12-03,78,6.0,,0.06,4.68
2019-12-04,85,6.0,,0.06,5.1
2019-12-05,68,6.0,,0.06,4.08
2019-12-06,70,6.0,,0.06,4.2
2019-12-07,83,6.0,,0.06,4.9799999999999995
2019-12-08,69,7.0,False,0.07,4.83
2019-12-09,45,7.0,,0.07,3.1500000000000004
2019-12-10,96,7.0,,0.07,6.720000000000001
2019-12-11,82,7.0,,0.07,5.74
2019-12-12,61,7.0,,0.07,4.2700000000000005
2019-12-13,62,7.0,,0.07,4.340000000000001
2019-12-14,63,7.0,,0.07,4.41
2019-12-15,84,6.0,False,0.06,5.04
2019-12-16,78,6.0,,0.06,4.68
2019-12-17,87,6.0,,0.06,5.22
2019-12-18,78,6.0,,0.06,4.68
2019-12-19,78,6.0,,0.06,4.68
2019-12-20,89,6.0,,0.06,5.34
2019-12-21,77,6.0,,0.06,4.62
2019-12-22,69,6.0,False,0.06,4.14
2019-12-23,100,6.0,,0.06,6.0
2019-12-24,82,6.0,,0.06,4.92
2019-12-25,66,6.0,,0.06,3.96
2019-12-26,78,6.0,,0.06,4.68
2019-12-27,69,6.0,,0.06,4.14
2019-12-28,65,6.0,,0.06,3.9
2019-12-29,64,6.0,False,0.06,3.84
2019-12-30,86,6.0,,0.06,5.16
2019-12-31,47,6.0,,0.06,2.82
2020-01-01,60,6.0,,0.06,3.5999999999999996
2020-01-02,65,6.0,,0.06,3.9
2020-01-03,56,6.0,,0.06,3.36
2020-01-04,40,6.0,,0.06,2.4
2020-01-05,47,9.0,False,0.09,4.2299999999999995
2020-01-06,52,9.0,,0.09,4.68
2020-01-07,64,9.0,,0.09,5.76
2020-01-08,100,9.0,,0.09,9.0
2020-01-09,71,9.0,,0.09,6.39
2020-01-10,62,9.0,,0.09,5.58
2020-01-11,63,9.0,,0.09,5.67
2020-01-12,65,8.0,False,0.08,5.2
2020-01-13,52,8.0,,0.08,4.16
2020-01-14,70,8.0,,0.08,5.6000000000000005
2020-01-15,68,8.0,,0.08,5.44
2020-01-16,74,8.0,,0.08,5.92
2020-01-17,83,8.0,,0.08,6.640000000000001
2020-01-18,88,8.0,,0.08,7.04
2020-01-19,72,7.0,False,0.07,5.040000000000001
2020-01-20,52,7.0,,0.07,3.6400000000000006
2020-01-21,73,7.0,,0.07,5.11
2020-01-22,51,7.0,,0.07,3.5700000000000003
2020-01-23,63,7.0,,0.07,4.41
2020-01-24,58,7.0,,0.07,4.0600000000000005
2020-01-25,49,7.0,,0.07,3.43
2020-01-26,51,10.0,False,0.1,5.1000000000000005
2020-01-27,56,10.0,,0.1,5.6000000000000005
2020-01-28,84,10.0,,0.1,8.4
2020-01-29,80,10.0,,0.1,8.0
2020-01-30,67,10.0,,0.1,6.7
2020-01-31,96,10.0,,0.1,9.600000000000001
2020-02-01,54,10.0,,0.1,5.4
2020-02-02,46,9.0,False,0.09,4.14
2020-02-03,55,9.0,,0.09,4.95
2020-02-04,42,9.0,,0.09,3.78
2020-02-05,48,9.0,,0.09,4.32
2020-02-06,59,9.0,,0.09,5.31
2020-02-07,70,9.0,,0.09,6.3
2020-02-08,49,9.0,,0.09,4.41
2020-02-09,54,12.0,False,0.12,6.4799999999999995
2020-02-10,56,12.0,,0.12,6.72
2020-02-11,67,12.0,,0.12,8.04
2020-02-12,79,12.0,,0.12,9.48
2020-02-13,73,12.0,,0.12,8.76
2020-02-14,51,12.0,,0.12,6.12
2020-02-15,67,12.0,,0.12,8.04
2020-02-16,63,10.0,False,0.1,6.300000000000001
2020-02-17,55,10.0,,0.1,5.5
2020-02-18,59,10.0,,0.1,5.9
2020-02-19,71,10.0,,0.1,7.1000000000000005
2020-02-20,62,10.0,,0.1,6.2
2020-02-21,38,10.0,,0.1,3.8000000000000003
2020-02-22,41,10.0,,0.1,4.1000000000000005
2020-02-23,52,9.0,False,0.09,4.68
2020-02-24,100,9.0,,0.09,9.0
2020-02-25,67,9.0,,0.09,6.029999999999999
2020-02-26,63,9.0,,0.09,5.67
2020-02-27,48,9.0,,0.09,4.32
2020-02-28,61,9.0,,0.09,5.49
2020-02-29,58,9.0,,0.09,5.22
2020-03-01,46,7.0,False,0.07,3.22
2020-03-02,24,7.0,,0.07,1.6800000000000002
2020-03-03,24,7.0,,0.07,1.6800000000000002
2020-03-04,33,7.0,,0.07,2.31
2020-03-05,26,7.0,,0.07,1.8200000000000003
2020-03-06,43,7.0,,0.07,3.0100000000000002
2020-03-07,25,7.0,,0.07,1.7500000000000002
2020-03-08,24,14.0,False,0.14,3.3600000000000003
2020-03-09,57,14.0,,0.14,7.98
2020-03-10,46,14.0,,0.14,6.44
2020-03-11,44,14.0,,0.14,6.16
2020-03-12,80,14.0,,0.14,11.200000000000001
2020-03-13,100,14.0,,0.14,14.000000000000002
2020-03-14,66,14.0,,0.14,9.24
2020-03-15,78,16.0,False,0.16,12.48
2020-03-16,74,16.0,,0.16,11.84
2020-03-17,75,16.0,,0.16,12.0
2020-03-18,58,16.0,,0.16,9.28
2020-03-19,81,16.0,,0.16,12.96
2020-03-20,72,16.0,,0.16,11.52
2020-03-21,54,16.0,,0.16,8.64
2020-03-22,63,13.0,False,0.13,8.19
2020-03-23,66,13.0,,0.13,8.58
2020-03-24,63,13.0,,0.13,8.19
2020-03-25,65,13.0,,0.13,8.450000000000001
2020-03-26,40,13.0,,0.13,5.2
2020-03-27,40,13.0,,0.13,5.2
2020-03-28,50,13.0,,0.13,6.5
2020-03-29,51,10.0,False,0.1,5.1000000000000005
2020-03-30,35,10.0,,0.1,3.5
2020-03-31,39,10.0,,0.1,3.9000000000000004
2020-04-01,65,10.0,,0.1,6.5
2020-04-02,71,10.0,,0.1,7.1000000000000005
2020-04-03,72,10.0,,0.1,7.2
2020-04-04,46,10.0,,0.1,4.6000000000000005
2020-04-05,50,10.0,False,0.1,5.0
2020-04-06,70,10.0,,0.1,7.0
2020-04-07,75,10.0,,0.1,7.5
2020-04-08,54,10.0,,0.1,5.4
2020-04-09,81,10.0,,0.1,8.1
2020-04-10,65,10.0,,0.1,6.5
2020-04-11,64,10.0,,0.1,6.4
2020-04-12,45,9.0,False,0.09,4.05
2020-04-13,49,9.0,,0.09,4.41
2020-04-14,70,9.0,,0.09,6.3
2020-04-15,46,9.0,,0.09,4.14
2020-04-16,61,9.0,,0.09,5.49
2020-04-17,57,9.0,,0.09,5.13
2020-04-18,48,9.0,,0.09,4.32
2020-04-19,46,9.0,False,0.09,4.14
2020-04-20,43,9.0,,0.09,3.8699999999999997
2020-04-21,67,9.0,,0.09,6.029999999999999
2020-04-22,63,9.0,,0.09,5.67
2020-04-23,45,9.0,,0.09,4.05
2020-04-24,64,9.0,,0.09,5.76
2020-04-25,56,9.0,,0.09,5.04
2020-04-26,66,11.0,False,0.11,7.26
2020-04-27,60,11.0,,0.11,6.6
2020-04-28,65,11.0,,0.11,7.15
2020-04-29,79,11.0,,0.11,8.69
2020-04-30,100,11.0,,0.11,11.0
2020-05-01,59,11.0,,0.11,6.49
2020-05-02,67,11.0,,0.11,7.37
2020-05-03,55,12.0,False,0.12,6.6
2020-05-04,39,12.0,,0.12,4.68
2020-05-05,57,12.0,,0.12,6.84
2020-05-06,60,12.0,,0.12,7.199999999999999
2020-05-07,73,12.0,,0.12,8.76
2020-05-08,82,12.0,,0.12,9.84
2020-05-09,78,12.0,,0.12,9.36
2020-05-10,94,16.0,False,0.16,15.040000000000001
2020-05-11,89,16.0,,0.16,14.24
2020-05-12,90,16.0,,0.16,14.4
2020-05-13,89,16.0,,0.16,14.24
2020-05-14,100,16.0,,0.16,16.0
2020-05-15,74,16.0,,0.16,11.84
2020-05-16,76,16.0,,0.16,12.16
2020-05-17,80,11.0,False,0.11,8.8
2020-05-18,88,11.0,,0.11,9.68
2020-05-19,70,11.0,,0.11,7.7
2020-05-20,53,11.0,,0.11,5.83
2020-05-21,98,11.0,,0.11,10.78
2020-05-22,70,11.0,,0.11,7.7
2020-05-23,38,11.0,,0.11,4.18
2020-05-24,55,10.0,False,0.1,5.5
2020-05-25,83,10.0,,0.1,8.3
2020-05-26,70,10.0,,0.1,7.0
2020-05-27,54,10.0,,0.1,5.4
2020-05-28,56,10.0,,0.1,5.6000000000000005
2020-05-29,69,10.0,,0.1,6.9
2020-05-30,44,10.0,,0.1,4.4
2020-05-31,59,10.0,False,0.1,5.9
2020-06-01,65,10.0,,0.1,6.5
2020-06-02,100,10.0,,0.1,10.0
2020-06-03,64,10.0,,0.1,6.4
2020-06-04,83,10.0,,0.1,8.3
2020-06-05,64,10.0,,0.1,6.4
2020-06-06,55,10.0,,0.1,5.5
2020-06-07,47,9.0,False,0.09,4.2299999999999995
2020-06-08,57,9.0,,0.09,5.13
2020-06-09,53,9.0,,0.09,4.77
2020-06-10,60,9.0,,0.09,5.3999999999999995
2020-06-11,48,9.0,,0.09,4.32
2020-06-12,79,9.0,,0.09,7.109999999999999
2020-06-13,62,9.0,,0.09,5.58
2020-06-14,48,8.0,False,0.08,3.84
2020-06-15,59,8.0,,0.08,4.72
2020-06-16,45,8.0,,0.08,3.6
2020-06-17,39,8.0,,0.08,3.12
2020-06-18,47,8.0,,0.08,3.7600000000000002
2020-06-19,38,8.0,,0.08,3.04
2020-06-20,34,8.0,,0.08,2.72
2020-06-21,63,7.0,False,0.07,4.41
2020-06-22,45,7.0,,0.07,3.1500000000000004
2020-06-23,62,7.0,,0.07,4.340000000000001
2020-06-24,50,7.0,,0.07,3.5000000000000004
2020-06-25,59,7.0,,0.07,4.130000000000001
2020-06-26,39,7.0,,0.07,2.7300000000000004
2020-06-27,51,7.0,,0.07,3.5700000000000003
2020-06-28,42,8.0,False,0.08,3.36
2020-06-29,49,8.0,,0.08,3.92
2020-06-30,51,8.0,,0.08,4.08
2020-07-01,39,8.0,,0.08,3.12
2020-07-02,48,8.0,,0.08,3.84
2020-07-03,56,8.0,,0.08,4.48
2020-07-04,43,8.0,,0.08,3.44
2020-07-05,38,6.0,False,0.06,2.28
2020-07-06,37,6.0,,0.06,2.2199999999999998
2020-07-07,29,6.0,,0.06,1.74
2020-07-08,43,6.0,,0.06,2.58
2020-07-09,32,6.0,,0.06,1.92
2020-07-10,26,6.0,,0.06,1.56
2020-07-11,23,6.0,,0.06,1.38
2020-07-12,35,6.0,False,0.06,2.1
2020-07-13,27,6.0,,0.06,1.6199999999999999
2020-07-14,35,6.0,,0.06,2.1
2020-07-15,34,6.0,,0.06,2.04
2020-07-16,34,6.0,,0.06,2.04
2020-07-17,34,6.0,,0.06,2.04
2020-07-18,33,6.0,,0.06,1.98
2020-07-19,33,7.0,False,0.07,2.31
2020-07-20,27,7.0,,0.07,1.8900000000000001
2020-07-21,26,7.0,,0.07,1.8200000000000003
2020-07-22,41,7.0,,0.07,2.87
2020-07-23,46,7.0,,0.07,3.22
2020-07-24,28,7.0,,0.07,1.9600000000000002
2020-07-25,50,7.0,,0.07,3.5000000000000004
2020-07-26,56,15.0,False,0.15,8.4
2020-07-27,84,15.0,,0.15,12.6
2020-07-28,96,15.0,,0.15,14.399999999999999
2020-07-29,82,15.0,,0.15,12.299999999999999
2020-07-30,100,15.0,,0.15,15.0
2020-07-31,92,15.0,,0.15,13.799999999999999
2020-08-01,85,15.0,,0.15,12.75
2020-08-02,86,13.0,False,0.13,11.18
2020-08-03,89,13.0,,0.13,11.57
2020-08-04,65,13.0,,0.13,8.450000000000001
2020-08-05,78,13.0,,0.13,10.14
2020-08-06,75,13.0,,0.13,9.75
2020-08-07,67,13.0,,0.13,8.71
2020-08-08,65,13.0,,0.13,8.450000000000001
2020-08-09,52,11.0,False,0.11,5.72
2020-08-10,88,11.0,,0.11,9.68
2020-08-11,79,11.0,,0.11,8.69
2020-08-12,61,11.0,,0.11,6.71
2020-08-13,56,11.0,,0.11,6.16
2020-08-14,75,11.0,,0.11,8.25
2020-08-15,48,11.0,,0.11,5.28
2020-08-16,65,11.0,False,0.11,7.15
2020-08-17,76,11.0,,0.11,8.36
2020-08-18,100,11.0,,0.11,11.0
2020-08-19,75,11.0,,0.11,8.25
2020-08-20,76,11.0,,0.11,8.36
2020-08-21,67,11.0,,0.11,7.37
2020-08-22,53,11.0,,0.11,5.83
2020-08-23,36,8.0,False,0.08,2.88
2020-08-24,58,8.0,,0.08,4.64
2020-08-25,45,8.0,,0.08,3.6
2020-08-26,31,8.0,,0.08,2.48
2020-08-27,35,8.0,,0.08,2.8000000000000003
2020-08-28,55,8.0,,0.08,4.4
2020-08-29,48,8.0,,0.08,3.84
2020-08-30,42,11.0,False,0.11,4.62
2020-08-31,52,11.0,,0.11,5.72
2020-09-01,81,11.0,,0.11,8.91
2020-09-02,55,11.0,,0.11,6.05
2020-09-03,51,11.0,,0.11,5.61
2020-09-04,88,11.0,,0.11,9.68
2020-09-05,74,11.0,,0.11,8.14
2020-09-06,55,8.0,False,0.08,4.4
2020-09-07,80,8.0,,0.08,6.4
2020-09-08,100,8.0,,0.08,8.0
2020-09-09,67,8.0,,0.08,5.36
2020-09-10,46,8.0,,0.08,3.68
2020-09-11,57,8.0,,0.08,4.5600000000000005
2020-09-12,46,8.0,,0.08,3.68
2020-09-13,43,7.0,False,0.07,3.0100000000000002
2020-09-14,48,7.0,,0.07,3.3600000000000003
2020-09-15,65,7.0,,0.07,4.550000000000001
2020-09-16,62,7.0,,0.07,4.340000000000001
2020-09-17,46,7.0,,0.07,3.22
2020-09-18,50,7.0,,0.07,3.5000000000000004
2020-09-19,51,7.0,,0.07,3.5700000000000003
2020-09-20,36,7.0,False,0.07,2.5200000000000005
2020-09-21,73,7.0,,0.07,5.11
2020-09-22,43,7.0,,0.07,3.0100000000000002
2020-09-23,57,7.0,,0.07,3.99
2020-09-24,41,7.0,,0.07,2.87
2020-09-25,56,7.0,,0.07,3.9200000000000004
2020-09-26,37,7.0,,0.07,2.5900000000000003
2020-09-27,61,6.0,False,0.06,3.6599999999999997
2020-09-28,45,6.0,,0.06,2.6999999999999997
2020-09-29,19,6.0,,0.06,1.14
2020-09-30,40,6.0,,0.06,2.4
2020-10-01,20,6.0,,0.06,1.2
2020-10-02,40,6.0,,0.06,2.4
2020-10-03,18,6.0,,0.06,1.08
2020-10-04,23,7.0,False,0.07,1.61
2020-10-05,31,7.0,,0.07,2.1700000000000004
2020-10-06,24,7.0,,0.07,1.6800000000000002
2020-10-07,25,7.0,,0.07,1.7500000000000002
2020-10-08,17,7.0,,0.07,1.1900000000000002
2020-10-09,47,7.0,,0.07,3.2900000000000005
2020-10-10,33,7.0,,0.07,2.31
2020-10-11,41,7.0,False,0.07,2.87
2020-10-12,39,7.0,,0.07,2.7300000000000004
2020-10-13,37,7.0,,0.07,2.5900000000000003
2020-10-14,30,7.0,,0.07,2.1
2020-10-15,41,7.0,,0.07,2.87
2020-10-16,36,7.0,,0.07,2.5200000000000005
2020-10-17,17,7.0,,0.07,1.1900000000000002
2020-10-18,26,11.0,False,0.11,2.86
2020-10-19,37,11.0,,0.11,4.07
2020-10-20,43,11.0,,0.11,4.73
2020-10-21,72,11.0,,0.11,7.92
2020-10-22,84,11.0,,0.11,9.24
2020-10-23,67,11.0,,0.11,7.37
2020-10-24,47,11.0,,0.11,5.17
2020-10-25,63,13.0,False,0.13,8.19
2020-10-26,35,13.0,,0.13,4.55
2020-10-27,100,13.0,,0.13,13.0
2020-10-28,68,13.0,,0.13,8.84
2020-10-29,63,13.0,,0.13,8.19
2020-10-30,46,13.0,,0.13,5.98
2020-10-31,48,13.0,,0.13,6.24
2020-11-01,50,16.0,False,0.16,8.0
2020-11-02,38,16.0,,0.16,6.08
2020-11-03,36,16.0,,0.16,5.76
2020-11-04,45,16.0,,0.16,7.2
2020-11-05,64,16.0,,0.16,10.24
2020-11-06,80,16.0,,0.16,12.8
2020-11-07,56,16.0,,0.16,8.96
2020-11-08,58,18.0,False,0.18,10.44
2020-11-09,57,18.0,,0.18,10.26
2020-11-10,39,18.0,,0.18,7.02
2020-11-11,44,18.0,,0.18,7.92
2020-11-12,50,18.0,,0.18,9.0
2020-11-13,59,18.0,,0.18,10.62
2020-11-14,56,18.0,,0.18,10.08
2020-11-15,45,22.0,False,0.22,9.9
2020-11-16,50,22.0,,0.22,11.0
2020-11-17,91,22.0,,0.22,20.02
2020-11-18,97,22.0,,0.22,21.34
2020-11-19,76,22.0,,0.22,16.72
2020-11-20,70,22.0,,0.22,15.4
2020-11-21,80,22.0,,0.22,17.6
2020-11-22,66,23.0,False,0.23,15.180000000000001
2020-11-23,79,23.0,,0.23,18.17
2020-11-24,97,23.0,,0.23,22.310000000000002
2020-11-25,66,23.0,,0.23,15.180000000000001
2020-11-26,89,23.0,,0.23,20.470000000000002
2020-11-27,90,23.0,,0.23,20.7
2020-11-28,65,23.0,,0.23,14.950000000000001
2020-11-29,78,22.0,False,0.22,17.16
2020-11-30,100,22.0,,0.22,22.0
2020-12-01,64,22.0,,0.22,14.08
2020-12-02,36,22.0,,0.22,7.92
2020-12-03,42,22.0,,0.22,9.24
2020-12-04,38,22.0,,0.22,8.36
2020-12-05,36,22.0,,0.22,7.92
2020-12-06,39,18.0,False,0.18,7.02
2020-12-07,37,18.0,,0.18,6.66
2020-12-08,42,18.0,,0.18,7.56
2020-12-09,39,18.0,,0.18,7.02
2020-12-10,26,18.0,,0.18,4.68
2020-12-11,38,18.0,,0.18,6.84
2020-12-12,32,18.0,,0.18,5.76
2020-12-13,31,29.0,False,0.29,8.99
2020-12-14,25,29.0,,0.29,7.249999999999999
2020-12-15,31,29.0,,0.29,8.99
2020-12-16,60,29.0,,0.29,17.4
2020-12-17,98,29.0,,0.29,28.419999999999998
2020-12-18,70,29.0,,0.29,20.299999999999997
2020-12-19,56,29.0,,0.29,16.24
2020-12-20,54,29.0,False,0.29,15.659999999999998
2020-12-21,71,29.0,,0.29,20.59
2020-12-22,44,29.0,,0.29,12.76
2020-12-23,44,29.0,,0.29,12.76
2020-12-24,43,29.0,,0.29,12.469999999999999
2020-12-25,49,29.0,,0.29,14.209999999999999
2020-12-26,65,29.0,,0.29,18.849999999999998
2020-12-27,100,44.0,False,0.44,44.0
2020-12-28,81,44.0,,0.44,35.64
2020-12-29,62,44.0,,0.44,27.28
2020-12-30,69,44.0,,0.44,30.36
2020-12-31,72,44.0,,0.44,31.68
2021-01-01,43,44.0,,0.44,18.92
2021-01-02,66,44.0,,0.44,29.04
2021-01-03,65,66.0,False,0.66,42.9
2021-01-04,57,66.0,,0.66,37.620000000000005
2021-01-05,50,66.0,,0.66,33.0
2021-01-06,53,66.0,,0.66,34.980000000000004
2021-01-07,82,66.0,,0.66,54.120000000000005
2021-01-08,85,66.0,,0.66,56.1
2021-01-09,69,66.0,,0.66,45.54
2021-01-10,51,68.0,False,0.68,34.68
2021-01-11,100,68.0,,0.68,68.0
2021-01-12,79,68.0,,0.68,53.720000000000006
2021-01-13,60,68.0,,0.68,40.800000000000004
2021-01-14,70,68.0,,0.68,47.6
2021-01-15,57,68.0,,0.68,38.760000000000005
2021-01-16,45,68.0,,0.68,30.6
2021-01-17,39,45.0,False,0.45,17.55
2021-01-18,35,45.0,,0.45,15.75
2021-01-19,40,45.0,,0.45,18.0
2021-01-20,40,45.0,,0.45,18.0
2021-01-21,45,45.0,,0.45,20.25
2021-01-22,52,45.0,,0.45,23.400000000000002
2021-01-23,40,45.0,,0.45,18.0
2021-01-24,35,40.0,False,0.4,14.0
2021-01-25,35,40.0,,0.4,14.0
2021-01-26,31,40.0,,0.4,12.4
2021-01-27,33,40.0,,0.4,13.200000000000001
2021-01-28,44,40.0,,0.4,17.6
2021-01-29,51,40.0,,0.4,20.400000000000002
2021-01-30,37,40.0,,0.4,14.8
2021-01-31,31,36.0,False,0.36,11.16
2021-02-01,38,36.0,,0.36,13.68
2021-02-02,30,36.0,,0.36,10.799999999999999
2021-02-03,33,36.0,,0.36,11.879999999999999
2021-02-04,36,36.0,,0.36,12.959999999999999
2021-02-05,27,36.0,,0.36,9.719999999999999
2021-02-06,34,36.0,,0.36,12.24
2021-02-07,39,54.0,False,0.54,21.060000000000002
2021-02-08,53,54.0,,0.54,28.62
2021-02-09,75,54.0,,0.54,40.5
2021-02-10,55,54.0,,0.54,29.700000000000003
2021-02-11,55,54.0,,0.54,29.700000000000003
2021-02-12,49,54.0,,0.54,26.46
2021-02-13,42,54.0,,0.54,22.68
2021-02-14,50,61.0,False,0.61,30.5
2021-02-15,44,61.0,,0.61,26.84
2021-02-16,64,61.0,,0.61,39.04
2021-02-17,72,61.0,,0.61,43.92
2021-02-18,59,61.0,,0.61,35.99
2021-02-19,57,61.0,,0.61,34.769999999999996
2021-02-20,67,61.0,,0.61,40.87
2021-02-21,61,73.0,False,0.73,44.53
2021-02-22,75,73.0,,0.73,54.75
2021-02-23,100,73.0,,0.73,73.0
2021-02-24,73,73.0,,0.73,53.29
2021-02-25,58,73.0,,0.73,42.339999999999996
2021-02-26,66,73.0,,0.73,48.18
2021-02-27,52,73.0,,0.73,37.96
2021-02-28,53,51.0,False,0.51,27.03
2021-03-01,100,51.0,,0.51,51.0
2021-03-02,97,51.0,,0.51,49.47
2021-03-03,89,51.0,,0.51,45.39
2021-03-04,78,51.0,,0.51,39.78
2021-03-05,80,51.0,,0.51,40.8
2021-03-06,66,51.0,,0.51,33.660000000000004
2021-03-07,68,47.0,False,0.47,31.959999999999997
2021-03-08,72,47.0,,0.47,33.839999999999996
2021-03-09,87,47.0,,0.47,40.89
2021-03-10,92,47.0,,0.47,43.239999999999995
2021-03-11,82,47.0,,0.47,38.54
2021-03-12,80,47.0,,0.47,37.599999999999994
2021-03-13,91,47.0,,0.47,42.769999999999996
2021-03-14,97,49.0,False,0.49,47.53
2021-03-15,96,49.0,,0.49,47.04
2021-03-16,81,49.0,,0.49,39.69
2021-03-17,80,49.0,,0.49,39.2
2021-03-18,80,49.0,,0.49,39.2
2021-03-19,62,49.0,,0.49,30.38
2021-03-20,63,49.0,,0.49,30.87
2021-03-21,75,42.0,False,0.42,31.5
2021-03-22,62,42.0,,0.42,26.04
2021-03-23,61,42.0,,0.42,25.619999999999997
2021-03-24,82,42.0,,0.42,34.44
2021-03-25,87,42.0,,0.42,36.54
2021-03-26,73,42.0,,0.42,30.66
2021-03-27,59,42.0,,0.42,24.779999999999998
2021-03-28,65,42.0,False,0.42,27.3
2021-03-29,64,42.0,,0.42,26.88
2021-03-30,64,42.0,,0.42,26.88
2021-03-31,73,42.0,,0.42,30.66
2021-04-01,46,42.0,,0.42,19.32
2021-04-02,42,42.0,,0.42,17.64
2021-04-03,42,42.0,,0.42,17.64
2021-04-04,43,33.0,False,0.33,14.190000000000001
2021-04-05,40,33.0,,0.33,13.200000000000001
2021-04-06,38,33.0,,0.33,12.540000000000001
2021-04-07,41,33.0,,0.33,13.530000000000001
2021-04-08,41,33.0,,0.33,13.530000000000001
2021-04-09,39,33.0,,0.33,12.870000000000001
2021-04-10,47,33.0,,0.33,15.510000000000002
2021-04-11,45,42.0,False,0.42,18.9
2021-04-12,43,42.0,,0.42,18.06
2021-04-13,59,42.0,,0.42,24.779999999999998
2021-04-14,63,42.0,,0.42,26.459999999999997
2021-04-15,43,42.0,,0.42,18.06
2021-04-16,58,42.0,,0.42,24.36
2021-04-17,38,42.0,,0.42,15.959999999999999
2021-04-18,79,59.0,False,0.59,46.61
2021-04-19,70,59.0,,0.59,41.3
2021-04-20,62,59.0,,0.59,36.58
2021-04-21,56,59.0,,0.59,33.04
2021-04-22,52,59.0,,0.59,30.68
2021-04-23,100,59.0,,0.59,59.0
2021-04-24,64,59.0,,0.59,37.76
2021-04-25,59,46.0,False,0.46,27.14
2021-04-26,70,46.0,,0.46,32.2
2021-04-27,72,46.0,,0.46,33.120000000000005
2021-04-28,54,46.0,,0.46,24.84
2021-04-29,47,46.0,,0.46,21.62
2021-04-30,49,46.0,,0.46,22.540000000000003
2021-05-01,24,46.0,,0.46,11.040000000000001
2021-05-02,19,36.0,False,0.36,6.84
2021-05-03,23,36.0,,0.36,8.28
2021-05-04,21,36.0,,0.36,7.56
2021-05-05,24,36.0,,0.36,8.64
2021-05-06,23,36.0,,0.36,8.28
2021-05-07,19,36.0,,0.36,6.84
2021-05-08,19,36.0,,0.36,6.84
2021-05-09,22,46.0,False,0.46,10.120000000000001
2021-05-10,22,46.0,,0.46,10.120000000000001
2021-05-11,23,46.0,,0.46,10.58
2021-05-12,21,46.0,,0.46,9.66
2021-05-13,55,46.0,,0.46,25.3
2021-05-14,37,46.0,,0.46,17.02
2021-05-15,30,46.0,,0.46,13.8
2021-05-16,32,100.0,False,1.0,32.0
2021-05-17,48,100.0,,1.0,48.0
