date,sell bitcoin_unscaled,sell bitcoin_monthly,isPartial,scale,sell bitcoin
2021-01-22,45,24.0,,0.24,10.799999999999999
2021-01-23,27,24.0,,0.24,6.4799999999999995
2021-01-24,19,26.0,False,0.26,4.94
2021-01-25,21,26.0,,0.26,5.46
2021-01-26,11,26.0,,0.26,2.8600000000000003
2021-01-27,24,26.0,,0.26,6.24
2021-01-28,37,26.0,,0.26,9.620000000000001
2021-01-29,63,26.0,,0.26,16.38
2021-01-30,51,26.0,,0.26,13.26
2021-01-31,44,25.0,False,0.25,11.0
2021-02-01,23,25.0,,0.25,5.75
2021-02-02,23,25.0,,0.25,5.75
2021-02-03,69,25.0,,0.25,17.25
2021-02-04,47,25.0,,0.25,11.75
2021-02-05,30,25.0,,0.25,7.5
2021-02-06,38,25.0,,0.25,9.5
2021-02-07,40,30.0,False,0.3,12.0
2021-02-08,59,30.0,,0.3,17.7
2021-02-09,100,30.0,,0.3,30.0
2021-02-10,77,30.0,,0.3,23.099999999999998
2021-02-11,49,30.0,,0.3,14.7
2021-02-12,58,30.0,,0.3,17.4
2021-02-13,48,30.0,,0.3,14.399999999999999
2021-02-14,45,39.0,False,0.39,17.55
2021-02-15,36,39.0,,0.39,14.040000000000001
2021-02-16,46,39.0,,0.39,17.94
2021-02-17,52,39.0,,0.39,20.28
2021-02-18,43,39.0,,0.39,16.77
2021-02-19,84,39.0,,0.39,32.76
2021-02-20,75,39.0,,0.39,29.25
2021-02-21,78,34.0,False,0.34,26.520000000000003
2021-02-22,66,34.0,,0.34,22.44
2021-02-23,72,34.0,,0.34,24.48
2021-02-24,28,34.0,,0.34,9.520000000000001
2021-02-25,37,34.0,,0.34,12.58
2021-02-26,47,34.0,,0.34,15.98
2021-02-27,42,34.0,,0.34,14.280000000000001
2021-02-28,29,19.0,False,0.19,5.51
2021-03-01,75,19.0,,0.19,14.25
2021-03-02,38,19.0,,0.19,7.22
2021-03-03,51,19.0,,0.19,9.69
2021-03-04,66,19.0,,0.19,12.540000000000001
2021-03-05,24,19.0,,0.19,4.5600000000000005
2021-03-06,63,19.0,,0.19,11.97
2021-03-07,37,21.0,False,0.21,7.77
2021-03-08,52,21.0,,0.21,10.92
2021-03-09,56,21.0,,0.21,11.76
2021-03-10,46,21.0,,0.21,9.66
2021-03-11,48,21.0,,0.21,10.08
2021-03-12,63,21.0,,0.21,13.229999999999999
2021-03-13,47,21.0,,0.21,9.87
2021-03-14,35,21.0,False,0.21,7.35
2021-03-15,51,21.0,,0.21,10.709999999999999
2021-03-16,76,21.0,,0.21,15.959999999999999
2021-03-17,51,21.0,,0.21,10.709999999999999
2021-03-18,33,21.0,,0.21,6.93
2021-03-19,53,21.0,,0.21,11.129999999999999
2021-03-20,100,21.0,,0.21,21.0
2021-03-21,37,14.0,False,0.14,5.180000000000001
2021-03-22,56,14.0,,0.14,7.840000000000001
2021-03-23,28,14.0,,0.14,3.9200000000000004
2021-03-24,38,14.0,,0.14,5.32
2021-03-25,53,14.0,,0.14,7.420000000000001
2021-03-26,39,14.0,,0.14,5.460000000000001
2021-03-27,33,14.0,,0.14,4.62
2021-03-28,59,20.0,False,0.2,11.8
2021-03-29,58,20.0,,0.2,11.600000000000001
2021-03-30,54,20.0,,0.2,10.8
2021-03-31,44,20.0,,0.2,8.8
2021-04-01,45,20.0,,0.2,9.0
2021-04-02,53,20.0,,0.2,10.600000000000001
2021-04-03,68,20.0,,0.2,13.600000000000001
2021-04-04,62,16.0,False,0.16,9.92
2021-04-05,27,16.0,,0.16,4.32
2021-04-06,47,16.0,,0.16,7.5200000000000005
2021-04-07,41,16.0,,0.16,6.5600000000000005
2021-04-08,47,16.0,,0.16,7.5200000000000005
2021-04-09,37,16.0,,0.16,5.92
2021-04-10,71,16.0,,0.16,11.36
2021-04-11,52,23.0,False,0.23,11.96
2021-04-12,72,23.0,,0.23,16.560000000000002
2021-04-13,57,23.0,,0.23,13.110000000000001
2021-04-14,68,23.0,,0.23,15.64
2021-04-15,42,23.0,,0.23,9.66
2021-04-16,76,23.0,,0.23,17.48
2021-04-17,95,23.0,,0.23,21.85
2021-04-18,100,19.0,False,0.19,19.0
2021-04-19,57,19.0,,0.19,10.83
2021-04-20,47,19.0,,0.19,8.93
2021-04-21,32,19.0,,0.19,6.08
2021-04-22,58,19.0,,0.19,11.02
2021-04-23,77,19.0,,0.19,14.63
2021-04-24,41,19.0,,0.19,7.79
2021-04-25,52,16.0,False,0.16,8.32
2021-04-26,63,16.0,,0.16,10.08
2021-04-27,78,16.0,,0.16,12.48
2021-04-28,53,16.0,,0.16,8.48
2021-04-29,37,16.0,,0.16,5.92
2021-04-30,59,16.0,,0.16,9.44
2021-05-01,36,16.0,,0.16,5.76
2021-05-02,14,25.0,False,0.25,3.5
2021-05-03,42,25.0,,0.25,10.5
2021-05-04,50,25.0,,0.25,12.5
2021-05-05,44,25.0,,0.25,11.0
2021-05-06,48,25.0,,0.25,12.0
2021-05-07,37,25.0,,0.25,9.25
2021-05-08,72,25.0,,0.25,18.0
2021-05-09,73,27.0,False,0.27,19.71
2021-05-10,55,27.0,,0.27,14.850000000000001
2021-05-11,31,27.0,,0.27,8.370000000000001
2021-05-12,51,27.0,,0.27,13.770000000000001
2021-05-13,86,27.0,,0.27,23.220000000000002
2021-05-14,48,27.0,,0.27,12.96
2021-05-15,62,27.0,,0.27,16.740000000000002
2021-05-16,46,38.0,False,0.38,17.48
2021-05-17,77,38.0,,0.38,29.26
2021-05-18,41,38.0,,0.38,15.58
2021-05-19,100,38.0,,0.38,38.0
2021-05-20,26,38.0,,0.38,9.88
2021-05-21,59,38.0,,0.38,22.42
2021-05-22,33,38.0,,0.38,12.540000000000001
2021-05-23,62,17.0,False,0.17,10.540000000000001
2021-05-24,32,17.0,,0.17,5.44
2021-05-25,42,17.0,,0.17,7.140000000000001
2021-05-26,45,17.0,,0.17,7.65
2021-05-27,32,17.0,,0.17,5.44
2021-05-28,30,17.0,,0.17,5.1000000000000005
2021-05-29,30,17.0,,0.17,5.1000000000000005
2021-05-30,30,13.0,False,0.13,3.9000000000000004
2021-05-31,23,13.0,,0.13,2.99
2021-06-01,90,13.0,,0.13,11.700000000000001
2021-06-02,79,13.0,,0.13,10.27
2021-06-03,80,13.0,,0.13,10.4
2021-06-04,51,13.0,,0.13,6.63
2021-06-05,67,13.0,,0.13,8.71
2021-06-06,79,11.0,False,0.11,8.69
2021-06-07,58,11.0,,0.11,6.38
2021-06-08,78,11.0,,0.11,8.58
2021-06-09,49,11.0,,0.11,5.39
2021-06-10,70,11.0,,0.11,7.7
2021-06-11,30,11.0,,0.11,3.3
2021-06-12,57,11.0,,0.11,6.2700000000000005
2021-06-13,98,10.0,False,0.1,9.8
2021-06-14,49,10.0,,0.1,4.9
2021-06-15,78,10.0,,0.1,7.800000000000001
2021-06-16,59,10.0,,0.1,5.9
2021-06-17,30,10.0,,0.1,3.0
2021-06-18,31,10.0,,0.1,3.1
2021-06-19,33,10.0,,0.1,3.3000000000000003
2021-06-20,23,13.0,False,0.13,2.99
2021-06-21,100,13.0,,0.13,13.0
2021-06-22,89,13.0,,0.13,11.57
2021-06-23,58,13.0,,0.13,7.54
2021-06-24,41,13.0,,0.13,5.33
2021-06-25,84,13.0,,0.13,10.92
2021-06-26,34,13.0,,0.13,4.42
2021-06-27,56,11.0,False,0.11,6.16
2021-06-28,50,11.0,,0.11,5.5
2021-06-29,29,11.0,,0.11,3.19
2021-06-30,40,11.0,,0.11,4.4
2021-07-01,85,11.0,,0.11,9.35
2021-07-02,33,11.0,,0.11,3.63
2021-07-03,24,11.0,,0.11,2.64
2021-07-04,49,8.0,False,0.08,3.92
2021-07-05,54,8.0,,0.08,4.32
2021-07-06,75,8.0,,0.08,6.0
2021-07-07,84,8.0,,0.08,6.72
2021-07-08,32,8.0,,0.08,2.56
2021-07-09,11,8.0,,0.08,0.88
2021-07-10,24,8.0,,0.08,1.92
2021-07-11,12,8.0,False,0.08,0.96
2021-07-12,54,8.0,,0.08,4.32
2021-07-13,74,8.0,,0.08,5.92
2021-07-14,43,8.0,,0.08,3.44
2021-07-15,65,8.0,,0.08,5.2
2021-07-16,22,8.0,,0.08,1.76
2021-07-17,49,8.0,,0.08,3.92
2021-07-18,12,12.0,False,0.12,1.44
2021-07-19,33,12.0,,0.12,3.96
2021-07-20,100,12.0,,0.12,12.0
2021-07-21,78,12.0,,0.12,9.36
2021-07-22,45,12.0,,0.12,5.3999999999999995
2021-07-23,45,12.0,,0.12,5.3999999999999995
2021-07-24,12,12.0,,0.12,1.44
2021-07-25,36,10.0,False,0.1,3.6
2021-07-26,95,10.0,,0.1,9.5
2021-07-27,74,10.0,,0.1,7.4
2021-07-28,43,10.0,,0.1,4.3
2021-07-29,43,10.0,,0.1,4.3
2021-07-30,33,10.0,,0.1,3.3000000000000003
2021-07-31,61,10.0,,0.1,6.1000000000000005
2021-08-01,28,8.0,False,0.08,2.24
2021-08-02,33,8.0,,0.08,2.64
2021-08-03,33,8.0,,0.08,2.64
2021-08-04,17,8.0,,0.08,1.36
2021-08-05,17,8.0,,0.08,1.36
2021-08-06,60,8.0,,0.08,4.8
2021-08-07,9,8.0,,0.08,0.72
2021-08-08,57,10.0,False,0.1,5.7
2021-08-09,67,10.0,,0.1,6.7
2021-08-10,43,10.0,,0.1,4.3
2021-08-11,42,10.0,,0.1,4.2
2021-08-12,60,10.0,,0.1,6.0
2021-08-13,44,10.0,,0.1,4.4
2021-08-14,46,10.0,,0.1,4.6000000000000005
2021-08-15,57,11.0,False,0.11,6.2700000000000005
2021-08-16,58,11.0,,0.11,6.38
2021-08-17,33,11.0,,0.11,3.63
2021-08-18,68,11.0,,0.11,7.48
2021-08-19,50,11.0,,0.11,5.5
2021-08-20,33,11.0,,0.11,3.63
2021-08-21,46,11.0,,0.11,5.06
2021-08-22,38,9.0,False,0.09,3.42
2021-08-23,44,9.0,,0.09,3.96
2021-08-24,100,9.0,,0.09,9.0
2021-08-25,66,9.0,,0.09,5.9399999999999995
2021-08-26,25,9.0,,0.09,2.25
2021-08-27,42,9.0,,0.09,3.78
2021-08-28,46,9.0,,0.09,4.14
2021-08-29,64,12.0,False,0.12,7.68
2021-08-30,41,12.0,,0.12,4.92
2021-08-31,68,12.0,,0.12,8.16
2021-09-01,87,12.0,,0.12,10.44
2021-09-02,53,12.0,,0.12,6.359999999999999
2021-09-03,100,12.0,,0.12,12.0
2021-09-04,61,12.0,,0.12,7.319999999999999
2021-09-05,92,12.0,False,0.12,11.04
2021-09-06,45,12.0,,0.12,5.3999999999999995
2021-09-07,72,12.0,,0.12,8.64
2021-09-08,45,12.0,,0.12,5.3999999999999995
2021-09-09,44,12.0,,0.12,5.279999999999999
2021-09-10,9,12.0,,0.12,1.08
2021-09-11,49,12.0,,0.12,5.88
2021-09-12,39,9.0,False,0.09,3.51
2021-09-13,35,9.0,,0.09,3.15
2021-09-14,43,9.0,,0.09,3.8699999999999997
2021-09-15,34,9.0,,0.09,3.06
2021-09-16,61,9.0,,0.09,5.49
2021-09-17,36,9.0,,0.09,3.2399999999999998
2021-09-18,69,9.0,,0.09,6.21
2021-09-19,39,14.0,False,0.14,5.460000000000001
2021-09-20,34,14.0,,0.14,4.760000000000001
2021-09-21,69,14.0,,0.14,9.66
2021-09-22,34,14.0,,0.14,4.760000000000001
2021-09-23,26,14.0,,0.14,3.6400000000000006
2021-09-24,45,14.0,,0.14,6.300000000000001
2021-09-25,29,14.0,,0.14,4.0600000000000005
2021-09-26,19,10.0,False,0.1,1.9000000000000001
2021-09-27,43,10.0,,0.1,4.3
2021-09-28,34,10.0,,0.1,3.4000000000000004
2021-09-29,51,10.0,,0.1,5.1000000000000005
2021-09-30,52,10.0,,0.1,5.2
2021-10-01,62,10.0,,0.1,6.2
2021-10-02,90,10.0,,0.1,9.0
2021-10-03,33,10.0,False,0.1,3.3000000000000003
2021-10-04,48,10.0,,0.1,4.800000000000001
2021-10-05,13,10.0,,0.1,1.3
2021-10-06,60,10.0,,0.1,6.0
2021-10-07,27,10.0,,0.1,2.7
2021-10-08,35,10.0,,0.1,3.5
2021-10-09,55,10.0,,0.1,5.5
2021-10-10,100,11.0,False,0.11,11.0
2021-10-11,47,11.0,,0.11,5.17
2021-10-12,35,11.0,,0.11,3.85
2021-10-13,48,11.0,,0.11,5.28
2021-10-14,41,11.0,,0.11,4.51
2021-10-15,63,11.0,,0.11,6.93
2021-10-16,61,11.0,,0.11,6.71
2021-10-17,92,12.0,False,0.12,11.04
2021-10-18,13,12.0,,0.12,1.56
2021-10-19,54,12.0,,0.12,6.4799999999999995
2021-10-20,74,12.0,,0.12,8.879999999999999
2021-10-21,48,12.0,,0.12,5.76
2021-10-22,62,12.0,,0.12,7.4399999999999995
2021-10-23,45,12.0,,0.12,5.3999999999999995
2021-10-24,44,10.0,False,0.1,4.4
2021-10-25,40,10.0,,0.1,4.0
2021-10-26,65,10.0,,0.1,6.5
2021-10-27,67,10.0,,0.1,6.7
2021-10-28,80,10.0,,0.1,8.0
2021-10-29,21,10.0,,0.1,2.1
2021-10-30,45,10.0,,0.1,4.5
2021-10-31,68,10.0,False,0.1,6.800000000000001
2021-11-01,42,10.0,,0.1,4.2
2021-11-02,40,10.0,,0.1,4.0
2021-11-03,60,10.0,,0.1,6.0
2021-11-04,68,10.0,,0.1,6.800000000000001
2021-11-05,42,10.0,,0.1,4.2
2021-11-06,45,10.0,,0.1,4.5
2021-11-07,53,11.0,False,0.11,5.83
2021-11-08,81,11.0,,0.11,8.91
2021-11-09,100,11.0,,0.11,11.0
2021-11-10,73,11.0,,0.11,8.03
2021-11-11,32,11.0,,0.11,3.52
2021-11-12,14,11.0,,0.11,1.54
2021-11-13,46,11.0,,0.11,5.06
2021-11-14,60,9.0,False,0.09,5.3999999999999995
2021-11-15,67,9.0,,0.09,6.029999999999999
2021-11-16,67,9.0,,0.09,6.029999999999999
2021-11-17,52,9.0,,0.09,4.68
2021-11-18,80,9.0,,0.09,7.199999999999999
2021-11-19,61,9.0,,0.09,5.49
2021-11-20,22,9.0,,0.09,1.98
2021-11-21,29,6.0,False,0.06,1.74
2021-11-22,33,6.0,,0.06,1.98
2021-11-23,46,6.0,,0.06,2.76
2021-11-24,46,6.0,,0.06,2.76
2021-11-25,45,6.0,,0.06,2.6999999999999997
2021-11-26,13,6.0,,0.06,0.78
2021-11-27,58,6.0,,0.06,3.48
2021-11-28,73,9.0,True,0.09,6.569999999999999
2021-11-29,38,9.0,,0.09,3.42
2021-11-30,32,9.0,,0.09,2.88
2021-12-01,79,9.0,,0.09,7.109999999999999
2021-12-02,100,9.0,,0.09,9.0
