date,bitcoin dollar_unscaled,bitcoin dollar_monthly,isPartial,scale,bitcoin dollar
2018-02-01,43,29.0,,0.29,12.469999999999999
2018-02-02,70,29.0,,0.29,20.299999999999997
2018-02-03,43,29.0,,0.29,12.469999999999999
2018-02-04,25,36.0,False,0.36,9.0
2018-02-05,62,36.0,,0.36,22.32
2018-02-06,100,36.0,,0.36,36.0
2018-02-07,54,36.0,,0.36,19.439999999999998
2018-02-08,45,36.0,,0.36,16.2
2018-02-09,42,36.0,,0.36,15.12
2018-02-10,29,36.0,,0.36,10.44
2018-02-11,17,25.0,False,0.25,4.25
2018-02-12,32,25.0,,0.25,8.0
2018-02-13,33,25.0,,0.25,8.25
2018-02-14,33,25.0,,0.25,8.25
2018-02-15,44,25.0,,0.25,11.0
2018-02-16,32,25.0,,0.25,8.0
2018-02-17,26,25.0,,0.25,6.5
2018-02-18,32,18.0,False,0.18,5.76
2018-02-19,29,18.0,,0.18,5.22
2018-02-20,26,18.0,,0.18,4.68
2018-02-21,34,18.0,,0.18,6.12
2018-02-22,37,18.0,,0.18,6.66
2018-02-23,16,18.0,,0.18,2.88
2018-02-24,28,18.0,,0.18,5.04
2018-02-25,32,16.0,False,0.16,5.12
2018-02-26,29,16.0,,0.16,4.64
2018-02-27,26,16.0,,0.16,4.16
2018-02-28,23,16.0,,0.16,3.68
2018-03-01,80,16.0,,0.16,12.8
2018-03-02,62,16.0,,0.16,9.92
2018-03-03,43,16.0,,0.16,6.88
2018-03-04,63,14.0,False,0.14,8.82
2018-03-05,29,14.0,,0.14,4.0600000000000005
2018-03-06,74,14.0,,0.14,10.360000000000001
2018-03-07,79,14.0,,0.14,11.06
2018-03-08,79,14.0,,0.14,11.06
2018-03-09,63,14.0,,0.14,8.82
2018-03-10,86,14.0,,0.14,12.040000000000001
2018-03-11,42,13.0,False,0.13,5.46
2018-03-12,67,13.0,,0.13,8.71
2018-03-13,67,13.0,,0.13,8.71
2018-03-14,63,13.0,,0.13,8.19
2018-03-15,60,13.0,,0.13,7.800000000000001
2018-03-16,46,13.0,,0.13,5.98
2018-03-17,34,13.0,,0.13,4.42
2018-03-18,80,12.0,False,0.12,9.6
2018-03-19,79,12.0,,0.12,9.48
2018-03-20,90,12.0,,0.12,10.799999999999999
2018-03-21,60,12.0,,0.12,7.199999999999999
2018-03-22,68,12.0,,0.12,8.16
2018-03-23,77,12.0,,0.12,9.24
2018-03-24,53,12.0,,0.12,6.359999999999999
2018-03-25,26,13.0,False,0.13,3.38
2018-03-26,53,13.0,,0.13,6.890000000000001
2018-03-27,49,13.0,,0.13,6.37
2018-03-28,70,13.0,,0.13,9.1
2018-03-29,100,13.0,,0.13,13.0
2018-03-30,55,13.0,,0.13,7.15
2018-03-31,59,13.0,,0.13,7.67
2018-04-01,26,11.0,False,0.11,2.86
2018-04-02,61,11.0,,0.11,6.71
2018-04-03,40,11.0,,0.11,4.4
2018-04-04,44,11.0,,0.11,4.84
2018-04-05,54,11.0,,0.11,5.94
2018-04-06,70,11.0,,0.11,7.7
2018-04-07,51,11.0,,0.11,5.61
2018-04-08,55,14.0,False,0.14,7.700000000000001
2018-04-09,84,14.0,,0.14,11.760000000000002
2018-04-10,44,14.0,,0.14,6.16
2018-04-11,57,14.0,,0.14,7.98
2018-04-12,75,14.0,,0.14,10.500000000000002
2018-04-13,65,14.0,,0.14,9.100000000000001
2018-04-14,52,14.0,,0.14,7.280000000000001
2018-04-15,45,10.0,False,0.1,4.5
2018-04-16,26,10.0,,0.1,2.6
2018-04-17,67,10.0,,0.1,6.7
2018-04-18,71,10.0,,0.1,7.1000000000000005
2018-04-19,37,10.0,,0.1,3.7
2018-04-20,47,10.0,,0.1,4.7
2018-04-21,47,10.0,,0.1,4.7
2018-04-22,41,13.0,False,0.13,5.33
2018-04-23,43,13.0,,0.13,5.59
2018-04-24,86,13.0,,0.13,11.18
2018-04-25,88,13.0,,0.13,11.440000000000001
2018-04-26,45,13.0,,0.13,5.8500000000000005
2018-04-27,100,13.0,,0.13,13.0
2018-04-28,42,13.0,,0.13,5.46
2018-04-29,15,10.0,False,0.1,1.5
2018-04-30,59,10.0,,0.1,5.9
2018-05-01,69,10.0,,0.1,6.9
2018-05-02,55,10.0,,0.1,5.5
2018-05-03,80,10.0,,0.1,8.0
2018-05-04,63,10.0,,0.1,6.300000000000001
2018-05-05,70,10.0,,0.1,7.0
2018-05-06,81,10.0,False,0.1,8.1
2018-05-07,45,10.0,,0.1,4.5
2018-05-08,100,10.0,,0.1,10.0
2018-05-09,76,10.0,,0.1,7.6000000000000005
2018-05-10,46,10.0,,0.1,4.6000000000000005
2018-05-11,52,10.0,,0.1,5.2
2018-05-12,52,10.0,,0.1,5.2
2018-05-13,64,10.0,False,0.1,6.4
2018-05-14,50,10.0,,0.1,5.0
2018-05-15,54,10.0,,0.1,5.4
2018-05-16,60,10.0,,0.1,6.0
2018-05-17,76,10.0,,0.1,7.6000000000000005
2018-05-18,43,10.0,,0.1,4.3
2018-05-19,64,10.0,,0.1,6.4
2018-05-20,29,9.0,False,0.09,2.61
2018-05-21,56,9.0,,0.09,5.04
2018-05-22,50,9.0,,0.09,4.5
2018-05-23,71,9.0,,0.09,6.39
2018-05-24,76,9.0,,0.09,6.84
2018-05-25,32,9.0,,0.09,2.88
2018-05-26,29,9.0,,0.09,2.61
2018-05-27,35,8.0,False,0.08,2.8000000000000003
2018-05-28,46,8.0,,0.08,3.68
2018-05-29,55,8.0,,0.08,4.4
2018-05-30,50,8.0,,0.08,4.0
2018-05-31,51,8.0,,0.08,4.08
2018-06-01,36,8.0,,0.08,2.88
2018-06-02,40,8.0,,0.08,3.2
2018-06-03,34,7.0,False,0.07,2.3800000000000003
2018-06-04,49,7.0,,0.07,3.43
2018-06-05,49,7.0,,0.07,3.43
2018-06-06,34,7.0,,0.07,2.3800000000000003
2018-06-07,64,7.0,,0.07,4.48
2018-06-08,57,7.0,,0.07,3.99
2018-06-09,6,7.0,,0.07,0.42000000000000004
2018-06-10,40,10.0,False,0.1,4.0
2018-06-11,62,10.0,,0.1,6.2
2018-06-12,67,10.0,,0.1,6.7
2018-06-13,100,10.0,,0.1,10.0
2018-06-14,62,10.0,,0.1,6.2
2018-06-15,41,10.0,,0.1,4.1000000000000005
2018-06-16,57,10.0,,0.1,5.7
2018-06-17,61,10.0,False,0.1,6.1000000000000005
2018-06-18,92,10.0,,0.1,9.200000000000001
2018-06-19,77,10.0,,0.1,7.7
2018-06-20,29,10.0,,0.1,2.9000000000000004
2018-06-21,48,10.0,,0.1,4.800000000000001
2018-06-22,71,10.0,,0.1,7.1000000000000005
2018-06-23,44,10.0,,0.1,4.4
2018-06-24,50,8.0,False,0.08,4.0
2018-06-25,67,8.0,,0.08,5.36
2018-06-26,38,8.0,,0.08,3.04
2018-06-27,57,8.0,,0.08,4.5600000000000005
2018-06-28,73,8.0,,0.08,5.84
2018-06-29,36,8.0,,0.08,2.88
2018-06-30,68,8.0,,0.08,5.44
2018-07-01,32,8.0,False,0.08,2.56
2018-07-02,75,8.0,,0.08,6.0
2018-07-03,46,8.0,,0.08,3.68
2018-07-04,67,8.0,,0.08,5.36
2018-07-05,72,8.0,,0.08,5.76
2018-07-06,35,8.0,,0.08,2.8000000000000003
2018-07-07,59,8.0,,0.08,4.72
2018-07-08,86,7.0,False,0.07,6.0200000000000005
2018-07-09,46,7.0,,0.07,3.22
2018-07-10,67,7.0,,0.07,4.69
2018-07-11,38,7.0,,0.07,2.66
2018-07-12,60,7.0,,0.07,4.2
2018-07-13,88,7.0,,0.07,6.16
2018-07-14,27,7.0,,0.07,1.8900000000000001
2018-07-15,60,9.0,False,0.09,5.3999999999999995
2018-07-16,66,9.0,,0.09,5.9399999999999995
2018-07-17,100,9.0,,0.09,9.0
2018-07-18,84,9.0,,0.09,7.56
2018-07-19,90,9.0,,0.09,8.1
2018-07-20,56,9.0,,0.09,5.04
2018-07-21,41,9.0,,0.09,3.69
2018-07-22,54,9.0,False,0.09,4.859999999999999
2018-07-23,66,9.0,,0.09,5.9399999999999995
2018-07-24,94,9.0,,0.09,8.459999999999999
2018-07-25,77,9.0,,0.09,6.93
2018-07-26,48,9.0,,0.09,4.32
2018-07-27,49,9.0,,0.09,4.41
2018-07-28,40,9.0,,0.09,3.5999999999999996
2018-07-29,41,9.0,False,0.09,3.69
2018-07-30,81,9.0,,0.09,7.29
2018-07-31,52,9.0,,0.09,4.68
2018-08-01,78,9.0,,0.09,7.02
2018-08-02,53,9.0,,0.09,4.77
2018-08-03,58,9.0,,0.09,5.22
2018-08-04,58,9.0,,0.09,5.22
2018-08-05,44,9.0,False,0.09,3.96
2018-08-06,71,9.0,,0.09,6.39
2018-08-07,37,9.0,,0.09,3.33
2018-08-08,70,9.0,,0.09,6.3
2018-08-09,60,9.0,,0.09,5.3999999999999995
2018-08-10,68,9.0,,0.09,6.12
2018-08-11,63,9.0,,0.09,5.67
2018-08-12,43,9.0,False,0.09,3.8699999999999997
2018-08-13,61,9.0,,0.09,5.49
2018-08-14,100,9.0,,0.09,9.0
2018-08-15,74,9.0,,0.09,6.66
2018-08-16,45,9.0,,0.09,4.05
2018-08-17,62,9.0,,0.09,5.58
2018-08-18,39,9.0,,0.09,3.51
2018-08-19,78,11.0,False,0.11,8.58
2018-08-20,63,11.0,,0.11,6.93
2018-08-21,68,11.0,,0.11,7.48
2018-08-22,46,11.0,,0.11,5.06
2018-08-23,79,11.0,,0.11,8.69
2018-08-24,52,11.0,,0.11,5.72
2018-08-25,64,11.0,,0.11,7.04
2018-08-26,64,8.0,False,0.08,5.12
2018-08-27,61,8.0,,0.08,4.88
2018-08-28,49,8.0,,0.08,3.92
2018-08-29,77,8.0,,0.08,6.16
2018-08-30,60,8.0,,0.08,4.8
2018-08-31,51,8.0,,0.08,4.08
2018-09-01,71,8.0,,0.08,5.68
2018-09-02,66,12.0,False,0.12,7.92
2018-09-03,100,12.0,,0.12,12.0
2018-09-04,38,12.0,,0.12,4.56
2018-09-05,86,12.0,,0.12,10.32
2018-09-06,77,12.0,,0.12,9.24
2018-09-07,66,12.0,,0.12,7.92
2018-09-08,50,12.0,,0.12,6.0
2018-09-09,27,9.0,False,0.09,2.4299999999999997
2018-09-10,71,9.0,,0.09,6.39
2018-09-11,86,9.0,,0.09,7.739999999999999
2018-09-12,71,9.0,,0.09,6.39
2018-09-13,73,9.0,,0.09,6.569999999999999
2018-09-14,69,9.0,,0.09,6.21
2018-09-15,39,9.0,,0.09,3.51
2018-09-16,33,7.0,False,0.07,2.31
2018-09-17,49,7.0,,0.07,3.43
2018-09-18,48,7.0,,0.07,3.3600000000000003
2018-09-19,48,7.0,,0.07,3.3600000000000003
2018-09-20,62,7.0,,0.07,4.340000000000001
2018-09-21,50,7.0,,0.07,3.5000000000000004
2018-09-22,50,7.0,,0.07,3.5000000000000004
2018-09-23,43,7.0,False,0.07,3.0100000000000002
2018-09-24,29,7.0,,0.07,2.0300000000000002
2018-09-25,43,7.0,,0.07,3.0100000000000002
2018-09-26,66,7.0,,0.07,4.62
2018-09-27,49,7.0,,0.07,3.43
2018-09-28,50,7.0,,0.07,3.5000000000000004
2018-09-29,45,7.0,,0.07,3.1500000000000004
2018-09-30,38,7.0,False,0.07,2.66
2018-10-01,54,7.0,,0.07,3.7800000000000002
2018-10-02,92,7.0,,0.07,6.44
2018-10-03,61,7.0,,0.07,4.2700000000000005
2018-10-04,47,7.0,,0.07,3.2900000000000005
2018-10-05,65,7.0,,0.07,4.550000000000001
2018-10-06,44,7.0,,0.07,3.08
2018-10-07,68,7.0,False,0.07,4.760000000000001
2018-10-08,62,7.0,,0.07,4.340000000000001
2018-10-09,82,7.0,,0.07,5.74
2018-10-10,70,7.0,,0.07,4.9
2018-10-11,88,7.0,,0.07,6.16
2018-10-12,50,7.0,,0.07,3.5000000000000004
2018-10-13,100,7.0,,0.07,7.000000000000001
2018-10-14,72,5.0,False,0.05,3.6
2018-10-15,55,5.0,,0.05,2.75
2018-10-16,47,5.0,,0.05,2.35
2018-10-17,24,5.0,,0.05,1.2000000000000002
2018-10-18,72,5.0,,0.05,3.6
2018-10-19,66,5.0,,0.05,3.3000000000000003
2018-10-20,63,5.0,,0.05,3.1500000000000004
2018-10-21,35,7.0,False,0.07,2.45
2018-10-22,31,7.0,,0.07,2.1700000000000004
2018-10-23,77,7.0,,0.07,5.390000000000001
2018-10-24,23,7.0,,0.07,1.61
2018-10-25,63,7.0,,0.07,4.41
2018-10-26,57,7.0,,0.07,3.99
2018-10-27,35,7.0,,0.07,2.45
2018-10-28,94,5.0,False,0.05,4.7
2018-10-29,81,5.0,,0.05,4.05
2018-10-30,92,5.0,,0.05,4.6000000000000005
2018-10-31,40,5.0,,0.05,2.0
2018-11-01,24,5.0,,0.05,1.2000000000000002
2018-11-02,29,5.0,,0.05,1.4500000000000002
2018-11-03,16,5.0,,0.05,0.8
2018-11-04,20,5.0,False,0.05,1.0
2018-11-05,40,5.0,,0.05,2.0
2018-11-06,32,5.0,,0.05,1.6
2018-11-07,40,5.0,,0.05,2.0
2018-11-08,41,5.0,,0.05,2.0500000000000003
2018-11-09,43,5.0,,0.05,2.15
2018-11-10,21,5.0,,0.05,1.05
2018-11-11,15,7.0,False,0.07,1.05
2018-11-12,32,7.0,,0.07,2.24
2018-11-13,46,7.0,,0.07,3.22
2018-11-14,46,7.0,,0.07,3.22
2018-11-15,42,7.0,,0.07,2.9400000000000004
2018-11-16,15,7.0,,0.07,1.05
2018-11-17,27,7.0,,0.07,1.8900000000000001
2018-11-18,42,10.0,False,0.1,4.2
2018-11-19,61,10.0,,0.1,6.1000000000000005
2018-11-20,93,10.0,,0.1,9.3
2018-11-21,70,10.0,,0.1,7.0
2018-11-22,39,10.0,,0.1,3.9000000000000004
2018-11-23,82,10.0,,0.1,8.200000000000001
2018-11-24,52,10.0,,0.1,5.2
2018-11-25,72,12.0,False,0.12,8.64
2018-11-26,100,12.0,,0.12,12.0
2018-11-27,73,12.0,,0.12,8.76
2018-11-28,55,12.0,,0.12,6.6
2018-11-29,56,12.0,,0.12,6.72
2018-11-30,85,12.0,,0.12,10.2
2018-12-01,43,12.0,,0.12,5.16
2018-12-02,33,11.0,False,0.11,3.63
2018-12-03,100,11.0,,0.11,11.0
2018-12-04,50,11.0,,0.11,5.5
2018-12-05,37,11.0,,0.11,4.07
2018-12-06,81,11.0,,0.11,8.91
2018-12-07,62,11.0,,0.11,6.82
2018-12-08,74,11.0,,0.11,8.14
2018-12-09,42,9.0,False,0.09,3.78
2018-12-10,55,9.0,,0.09,4.95
2018-12-11,42,9.0,,0.09,3.78
2018-12-12,17,9.0,,0.09,1.53
2018-12-13,35,9.0,,0.09,3.15
2018-12-14,60,9.0,,0.09,5.3999999999999995
2018-12-15,50,9.0,,0.09,4.5
2018-12-16,34,10.0,False,0.1,3.4000000000000004
2018-12-17,71,10.0,,0.1,7.1000000000000005
2018-12-18,41,10.0,,0.1,4.1000000000000005
2018-12-19,54,10.0,,0.1,5.4
2018-12-20,59,10.0,,0.1,5.9
2018-12-21,66,10.0,,0.1,6.6000000000000005
2018-12-22,46,10.0,,0.1,4.6000000000000005
2018-12-23,57,10.0,False,0.1,5.7
2018-12-24,56,10.0,,0.1,5.6000000000000005
2018-12-25,43,10.0,,0.1,4.3
2018-12-26,85,10.0,,0.1,8.5
2018-12-27,50,10.0,,0.1,5.0
2018-12-28,46,10.0,,0.1,4.6000000000000005
2018-12-29,45,10.0,,0.1,4.5
2018-12-30,40,9.0,False,0.09,3.5999999999999996
2018-12-31,49,9.0,,0.09,4.41
2019-01-01,64,9.0,,0.09,5.76
2019-01-02,100,9.0,,0.09,9.0
2019-01-03,59,9.0,,0.09,5.31
2019-01-04,49,9.0,,0.09,4.41
2019-01-05,36,9.0,,0.09,3.2399999999999998
2019-01-06,47,9.0,False,0.09,4.2299999999999995
2019-01-07,58,9.0,,0.09,5.22
2019-01-08,73,9.0,,0.09,6.569999999999999
2019-01-09,63,9.0,,0.09,5.67
2019-01-10,74,9.0,,0.09,6.66
2019-01-11,49,9.0,,0.09,4.41
2019-01-12,24,9.0,,0.09,2.16
2019-01-13,64,8.0,False,0.08,5.12
2019-01-14,62,8.0,,0.08,4.96
2019-01-15,62,8.0,,0.08,4.96
2019-01-16,94,8.0,,0.08,7.5200000000000005
2019-01-17,31,8.0,,0.08,2.48
2019-01-18,49,8.0,,0.08,3.92
2019-01-19,29,8.0,,0.08,2.32
2019-01-20,6,5.0,False,0.05,0.30000000000000004
2019-01-21,47,5.0,,0.05,2.35
2019-01-22,41,5.0,,0.05,2.0500000000000003
2019-01-23,35,5.0,,0.05,1.75
2019-01-24,51,5.0,,0.05,2.5500000000000003
2019-01-25,42,5.0,,0.05,2.1
2019-01-26,77,5.0,,0.05,3.85
2019-01-27,29,7.0,False,0.07,2.0300000000000002
2019-01-28,72,7.0,,0.07,5.040000000000001
2019-01-29,41,7.0,,0.07,2.87
2019-01-30,36,7.0,,0.07,2.5200000000000005
2019-01-31,26,7.0,,0.07,1.8200000000000003
2019-02-01,40,7.0,,0.07,2.8000000000000003
2019-02-02,19,7.0,,0.07,1.33
2019-02-03,43,6.0,False,0.06,2.58
2019-02-04,22,6.0,,0.06,1.3199999999999998
2019-02-05,39,6.0,,0.06,2.34
2019-02-06,22,6.0,,0.06,1.3199999999999998
2019-02-07,65,6.0,,0.06,3.9
2019-02-08,28,6.0,,0.06,1.68
2019-02-09,19,6.0,,0.06,1.14
2019-02-10,18,7.0,False,0.07,1.2600000000000002
2019-02-11,37,7.0,,0.07,2.5900000000000003
2019-02-12,43,7.0,,0.07,3.0100000000000002
2019-02-13,43,7.0,,0.07,3.0100000000000002
2019-02-14,44,7.0,,0.07,3.08
2019-02-15,74,7.0,,0.07,5.180000000000001
2019-02-16,44,7.0,,0.07,3.08
2019-02-17,31,7.0,False,0.07,2.1700000000000004
2019-02-18,66,7.0,,0.07,4.62
2019-02-19,54,7.0,,0.07,3.7800000000000002
2019-02-20,38,7.0,,0.07,2.66
2019-02-21,44,7.0,,0.07,3.08
2019-02-22,51,7.0,,0.07,3.5700000000000003
2019-02-23,100,7.0,,0.07,7.000000000000001
2019-02-24,62,8.0,False,0.08,4.96
2019-02-25,75,8.0,,0.08,6.0
2019-02-26,87,8.0,,0.08,6.96
2019-02-27,74,8.0,,0.08,5.92
2019-02-28,50,8.0,,0.08,4.0
2019-03-01,53,8.0,,0.08,4.24
2019-03-02,50,8.0,,0.08,4.0
2019-03-03,25,6.0,False,0.06,1.5
2019-03-04,67,6.0,,0.06,4.02
2019-03-05,81,6.0,,0.06,4.859999999999999
2019-03-06,100,6.0,,0.06,6.0
2019-03-07,52,6.0,,0.06,3.12
2019-03-08,31,6.0,,0.06,1.8599999999999999
2019-03-09,68,6.0,,0.06,4.08
2019-03-10,33,5.0,False,0.05,1.6500000000000001
2019-03-11,44,5.0,,0.05,2.2
2019-03-12,44,5.0,,0.05,2.2
2019-03-13,58,5.0,,0.05,2.9000000000000004
2019-03-14,51,5.0,,0.05,2.5500000000000003
2019-03-15,38,5.0,,0.05,1.9000000000000001
2019-03-16,25,5.0,,0.05,1.25
2019-03-17,33,6.0,False,0.06,1.98
2019-03-18,74,6.0,,0.06,4.4399999999999995
