date,what is bitcoin_unscaled,what is bitcoin_monthly,isPartial,scale,what is bitcoin
2021-05-31,25,21.0,,0.21,5.25
2021-06-01,83,21.0,,0.21,17.43
2021-06-02,63,21.0,,0.21,13.229999999999999
2021-06-03,48,21.0,,0.21,10.08
2021-06-04,80,21.0,,0.21,16.8
2021-06-05,70,21.0,,0.21,14.7
2021-06-06,63,25.0,False,0.25,15.75
2021-06-07,98,25.0,,0.25,24.5
2021-06-08,89,25.0,,0.25,22.25
2021-06-09,93,25.0,,0.25,23.25
2021-06-10,100,25.0,,0.25,25.0
2021-06-11,95,25.0,,0.25,23.75
2021-06-12,80,25.0,,0.25,20.0
2021-06-13,64,21.0,False,0.21,13.44
2021-06-14,82,21.0,,0.21,17.22
2021-06-15,87,21.0,,0.21,18.27
2021-06-16,61,21.0,,0.21,12.809999999999999
2021-06-17,45,21.0,,0.21,9.45
2021-06-18,49,21.0,,0.21,10.29
2021-06-19,59,21.0,,0.21,12.389999999999999
2021-06-20,55,20.0,False,0.2,11.0
2021-06-21,92,20.0,,0.2,18.400000000000002
2021-06-22,77,20.0,,0.2,15.4
2021-06-23,62,20.0,,0.2,12.4
2021-06-24,46,20.0,,0.2,9.200000000000001
2021-06-25,62,20.0,,0.2,12.4
2021-06-26,57,20.0,,0.2,11.4
2021-06-27,58,17.0,False,0.17,9.860000000000001
2021-06-28,50,17.0,,0.17,8.5
2021-06-29,59,17.0,,0.17,10.030000000000001
2021-06-30,63,17.0,,0.17,10.71
2021-07-01,64,17.0,,0.17,10.88
2021-07-02,68,17.0,,0.17,11.56
2021-07-03,67,17.0,,0.17,11.39
2021-07-04,84,15.0,False,0.15,12.6
2021-07-05,72,15.0,,0.15,10.799999999999999
2021-07-06,87,15.0,,0.15,13.049999999999999
2021-07-07,80,15.0,,0.15,12.0
2021-07-08,76,15.0,,0.15,11.4
2021-07-09,100,15.0,,0.15,15.0
2021-07-10,83,15.0,,0.15,12.45
2021-07-11,57,13.0,False,0.13,7.41
2021-07-12,96,13.0,,0.13,12.48
2021-07-13,83,13.0,,0.13,10.790000000000001
2021-07-14,49,13.0,,0.13,6.37
2021-07-15,86,13.0,,0.13,11.18
2021-07-16,60,13.0,,0.13,7.800000000000001
2021-07-17,66,13.0,,0.13,8.58
2021-07-18,75,16.0,False,0.16,12.0
2021-07-19,99,16.0,,0.16,15.84
2021-07-20,96,16.0,,0.16,15.36
2021-07-21,82,16.0,,0.16,13.120000000000001
2021-07-22,94,16.0,,0.16,15.040000000000001
2021-07-23,80,16.0,,0.16,12.8
2021-07-24,68,16.0,,0.16,10.88
2021-07-25,55,16.0,False,0.16,8.8
2021-07-26,99,16.0,,0.16,15.84
2021-07-27,92,16.0,,0.16,14.72
2021-07-28,97,16.0,,0.16,15.52
2021-07-29,80,16.0,,0.16,12.8
2021-07-30,86,16.0,,0.16,13.76
2021-07-31,80,16.0,,0.16,12.8
2021-08-01,86,12.0,False,0.12,10.32
2021-08-02,85,12.0,,0.12,10.2
2021-08-03,42,12.0,,0.12,5.04
2021-08-04,75,12.0,,0.12,9.0
2021-08-05,62,12.0,,0.12,7.4399999999999995
2021-08-06,49,12.0,,0.12,5.88
2021-08-07,38,12.0,,0.12,4.56
2021-08-08,66,15.0,False,0.15,9.9
2021-08-09,61,15.0,,0.15,9.15
2021-08-10,82,15.0,,0.15,12.299999999999999
2021-08-11,94,15.0,,0.15,14.1
2021-08-12,77,15.0,,0.15,11.549999999999999
2021-08-13,100,15.0,,0.15,15.0
2021-08-14,86,15.0,,0.15,12.9
2021-08-15,91,13.0,False,0.13,11.83
2021-08-16,75,13.0,,0.13,9.75
2021-08-17,55,13.0,,0.13,7.15
2021-08-18,65,13.0,,0.13,8.450000000000001
2021-08-19,48,13.0,,0.13,6.24
2021-08-20,64,13.0,,0.13,8.32
2021-08-21,92,13.0,,0.13,11.96
2021-08-22,82,14.0,False,0.14,11.48
2021-08-23,65,14.0,,0.14,9.100000000000001
2021-08-24,88,14.0,,0.14,12.32
2021-08-25,68,14.0,,0.14,9.520000000000001
2021-08-26,76,14.0,,0.14,10.64
2021-08-27,57,14.0,,0.14,7.98
2021-08-28,50,14.0,,0.14,7.000000000000001
2021-08-29,50,12.0,False,0.12,6.0
2021-08-30,55,12.0,,0.12,6.6
2021-08-31,65,12.0,,0.12,7.8
2021-09-01,73,12.0,,0.12,8.76
2021-09-02,54,12.0,,0.12,6.4799999999999995
2021-09-03,62,12.0,,0.12,7.4399999999999995
2021-09-04,100,12.0,,0.12,12.0
2021-09-05,70,18.0,False,0.18,12.6
2021-09-06,71,18.0,,0.18,12.78
2021-09-07,80,18.0,,0.18,14.399999999999999
2021-09-08,81,18.0,,0.18,14.58
2021-09-09,88,18.0,,0.18,15.84
2021-09-10,54,18.0,,0.18,9.719999999999999
2021-09-11,44,18.0,,0.18,7.92
2021-09-12,70,15.0,False,0.15,10.5
2021-09-13,64,15.0,,0.15,9.6
2021-09-14,72,15.0,,0.15,10.799999999999999
2021-09-15,70,15.0,,0.15,10.5
2021-09-16,49,15.0,,0.15,7.35
2021-09-17,41,15.0,,0.15,6.1499999999999995
2021-09-18,47,15.0,,0.15,7.05
2021-09-19,41,14.0,False,0.14,5.74
2021-09-20,43,14.0,,0.14,6.0200000000000005
2021-09-21,69,14.0,,0.14,9.66
2021-09-22,67,14.0,,0.14,9.38
2021-09-23,76,14.0,,0.14,10.64
2021-09-24,60,14.0,,0.14,8.4
2021-09-25,78,14.0,,0.14,10.920000000000002
2021-09-26,61,16.0,False,0.16,9.76
2021-09-27,59,16.0,,0.16,9.44
2021-09-28,55,16.0,,0.16,8.8
2021-09-29,47,16.0,,0.16,7.5200000000000005
2021-09-30,78,16.0,,0.16,12.48
2021-10-01,55,16.0,,0.16,8.8
2021-10-02,41,16.0,,0.16,6.5600000000000005
2021-10-03,40,14.0,False,0.14,5.6000000000000005
2021-10-04,56,14.0,,0.14,7.840000000000001
2021-10-05,34,14.0,,0.14,4.760000000000001
2021-10-06,51,14.0,,0.14,7.140000000000001
2021-10-07,54,14.0,,0.14,7.5600000000000005
2021-10-08,42,14.0,,0.14,5.880000000000001
2021-10-09,57,14.0,,0.14,7.98
2021-10-10,40,15.0,False,0.15,6.0
2021-10-11,43,15.0,,0.15,6.45
2021-10-12,52,15.0,,0.15,7.8
2021-10-13,44,15.0,,0.15,6.6
2021-10-14,37,15.0,,0.15,5.55
2021-10-15,63,15.0,,0.15,9.45
2021-10-16,62,15.0,,0.15,9.299999999999999
2021-10-17,59,21.0,False,0.21,12.389999999999999
2021-10-18,62,21.0,,0.21,13.02
2021-10-19,81,21.0,,0.21,17.009999999999998
2021-10-20,78,21.0,,0.21,16.38
2021-10-21,70,21.0,,0.21,14.7
2021-10-22,70,21.0,,0.21,14.7
2021-10-23,52,21.0,,0.21,10.92
2021-10-24,48,20.0,False,0.2,9.600000000000001
2021-10-25,51,20.0,,0.2,10.200000000000001
2021-10-26,100,20.0,,0.2,20.0
2021-10-27,89,20.0,,0.2,17.8
2021-10-28,60,20.0,,0.2,12.0
2021-10-29,51,20.0,,0.2,10.200000000000001
2021-10-30,49,20.0,,0.2,9.8
2021-10-31,67,18.0,False,0.18,12.059999999999999
2021-11-01,72,18.0,,0.18,12.959999999999999
2021-11-02,79,18.0,,0.18,14.219999999999999
2021-11-03,95,18.0,,0.18,17.099999999999998
2021-11-04,72,18.0,,0.18,12.959999999999999
2021-11-05,90,18.0,,0.18,16.2
2021-11-06,84,18.0,,0.18,15.12
2021-11-07,89,22.0,False,0.22,19.580000000000002
2021-11-08,97,22.0,,0.22,21.34
2021-11-09,82,22.0,,0.22,18.04
2021-11-10,96,22.0,,0.22,21.12
2021-11-11,76,22.0,,0.22,16.72
2021-11-12,68,22.0,,0.22,14.96
2021-11-13,100,22.0,,0.22,22.0
2021-11-14,61,18.0,False,0.18,10.98
2021-11-15,100,18.0,,0.18,18.0
2021-11-16,68,18.0,,0.18,12.24
2021-11-17,78,18.0,,0.18,14.04
2021-11-18,76,18.0,,0.18,13.68
2021-11-19,75,18.0,,0.18,13.5
2021-11-20,56,18.0,,0.18,10.08
2021-11-21,76,15.0,False,0.15,11.4
2021-11-22,68,15.0,,0.15,10.2
2021-11-23,84,15.0,,0.15,12.6
2021-11-24,89,15.0,,0.15,13.35
2021-11-25,54,15.0,,0.15,8.1
2021-11-26,88,15.0,,0.15,13.2
2021-11-27,67,15.0,,0.15,10.049999999999999
2021-11-28,69,15.0,True,0.15,10.35
2021-11-29,65,15.0,,0.15,9.75
2021-11-30,72,15.0,,0.15,10.799999999999999
2021-12-01,100,15.0,,0.15,15.0
2021-12-02,99,15.0,,0.15,14.85
