date,bitcoin mining_unscaled,bitcoin mining_monthly,isPartial,scale,bitcoin mining
2020-02-20,52,7.0,,0.07,3.6400000000000006
2020-02-21,54,7.0,,0.07,3.7800000000000002
2020-02-22,58,7.0,,0.07,4.0600000000000005
2020-02-23,70,7.0,False,0.07,4.9
2020-02-24,98,7.0,,0.07,6.86
2020-02-25,51,7.0,,0.07,3.5700000000000003
2020-02-26,32,7.0,,0.07,2.24
2020-02-27,68,7.0,,0.07,4.760000000000001
2020-02-28,75,7.0,,0.07,5.250000000000001
2020-02-29,78,7.0,,0.07,5.460000000000001
2020-03-01,71,8.0,False,0.08,5.68
2020-03-02,46,8.0,,0.08,3.68
2020-03-03,63,8.0,,0.08,5.04
2020-03-04,100,8.0,,0.08,8.0
2020-03-05,68,8.0,,0.08,5.44
2020-03-06,84,8.0,,0.08,6.72
2020-03-07,81,8.0,,0.08,6.48
2020-03-08,59,7.0,False,0.07,4.130000000000001
2020-03-09,70,7.0,,0.07,4.9
2020-03-10,59,7.0,,0.07,4.130000000000001
2020-03-11,76,7.0,,0.07,5.32
2020-03-12,82,7.0,,0.07,5.74
2020-03-13,93,7.0,,0.07,6.510000000000001
2020-03-14,71,7.0,,0.07,4.970000000000001
2020-03-15,66,7.0,False,0.07,4.62
2020-03-16,75,7.0,,0.07,5.250000000000001
2020-03-17,51,7.0,,0.07,3.5700000000000003
2020-03-18,66,7.0,,0.07,4.62
2020-03-19,56,7.0,,0.07,3.9200000000000004
2020-03-20,51,7.0,,0.07,3.5700000000000003
2020-03-21,85,7.0,,0.07,5.95
2020-03-22,65,6.0,False,0.06,3.9
2020-03-23,57,6.0,,0.06,3.42
2020-03-24,70,6.0,,0.06,4.2
2020-03-25,31,6.0,,0.06,1.8599999999999999
2020-03-26,35,6.0,,0.06,2.1
2020-03-27,64,6.0,,0.06,3.84
2020-03-28,71,6.0,,0.06,4.26
2020-03-29,86,6.0,False,0.06,5.16
2020-03-30,66,6.0,,0.06,3.96
2020-03-31,49,6.0,,0.06,2.94
2020-04-01,64,6.0,,0.06,3.84
2020-04-02,58,6.0,,0.06,3.48
2020-04-03,84,6.0,,0.06,5.04
2020-04-04,66,6.0,,0.06,3.96
2020-04-05,63,9.0,False,0.09,5.67
2020-04-06,75,9.0,,0.09,6.75
2020-04-07,79,9.0,,0.09,7.109999999999999
2020-04-08,69,9.0,,0.09,6.21
2020-04-09,100,9.0,,0.09,9.0
2020-04-10,44,9.0,,0.09,3.96
2020-04-11,63,9.0,,0.09,5.67
2020-04-12,77,9.0,False,0.09,6.93
2020-04-13,63,9.0,,0.09,5.67
2020-04-14,79,9.0,,0.09,7.109999999999999
2020-04-15,55,9.0,,0.09,4.95
2020-04-16,67,9.0,,0.09,6.029999999999999
2020-04-17,72,9.0,,0.09,6.4799999999999995
2020-04-18,66,9.0,,0.09,5.9399999999999995
2020-04-19,93,7.0,False,0.07,6.510000000000001
2020-04-20,58,7.0,,0.07,4.0600000000000005
2020-04-21,58,7.0,,0.07,4.0600000000000005
2020-04-22,44,7.0,,0.07,3.08
2020-04-23,54,7.0,,0.07,3.7800000000000002
2020-04-24,77,7.0,,0.07,5.390000000000001
2020-04-25,66,7.0,,0.07,4.62
2020-04-26,66,11.0,False,0.11,7.26
2020-04-27,71,11.0,,0.11,7.81
2020-04-28,68,11.0,,0.11,7.48
2020-04-29,72,11.0,,0.11,7.92
2020-04-30,89,11.0,,0.11,9.790000000000001
2020-05-01,83,11.0,,0.11,9.13
2020-05-02,100,11.0,,0.11,11.0
2020-05-03,64,11.0,False,0.11,7.04
2020-05-04,50,11.0,,0.11,5.5
2020-05-05,40,11.0,,0.11,4.4
2020-05-06,79,11.0,,0.11,8.69
2020-05-07,79,11.0,,0.11,8.69
2020-05-08,75,11.0,,0.11,8.25
2020-05-09,89,11.0,,0.11,9.790000000000001
2020-05-10,94,11.0,False,0.11,10.34
2020-05-11,98,11.0,,0.11,10.78
2020-05-12,82,11.0,,0.11,9.02
2020-05-13,78,11.0,,0.11,8.58
2020-05-14,73,11.0,,0.11,8.03
2020-05-15,50,11.0,,0.11,5.5
2020-05-16,73,11.0,,0.11,8.03
2020-05-17,57,10.0,False,0.1,5.7
2020-05-18,39,10.0,,0.1,3.9000000000000004
2020-05-19,60,10.0,,0.1,6.0
2020-05-20,57,10.0,,0.1,5.7
2020-05-21,72,10.0,,0.1,7.2
2020-05-22,68,10.0,,0.1,6.800000000000001
2020-05-23,79,10.0,,0.1,7.9
2020-05-24,57,9.0,False,0.09,5.13
2020-05-25,77,9.0,,0.09,6.93
2020-05-26,72,9.0,,0.09,6.4799999999999995
2020-05-27,70,9.0,,0.09,6.3
2020-05-28,72,9.0,,0.09,6.4799999999999995
2020-05-29,57,9.0,,0.09,5.13
2020-05-30,68,9.0,,0.09,6.12
2020-05-31,45,10.0,False,0.1,4.5
2020-06-01,93,10.0,,0.1,9.3
2020-06-02,70,10.0,,0.1,7.0
2020-06-03,72,10.0,,0.1,7.2
2020-06-04,51,10.0,,0.1,5.1000000000000005
2020-06-05,59,10.0,,0.1,5.9
2020-06-06,76,10.0,,0.1,7.6000000000000005
2020-06-07,83,9.0,False,0.09,7.47
2020-06-08,79,9.0,,0.09,7.109999999999999
2020-06-09,79,9.0,,0.09,7.109999999999999
2020-06-10,67,9.0,,0.09,6.029999999999999
2020-06-11,100,9.0,,0.09,9.0
2020-06-12,61,9.0,,0.09,5.49
2020-06-13,94,9.0,,0.09,8.459999999999999
2020-06-14,70,9.0,False,0.09,6.3
2020-06-15,71,9.0,,0.09,6.39
2020-06-16,92,9.0,,0.09,8.28
2020-06-17,97,9.0,,0.09,8.73
2020-06-18,65,9.0,,0.09,5.85
2020-06-19,97,9.0,,0.09,8.73
2020-06-20,74,9.0,,0.09,6.66
2020-06-21,66,10.0,False,0.1,6.6000000000000005
2020-06-22,79,10.0,,0.1,7.9
2020-06-23,85,10.0,,0.1,8.5
2020-06-24,67,10.0,,0.1,6.7
2020-06-25,66,10.0,,0.1,6.6000000000000005
2020-06-26,96,10.0,,0.1,9.600000000000001
2020-06-27,63,10.0,,0.1,6.300000000000001
2020-06-28,98,11.0,False,0.11,10.78
2020-06-29,89,11.0,,0.11,9.790000000000001
2020-06-30,79,11.0,,0.11,8.69
2020-07-01,78,11.0,,0.11,8.58
2020-07-02,68,11.0,,0.11,7.48
2020-07-03,70,11.0,,0.11,7.7
2020-07-04,21,11.0,,0.11,2.31
2020-07-05,66,9.0,False,0.09,5.9399999999999995
2020-07-06,53,9.0,,0.09,4.77
2020-07-07,67,9.0,,0.09,6.029999999999999
2020-07-08,90,9.0,,0.09,8.1
2020-07-09,50,9.0,,0.09,4.5
2020-07-10,77,9.0,,0.09,6.93
2020-07-11,67,9.0,,0.09,6.029999999999999
2020-07-12,61,11.0,False,0.11,6.71
2020-07-13,56,11.0,,0.11,6.16
2020-07-14,74,11.0,,0.11,8.14
2020-07-15,58,11.0,,0.11,6.38
2020-07-16,100,11.0,,0.11,11.0
2020-07-17,56,11.0,,0.11,6.16
2020-07-18,68,11.0,,0.11,7.48
2020-07-19,77,9.0,False,0.09,6.93
2020-07-20,32,9.0,,0.09,2.88
2020-07-21,65,9.0,,0.09,5.85
2020-07-22,75,9.0,,0.09,6.75
2020-07-23,83,9.0,,0.09,7.47
2020-07-24,55,9.0,,0.09,4.95
2020-07-25,77,9.0,,0.09,6.93
2020-07-26,58,11.0,False,0.11,6.38
2020-07-27,88,11.0,,0.11,9.68
2020-07-28,88,11.0,,0.11,9.68
2020-07-29,60,11.0,,0.11,6.6
2020-07-30,82,11.0,,0.11,9.02
2020-07-31,69,11.0,,0.11,7.59
2020-08-01,100,11.0,,0.11,11.0
2020-08-02,46,9.0,False,0.09,4.14
2020-08-03,39,9.0,,0.09,3.51
2020-08-04,58,9.0,,0.09,5.22
2020-08-05,47,9.0,,0.09,4.2299999999999995
2020-08-06,68,9.0,,0.09,6.12
2020-08-07,62,9.0,,0.09,5.58
2020-08-08,53,9.0,,0.09,4.77
2020-08-09,91,11.0,False,0.11,10.01
2020-08-10,67,11.0,,0.11,7.37
2020-08-11,77,11.0,,0.11,8.47
2020-08-12,68,11.0,,0.11,7.48
2020-08-13,60,11.0,,0.11,6.6
2020-08-14,84,11.0,,0.11,9.24
2020-08-15,58,11.0,,0.11,6.38
2020-08-16,68,9.0,False,0.09,6.12
2020-08-17,79,9.0,,0.09,7.109999999999999
2020-08-18,55,9.0,,0.09,4.95
2020-08-19,59,9.0,,0.09,5.31
2020-08-20,46,9.0,,0.09,4.14
2020-08-21,60,9.0,,0.09,5.3999999999999995
2020-08-22,96,9.0,,0.09,8.64
2020-08-23,63,10.0,False,0.1,6.300000000000001
2020-08-24,66,10.0,,0.1,6.6000000000000005
2020-08-25,77,10.0,,0.1,7.7
2020-08-26,60,10.0,,0.1,6.0
2020-08-27,66,10.0,,0.1,6.6000000000000005
2020-08-28,41,10.0,,0.1,4.1000000000000005
2020-08-29,48,10.0,,0.1,4.800000000000001
2020-08-30,76,10.0,False,0.1,7.6000000000000005
2020-08-31,47,10.0,,0.1,4.7
2020-09-01,76,10.0,,0.1,7.6000000000000005
2020-09-02,70,10.0,,0.1,7.0
2020-09-03,86,10.0,,0.1,8.6
2020-09-04,82,10.0,,0.1,8.200000000000001
2020-09-05,77,10.0,,0.1,7.7
2020-09-06,91,9.0,False,0.09,8.19
2020-09-07,92,9.0,,0.09,8.28
2020-09-08,63,9.0,,0.09,5.67
2020-09-09,92,9.0,,0.09,8.28
2020-09-10,86,9.0,,0.09,7.739999999999999
2020-09-11,66,9.0,,0.09,5.9399999999999995
2020-09-12,82,9.0,,0.09,7.38
2020-09-13,95,10.0,False,0.1,9.5
2020-09-14,69,10.0,,0.1,6.9
2020-09-15,82,10.0,,0.1,8.200000000000001
2020-09-16,69,10.0,,0.1,6.9
2020-09-17,57,10.0,,0.1,5.7
2020-09-18,76,10.0,,0.1,7.6000000000000005
2020-09-19,70,10.0,,0.1,7.0
2020-09-20,47,9.0,False,0.09,4.2299999999999995
2020-09-21,68,9.0,,0.09,6.12
2020-09-22,75,9.0,,0.09,6.75
2020-09-23,71,9.0,,0.09,6.39
2020-09-24,47,9.0,,0.09,4.2299999999999995
2020-09-25,96,9.0,,0.09,8.64
2020-09-26,64,9.0,,0.09,5.76
2020-09-27,40,8.0,False,0.08,3.2
2020-09-28,68,8.0,,0.08,5.44
2020-09-29,62,8.0,,0.08,4.96
2020-09-30,100,8.0,,0.08,8.0
2020-10-01,92,8.0,,0.08,7.36
2020-10-02,71,8.0,,0.08,5.68
2020-10-03,55,8.0,,0.08,4.4
2020-10-04,54,7.0,False,0.07,3.7800000000000002
2020-10-05,80,7.0,,0.07,5.6000000000000005
2020-10-06,67,7.0,,0.07,4.69
2020-10-07,75,7.0,,0.07,5.250000000000001
2020-10-08,71,7.0,,0.07,4.970000000000001
2020-10-09,89,7.0,,0.07,6.23
2020-10-10,87,7.0,,0.07,6.090000000000001
2020-10-11,49,7.0,False,0.07,3.43
2020-10-12,70,7.0,,0.07,4.9
2020-10-13,64,7.0,,0.07,4.48
2020-10-14,57,7.0,,0.07,3.99
2020-10-15,61,7.0,,0.07,4.2700000000000005
2020-10-16,89,7.0,,0.07,6.23
2020-10-17,28,7.0,,0.07,1.9600000000000002
2020-10-18,94,8.0,False,0.08,7.5200000000000005
2020-10-19,54,8.0,,0.08,4.32
2020-10-20,93,8.0,,0.08,7.44
2020-10-21,82,8.0,,0.08,6.5600000000000005
2020-10-22,85,8.0,,0.08,6.8
2020-10-23,61,8.0,,0.08,4.88
2020-10-24,52,8.0,,0.08,4.16
2020-10-25,100,8.0,False,0.08,8.0
2020-10-26,90,8.0,,0.08,7.2
2020-10-27,89,8.0,,0.08,7.12
2020-10-28,72,8.0,,0.08,5.76
2020-10-29,73,8.0,,0.08,5.84
2020-10-30,64,8.0,,0.08,5.12
2020-10-31,93,8.0,,0.08,7.44
2020-11-01,24,7.0,False,0.07,1.6800000000000002
2020-11-02,37,7.0,,0.07,2.5900000000000003
2020-11-03,24,7.0,,0.07,1.6800000000000002
2020-11-04,23,7.0,,0.07,1.61
2020-11-05,27,7.0,,0.07,1.8900000000000001
2020-11-06,27,7.0,,0.07,1.8900000000000001
2020-11-07,58,7.0,,0.07,4.0600000000000005
2020-11-08,43,9.0,False,0.09,3.8699999999999997
2020-11-09,47,9.0,,0.09,4.2299999999999995
2020-11-10,38,9.0,,0.09,3.42
2020-11-11,51,9.0,,0.09,4.59
2020-11-12,54,9.0,,0.09,4.859999999999999
2020-11-13,31,9.0,,0.09,2.79
2020-11-14,39,9.0,,0.09,3.51
2020-11-15,31,10.0,False,0.1,3.1
2020-11-16,43,10.0,,0.1,4.3
2020-11-17,55,10.0,,0.1,5.5
2020-11-18,63,10.0,,0.1,6.300000000000001
2020-11-19,33,10.0,,0.1,3.3000000000000003
2020-11-20,41,10.0,,0.1,4.1000000000000005
2020-11-21,45,10.0,,0.1,4.5
2020-11-22,55,13.0,False,0.13,7.15
2020-11-23,59,13.0,,0.13,7.67
2020-11-24,100,13.0,,0.13,13.0
2020-11-25,42,13.0,,0.13,5.46
2020-11-26,59,13.0,,0.13,7.67
2020-11-27,44,13.0,,0.13,5.720000000000001
2020-11-28,37,13.0,,0.13,4.8100000000000005
2020-11-29,52,11.0,False,0.11,5.72
2020-11-30,59,11.0,,0.11,6.49
2020-12-01,61,11.0,,0.11,6.71
2020-12-02,43,11.0,,0.11,4.73
2020-12-03,53,11.0,,0.11,5.83
2020-12-04,43,11.0,,0.11,4.73
2020-12-05,53,11.0,,0.11,5.83
2020-12-06,43,10.0,False,0.1,4.3
2020-12-07,32,10.0,,0.1,3.2
2020-12-08,37,10.0,,0.1,3.7
2020-12-09,39,10.0,,0.1,3.9000000000000004
2020-12-10,39,10.0,,0.1,3.9000000000000004
2020-12-11,42,10.0,,0.1,4.2
2020-12-12,37,10.0,,0.1,3.7
2020-12-13,30,15.0,False,0.15,4.5
2020-12-14,42,15.0,,0.15,6.3
2020-12-15,40,15.0,,0.15,6.0
2020-12-16,69,15.0,,0.15,10.35
2020-12-17,65,15.0,,0.15,9.75
2020-12-18,71,15.0,,0.15,10.65
2020-12-19,51,15.0,,0.15,7.6499999999999995
2020-12-20,78,13.0,False,0.13,10.14
2020-12-21,68,13.0,,0.13,8.84
2020-12-22,52,13.0,,0.13,6.76
2020-12-23,54,13.0,,0.13,7.0200000000000005
2020-12-24,45,13.0,,0.13,5.8500000000000005
2020-12-25,69,13.0,,0.13,8.97
2020-12-26,69,13.0,,0.13,8.97
2020-12-27,98,20.0,False,0.2,19.6
2020-12-28,82,20.0,,0.2,16.400000000000002
2020-12-29,83,20.0,,0.2,16.6
2020-12-30,100,20.0,,0.2,20.0
2020-12-31,90,20.0,,0.2,18.0
2021-01-01,47,20.0,,0.2,9.4
2021-01-02,73,20.0,,0.2,14.600000000000001
2021-01-03,89,33.0,False,0.33,29.37
2021-01-04,70,33.0,,0.33,23.1
2021-01-05,59,33.0,,0.33,19.470000000000002
2021-01-06,77,33.0,,0.33,25.41
2021-01-07,100,33.0,,0.33,33.0
2021-01-08,92,33.0,,0.33,30.360000000000003
2021-01-09,92,33.0,,0.33,30.360000000000003
2021-01-10,92,31.0,False,0.31,28.52
2021-01-11,83,31.0,,0.31,25.73
2021-01-12,77,31.0,,0.31,23.87
2021-01-13,63,31.0,,0.31,19.53
2021-01-14,89,31.0,,0.31,27.59
2021-01-15,75,31.0,,0.31,23.25
2021-01-16,64,31.0,,0.31,19.84
2021-01-17,73,26.0,False,0.26,18.98
2021-01-18,67,26.0,,0.26,17.42
2021-01-19,59,26.0,,0.26,15.34
2021-01-20,51,26.0,,0.26,13.26
2021-01-21,54,26.0,,0.26,14.040000000000001
2021-01-22,74,26.0,,0.26,19.240000000000002
2021-01-23,54,26.0,,0.26,14.040000000000001
2021-01-24,59,26.0,False,0.26,15.34
2021-01-25,63,26.0,,0.26,16.38
2021-01-26,44,26.0,,0.26,11.440000000000001
2021-01-27,50,26.0,,0.26,13.0
2021-01-28,41,26.0,,0.26,10.66
2021-01-29,81,26.0,,0.26,21.060000000000002
2021-01-30,72,26.0,,0.26,18.72
2021-01-31,56,24.0,False,0.24,13.44
2021-02-01,40,24.0,,0.24,9.6
2021-02-02,34,24.0,,0.24,8.16
2021-02-03,39,24.0,,0.24,9.36
2021-02-04,42,24.0,,0.24,10.08
2021-02-05,40,24.0,,0.24,9.6
2021-02-06,48,24.0,,0.24,11.52
2021-02-07,49,38.0,False,0.38,18.62
2021-02-08,67,38.0,,0.38,25.46
2021-02-09,90,38.0,,0.38,34.2
2021-02-10,48,38.0,,0.38,18.240000000000002
2021-02-11,69,38.0,,0.38,26.22
2021-02-12,62,38.0,,0.38,23.56
2021-02-13,65,38.0,,0.38,24.7
2021-02-14,64,43.0,False,0.43,27.52
2021-02-15,63,43.0,,0.43,27.09
2021-02-16,86,43.0,,0.43,36.98
2021-02-17,69,43.0,,0.43,29.669999999999998
2021-02-18,73,43.0,,0.43,31.39
2021-02-19,81,43.0,,0.43,34.83
2021-02-20,100,43.0,,0.43,43.0
2021-02-21,88,36.0,False,0.36,31.68
2021-02-22,83,36.0,,0.36,29.88
2021-02-23,69,36.0,,0.36,24.84
2021-02-24,56,36.0,,0.36,20.16
2021-02-25,47,36.0,,0.36,16.919999999999998
2021-02-26,51,36.0,,0.36,18.36
2021-02-27,58,36.0,,0.36,20.88
2021-02-28,61,28.0,False,0.28,17.080000000000002
2021-03-01,66,28.0,,0.28,18.48
2021-03-02,88,28.0,,0.28,24.64
2021-03-03,64,28.0,,0.28,17.92
2021-03-04,67,28.0,,0.28,18.76
2021-03-05,56,28.0,,0.28,15.680000000000001
2021-03-06,60,28.0,,0.28,16.8
2021-03-07,65,27.0,False,0.27,17.55
2021-03-08,50,27.0,,0.27,13.5
2021-03-09,61,27.0,,0.27,16.470000000000002
2021-03-10,73,27.0,,0.27,19.71
2021-03-11,70,27.0,,0.27,18.900000000000002
2021-03-12,59,27.0,,0.27,15.930000000000001
2021-03-13,70,27.0,,0.27,18.900000000000002
2021-03-14,100,31.0,False,0.31,31.0
2021-03-15,67,31.0,,0.31,20.77
2021-03-16,64,31.0,,0.31,19.84
2021-03-17,61,31.0,,0.31,18.91
2021-03-18,74,31.0,,0.31,22.94
2021-03-19,62,31.0,,0.31,19.22
2021-03-20,70,31.0,,0.31,21.7
2021-03-21,69,23.0,False,0.23,15.870000000000001
2021-03-22,52,23.0,,0.23,11.96
2021-03-23,56,23.0,,0.23,12.88
2021-03-24,57,23.0,,0.23,13.110000000000001
2021-03-25,46,23.0,,0.23,10.58
2021-03-26,53,23.0,,0.23,12.190000000000001
2021-03-27,66,23.0,,0.23,15.180000000000001
2021-03-28,44,24.0,False,0.24,10.559999999999999
2021-03-29,58,24.0,,0.24,13.92
2021-03-30,65,24.0,,0.24,15.6
2021-03-31,56,24.0,,0.24,13.44
2021-04-01,69,24.0,,0.24,16.56
2021-04-02,86,24.0,,0.24,20.64
2021-04-03,58,24.0,,0.24,13.92
2021-04-04,83,24.0,False,0.24,19.919999999999998
2021-04-05,65,24.0,,0.24,15.6
2021-04-06,67,24.0,,0.24,16.08
2021-04-07,77,24.0,,0.24,18.48
2021-04-08,84,24.0,,0.24,20.16
2021-04-09,70,24.0,,0.24,16.8
2021-04-10,62,24.0,,0.24,14.879999999999999
2021-04-11,78,27.0,False,0.27,21.060000000000002
2021-04-12,52,27.0,,0.27,14.040000000000001
2021-04-13,82,27.0,,0.27,22.14
2021-04-14,90,27.0,,0.27,24.3
2021-04-15,85,27.0,,0.27,22.950000000000003
2021-04-16,100,27.0,,0.27,27.0
2021-04-17,90,27.0,,0.27,24.3
2021-04-18,82,28.0,False,0.28,22.96
2021-04-19,68,28.0,,0.28,19.040000000000003
2021-04-20,79,28.0,,0.28,22.12
2021-04-21,80,28.0,,0.28,22.400000000000002
2021-04-22,73,28.0,,0.28,20.44
2021-04-23,71,28.0,,0.28,19.880000000000003
2021-04-24,69,28.0,,0.28,19.32
2021-04-25,61,22.0,False,0.22,13.42
2021-04-26,58,22.0,,0.22,12.76
2021-04-27,71,22.0,,0.22,15.62
2021-04-28,80,22.0,,0.22,17.6
2021-04-29,73,22.0,,0.22,16.06
2021-04-30,59,22.0,,0.22,12.98
2021-05-01,20,22.0,,0.22,4.4
2021-05-02,24,26.0,False,0.26,6.24
2021-05-03,21,26.0,,0.26,5.46
2021-05-04,25,26.0,,0.26,6.5
2021-05-05,24,26.0,,0.26,6.24
2021-05-06,27,26.0,,0.26,7.0200000000000005
2021-05-07,32,26.0,,0.26,8.32
2021-05-08,27,26.0,,0.26,7.0200000000000005
2021-05-09,27,48.0,False,0.48,12.959999999999999
2021-05-10,21,48.0,,0.48,10.08
2021-05-11,27,48.0,,0.48,12.959999999999999
2021-05-12,36,48.0,,0.48,17.28
2021-05-13,100,48.0,,0.48,48.0
2021-05-14,52,48.0,,0.48,24.96
2021-05-15,44,48.0,,0.48,21.119999999999997
2021-05-16,38,34.0,False,0.34,12.920000000000002
2021-05-17,37,34.0,,0.34,12.58
2021-05-18,28,34.0,,0.34,9.520000000000001
2021-05-19,34,34.0,,0.34,11.56
2021-05-20,32,34.0,,0.34,10.88
2021-05-21,33,34.0,,0.34,11.22
2021-05-22,34,34.0,,0.34,11.56
2021-05-23,28,35.0,False,0.35,9.799999999999999
2021-05-24,37,35.0,,0.35,12.95
2021-05-25,38,35.0,,0.35,13.299999999999999
2021-05-26,28,35.0,,0.35,9.799999999999999
2021-05-27,22,35.0,,0.35,7.699999999999999
2021-05-28,34,35.0,,0.35,11.899999999999999
2021-05-29,42,35.0,,0.35,14.7
2021-05-30,27,26.0,False,0.26,7.0200000000000005
2021-05-31,20,26.0,,0.26,5.2
2021-06-01,81,26.0,,0.26,21.060000000000002
2021-06-02,100,26.0,,0.26,26.0
2021-06-03,80,26.0,,0.26,20.8
2021-06-04,82,26.0,,0.26,21.32
2021-06-05,88,26.0,,0.26,22.880000000000003
2021-06-06,78,21.0,False,0.21,16.38
2021-06-07,79,21.0,,0.21,16.59
2021-06-08,62,21.0,,0.21,13.02
2021-06-09,83,21.0,,0.21,17.43
2021-06-10,65,21.0,,0.21,13.65
2021-06-11,56,21.0,,0.21,11.76
2021-06-12,52,21.0,,0.21,10.92
2021-06-13,56,19.0,False,0.19,10.64
2021-06-14,75,19.0,,0.19,14.25
2021-06-15,61,19.0,,0.19,11.59
2021-06-16,68,19.0,,0.19,12.92
2021-06-17,60,19.0,,0.19,11.4
2021-06-18,45,19.0,,0.19,8.55
2021-06-19,45,19.0,,0.19,8.55
2021-06-20,55,22.0,False,0.22,12.1
2021-06-21,92,22.0,,0.22,20.24
2021-06-22,79,22.0,,0.22,17.38
2021-06-23,51,22.0,,0.22,11.22
2021-06-24,67,22.0,,0.22,14.74
2021-06-25,74,22.0,,0.22,16.28
2021-06-26,59,22.0,,0.22,12.98
2021-06-27,56,18.0,False,0.18,10.08
2021-06-28,64,18.0,,0.18,11.52
2021-06-29,63,18.0,,0.18,11.34
2021-06-30,39,18.0,,0.18,7.02
2021-07-01,54,18.0,,0.18,9.719999999999999
2021-07-02,47,18.0,,0.18,8.459999999999999
2021-07-03,100,18.0,,0.18,18.0
2021-07-04,63,17.0,False,0.17,10.71
2021-07-05,61,17.0,,0.17,10.370000000000001
2021-07-06,56,17.0,,0.17,9.520000000000001
2021-07-07,43,17.0,,0.17,7.3100000000000005
2021-07-08,46,17.0,,0.17,7.82
2021-07-09,56,17.0,,0.17,9.520000000000001
2021-07-10,46,17.0,,0.17,7.82
2021-07-11,55,14.0,False,0.14,7.700000000000001
2021-07-12,47,14.0,,0.14,6.580000000000001
2021-07-13,45,14.0,,0.14,6.300000000000001
2021-07-14,45,14.0,,0.14,6.300000000000001
2021-07-15,44,14.0,,0.14,6.16
2021-07-16,33,14.0,,0.14,4.62
2021-07-17,37,14.0,,0.14,5.180000000000001
2021-07-18,50,19.0,False,0.19,9.5
2021-07-19,57,19.0,,0.19,10.83
2021-07-20,85,19.0,,0.19,16.15
2021-07-21,47,19.0,,0.19,8.93
2021-07-22,49,19.0,,0.19,9.31
2021-07-23,42,19.0,,0.19,7.98
2021-07-24,61,19.0,,0.19,11.59
2021-07-25,24,16.0,False,0.16,3.84
2021-07-26,54,16.0,,0.16,8.64
2021-07-27,37,16.0,,0.16,5.92
2021-07-28,42,16.0,,0.16,6.72
2021-07-29,35,16.0,,0.16,5.6000000000000005
2021-07-30,37,16.0,,0.16,5.92
2021-07-31,38,16.0,,0.16,6.08
2021-08-01,76,14.0,False,0.14,10.64
2021-08-02,65,14.0,,0.14,9.100000000000001
2021-08-03,50,14.0,,0.14,7.000000000000001
2021-08-04,47,14.0,,0.14,6.580000000000001
2021-08-05,43,14.0,,0.14,6.0200000000000005
2021-08-06,37,14.0,,0.14,5.180000000000001
2021-08-07,50,14.0,,0.14,7.000000000000001
2021-08-08,61,16.0,False,0.16,9.76
2021-08-09,72,16.0,,0.16,11.52
2021-08-10,59,16.0,,0.16,9.44
2021-08-11,100,16.0,,0.16,16.0
2021-08-12,56,16.0,,0.16,8.96
2021-08-13,50,16.0,,0.16,8.0
2021-08-14,50,16.0,,0.16,8.0
2021-08-15,68,15.0,False,0.15,10.2
2021-08-16,62,15.0,,0.15,9.299999999999999
2021-08-17,58,15.0,,0.15,8.7
2021-08-18,58,15.0,,0.15,8.7
2021-08-19,64,15.0,,0.15,9.6
2021-08-20,65,15.0,,0.15,9.75
2021-08-21,55,15.0,,0.15,8.25
2021-08-22,68,16.0,False,0.16,10.88
2021-08-23,76,16.0,,0.16,12.16
2021-08-24,56,16.0,,0.16,8.96
2021-08-25,67,16.0,,0.16,10.72
2021-08-26,45,16.0,,0.16,7.2
2021-08-27,46,16.0,,0.16,7.36
2021-08-28,48,16.0,,0.16,7.68
2021-08-29,38,15.0,False,0.15,5.7
2021-08-30,53,15.0,,0.15,7.949999999999999
2021-08-31,42,15.0,,0.15,6.3
2021-09-01,53,15.0,,0.15,7.949999999999999
2021-09-02,66,15.0,,0.15,9.9
2021-09-03,76,15.0,,0.15,11.4
2021-09-04,72,15.0,,0.15,10.799999999999999
2021-09-05,100,18.0,False,0.18,18.0
2021-09-06,78,18.0,,0.18,14.04
2021-09-07,96,18.0,,0.18,17.28
2021-09-08,69,18.0,,0.18,12.42
2021-09-09,78,18.0,,0.18,14.04
2021-09-10,72,18.0,,0.18,12.959999999999999
2021-09-11,58,18.0,,0.18,10.44
2021-09-12,60,13.0,False,0.13,7.800000000000001
2021-09-13,39,13.0,,0.13,5.07
2021-09-14,55,13.0,,0.13,7.15
2021-09-15,50,13.0,,0.13,6.5
2021-09-16,52,13.0,,0.13,6.76
2021-09-17,44,13.0,,0.13,5.720000000000001
2021-09-18,42,13.0,,0.13,5.46
2021-09-19,41,13.0,False,0.13,5.33
2021-09-20,47,13.0,,0.13,6.11
2021-09-21,44,13.0,,0.13,5.720000000000001
2021-09-22,46,13.0,,0.13,5.98
2021-09-23,55,13.0,,0.13,7.15
2021-09-24,66,13.0,,0.13,8.58
2021-09-25,70,13.0,,0.13,9.1
2021-09-26,43,15.0,False,0.15,6.45
2021-09-27,47,15.0,,0.15,7.05
2021-09-28,46,15.0,,0.15,6.8999999999999995
2021-09-29,58,15.0,,0.15,8.7
2021-09-30,61,15.0,,0.15,9.15
2021-10-01,100,15.0,,0.15,15.0
2021-10-02,92,15.0,,0.15,13.799999999999999
2021-10-03,66,12.0,False,0.12,7.92
2021-10-04,87,12.0,,0.12,10.44
2021-10-05,72,12.0,,0.12,8.64
2021-10-06,61,12.0,,0.12,7.319999999999999
2021-10-07,86,12.0,,0.12,10.32
2021-10-08,57,12.0,,0.12,6.84
