date,price bitcoin_unscaled,price bitcoin_monthly,isPartial,scale,price bitcoin
2017-08-01,72,,,,
2017-08-02,56,,,,
2017-08-03,43,,,,
2017-08-04,34,,,,
2017-08-05,53,,,,
2017-08-06,38,12.0,False,0.12,4.56
2017-08-07,47,12.0,,0.12,5.64
2017-08-08,47,12.0,,0.12,5.64
2017-08-09,52,12.0,,0.12,6.24
2017-08-10,53,12.0,,0.12,6.359999999999999
2017-08-11,50,12.0,,0.12,6.0
2017-08-12,69,12.0,,0.12,8.28
2017-08-13,80,17.0,False,0.17,13.600000000000001
2017-08-14,100,17.0,,0.17,17.0
2017-08-15,88,17.0,,0.17,14.96
2017-08-16,72,17.0,,0.17,12.24
2017-08-17,74,17.0,,0.17,12.58
2017-08-18,66,17.0,,0.17,11.22
2017-08-19,56,17.0,,0.17,9.520000000000001
2017-08-20,44,12.0,False,0.12,5.279999999999999
2017-08-21,54,12.0,,0.12,6.4799999999999995
2017-08-22,61,12.0,,0.12,7.319999999999999
2017-08-23,57,12.0,,0.12,6.84
2017-08-24,48,12.0,,0.12,5.76
2017-08-25,58,12.0,,0.12,6.96
2017-08-26,39,12.0,,0.12,4.68
2017-08-27,37,13.0,False,0.13,4.8100000000000005
2017-08-28,47,13.0,,0.13,6.11
2017-08-29,57,13.0,,0.13,7.41
2017-08-30,56,13.0,,0.13,7.28
2017-08-31,68,13.0,,0.13,8.84
2017-09-01,52,13.0,,0.13,6.76
2017-09-02,46,13.0,,0.13,5.98
2017-09-03,38,15.0,False,0.15,5.7
2017-09-04,56,15.0,,0.15,8.4
2017-09-05,65,15.0,,0.15,9.75
2017-09-06,45,15.0,,0.15,6.75
2017-09-07,42,15.0,,0.15,6.3
2017-09-08,47,15.0,,0.15,7.05
2017-09-09,31,15.0,,0.15,4.6499999999999995
2017-09-10,39,18.0,False,0.18,7.02
2017-09-11,39,18.0,,0.18,7.02
2017-09-12,35,18.0,,0.18,6.3
2017-09-13,56,18.0,,0.18,10.08
2017-09-14,75,18.0,,0.18,13.5
2017-09-15,100,18.0,,0.18,18.0
2017-09-16,57,18.0,,0.18,10.26
2017-09-17,45,13.0,False,0.13,5.8500000000000005
2017-09-18,53,13.0,,0.13,6.890000000000001
2017-09-19,44,13.0,,0.13,5.720000000000001
2017-09-20,38,13.0,,0.13,4.94
2017-09-21,33,13.0,,0.13,4.29
2017-09-22,35,13.0,,0.13,4.55
2017-09-23,27,13.0,,0.13,3.5100000000000002
2017-09-24,26,10.0,False,0.1,2.6
2017-09-25,33,10.0,,0.1,3.3000000000000003
2017-09-26,29,10.0,,0.1,2.9000000000000004
2017-09-27,37,10.0,,0.1,3.7
2017-09-28,33,10.0,,0.1,3.3000000000000003
2017-09-29,32,10.0,,0.1,3.2
2017-09-30,25,10.0,,0.1,2.5
2017-10-01,33,9.0,False,0.09,2.9699999999999998
2017-10-02,43,9.0,,0.09,3.8699999999999997
2017-10-03,38,9.0,,0.09,3.42
2017-10-04,32,9.0,,0.09,2.88
2017-10-05,36,9.0,,0.09,3.2399999999999998
2017-10-06,32,9.0,,0.09,2.88
2017-10-07,25,9.0,,0.09,2.25
2017-10-08,31,14.0,False,0.14,4.340000000000001
2017-10-09,39,14.0,,0.14,5.460000000000001
2017-10-10,46,14.0,,0.14,6.44
2017-10-11,42,14.0,,0.14,5.880000000000001
2017-10-12,77,14.0,,0.14,10.780000000000001
2017-10-13,100,14.0,,0.14,14.000000000000002
2017-10-14,57,14.0,,0.14,7.98
2017-10-15,56,14.0,False,0.14,7.840000000000001
2017-10-16,56,14.0,,0.14,7.840000000000001
2017-10-17,55,14.0,,0.14,7.700000000000001
2017-10-18,66,14.0,,0.14,9.24
2017-10-19,57,14.0,,0.14,7.98
2017-10-20,62,14.0,,0.14,8.680000000000001
2017-10-21,73,14.0,,0.14,10.22
2017-10-22,58,16.0,False,0.16,9.28
2017-10-23,63,16.0,,0.16,10.08
2017-10-24,71,16.0,,0.16,11.36
2017-10-25,75,16.0,,0.16,12.0
2017-10-26,65,16.0,,0.16,10.4
2017-10-27,59,16.0,,0.16,9.44
2017-10-28,49,16.0,,0.16,7.84
2017-10-29,50,25.0,False,0.25,12.5
2017-10-30,66,25.0,,0.25,16.5
2017-10-31,81,25.0,,0.25,20.25
2017-11-01,27,25.0,,0.25,6.75
2017-11-02,34,25.0,,0.25,8.5
2017-11-03,31,25.0,,0.25,7.75
2017-11-04,24,25.0,,0.25,6.0
2017-11-05,22,26.0,False,0.26,5.720000000000001
2017-11-06,25,26.0,,0.26,6.5
2017-11-07,23,26.0,,0.26,5.98
2017-11-08,27,26.0,,0.26,7.0200000000000005
2017-11-09,26,26.0,,0.26,6.76
2017-11-10,31,26.0,,0.26,8.06
2017-11-11,27,26.0,,0.26,7.0200000000000005
2017-11-12,34,27.0,False,0.27,9.18
2017-11-13,35,27.0,,0.27,9.450000000000001
2017-11-14,28,27.0,,0.27,7.5600000000000005
2017-11-15,26,27.0,,0.27,7.0200000000000005
2017-11-16,29,27.0,,0.27,7.83
2017-11-17,29,27.0,,0.27,7.83
2017-11-18,22,27.0,,0.27,5.94
2017-11-19,21,23.0,False,0.23,4.83
2017-11-20,28,23.0,,0.23,6.44
2017-11-21,30,23.0,,0.23,6.9
2017-11-22,26,23.0,,0.23,5.98
2017-11-23,22,23.0,,0.23,5.0600000000000005
2017-11-24,21,23.0,,0.23,4.83
2017-11-25,22,23.0,,0.23,5.0600000000000005
2017-11-26,36,64.0,False,0.64,23.04
2017-11-27,51,64.0,,0.64,32.64
2017-11-28,60,64.0,,0.64,38.4
2017-11-29,100,64.0,,0.64,64.0
2017-11-30,89,64.0,,0.64,56.96
2017-12-01,34,64.0,,0.64,21.76
2017-12-02,26,64.0,,0.64,16.64
2017-12-03,25,88.0,False,0.88,22.0
2017-12-04,29,88.0,,0.88,25.52
2017-12-05,29,88.0,,0.88,25.52
2017-12-06,41,88.0,,0.88,36.08
2017-12-07,87,88.0,,0.88,76.56
2017-12-08,88,88.0,,0.88,77.44
2017-12-09,54,88.0,,0.88,47.52
2017-12-10,48,87.0,False,0.87,41.76
2017-12-11,63,87.0,,0.87,54.81
2017-12-12,54,87.0,,0.87,46.98
2017-12-13,46,87.0,,0.87,40.02
2017-12-14,40,87.0,,0.87,34.8
2017-12-15,35,87.0,,0.87,30.45
2017-12-16,33,87.0,,0.87,28.71
2017-12-17,37,100.0,False,1.0,37.0
2017-12-18,42,100.0,,1.0,42.0
2017-12-19,41,100.0,,1.0,41.0
2017-12-20,57,100.0,,1.0,57.0
2017-12-21,45,100.0,,1.0,45.0
2017-12-22,100,100.0,,1.0,100.0
2017-12-23,66,100.0,,1.0,66.0
2017-12-24,48,70.0,False,0.7,33.599999999999994
2017-12-25,39,70.0,,0.7,27.299999999999997
2017-12-26,41,70.0,,0.7,28.7
2017-12-27,36,70.0,,0.7,25.2
2017-12-28,39,70.0,,0.7,27.299999999999997
2017-12-29,34,70.0,,0.7,23.799999999999997
2017-12-30,31,70.0,,0.7,21.7
2017-12-31,29,48.0,False,0.48,13.92
2018-01-01,41,48.0,,0.48,19.68
2018-01-02,51,48.0,,0.48,24.48
2018-01-03,45,48.0,,0.48,21.599999999999998
2018-01-04,41,48.0,,0.48,19.68
2018-01-05,41,48.0,,0.48,19.68
2018-01-06,32,48.0,,0.48,15.36
2018-01-07,34,42.0,False,0.42,14.28
2018-01-08,43,42.0,,0.42,18.06
2018-01-09,40,42.0,,0.42,16.8
2018-01-10,40,42.0,,0.42,16.8
2018-01-11,45,42.0,,0.42,18.9
2018-01-12,38,42.0,,0.42,15.959999999999999
2018-01-13,27,42.0,,0.42,11.34
2018-01-14,26,62.0,False,0.62,16.12
2018-01-15,28,62.0,,0.62,17.36
2018-01-16,64,62.0,,0.62,39.68
2018-01-17,100,62.0,,0.62,62.0
2018-01-18,71,62.0,,0.62,44.02
2018-01-19,51,62.0,,0.62,31.62
2018-01-20,37,62.0,,0.62,22.94
2018-01-21,33,41.0,False,0.41,13.53
2018-01-22,44,41.0,,0.41,18.04
2018-01-23,44,41.0,,0.41,18.04
2018-01-24,39,41.0,,0.41,15.989999999999998
2018-01-25,35,41.0,,0.41,14.35
2018-01-26,33,41.0,,0.41,13.53
2018-01-27,28,41.0,,0.41,11.479999999999999
2018-01-28,26,45.0,False,0.45,11.700000000000001
2018-01-29,27,45.0,,0.45,12.15
2018-01-30,34,45.0,,0.45,15.3
2018-01-31,37,45.0,,0.45,16.650000000000002
2018-02-01,51,45.0,,0.45,22.95
2018-02-02,75,45.0,,0.45,33.75
2018-02-03,47,45.0,,0.45,21.150000000000002
2018-02-04,39,60.0,False,0.6,23.4
2018-02-05,76,60.0,,0.6,45.6
2018-02-06,100,60.0,,0.6,60.0
2018-02-07,63,60.0,,0.6,37.8
2018-02-08,52,60.0,,0.6,31.2
2018-02-09,44,60.0,,0.6,26.4
2018-02-10,34,60.0,,0.6,20.4
2018-02-11,29,30.0,False,0.3,8.7
2018-02-12,33,30.0,,0.3,9.9
2018-02-13,31,30.0,,0.3,9.299999999999999
2018-02-14,30,30.0,,0.3,9.0
2018-02-15,31,30.0,,0.3,9.299999999999999
2018-02-16,30,30.0,,0.3,9.0
2018-02-17,26,30.0,,0.3,7.8
2018-02-18,25,26.0,False,0.26,6.5
2018-02-19,26,26.0,,0.26,6.76
2018-02-20,26,26.0,,0.26,6.76
2018-02-21,27,26.0,,0.26,7.0200000000000005
2018-02-22,26,26.0,,0.26,6.76
2018-02-23,23,26.0,,0.26,5.98
2018-02-24,20,26.0,,0.26,5.2
2018-02-25,17,20.0,False,0.2,3.4000000000000004
2018-02-26,20,20.0,,0.2,4.0
2018-02-27,22,20.0,,0.2,4.4
2018-02-28,21,20.0,,0.2,4.2
2018-03-01,75,20.0,,0.2,15.0
2018-03-02,72,20.0,,0.2,14.4
2018-03-03,74,20.0,,0.2,14.8
2018-03-04,60,20.0,False,0.2,12.0
2018-03-05,75,20.0,,0.2,15.0
2018-03-06,73,20.0,,0.2,14.600000000000001
2018-03-07,76,20.0,,0.2,15.200000000000001
2018-03-08,89,20.0,,0.2,17.8
2018-03-09,89,20.0,,0.2,17.8
2018-03-10,71,20.0,,0.2,14.200000000000001
2018-03-11,70,21.0,False,0.21,14.7
2018-03-12,75,21.0,,0.21,15.75
2018-03-13,72,21.0,,0.21,15.12
2018-03-14,82,21.0,,0.21,17.22
2018-03-15,100,21.0,,0.21,21.0
2018-03-16,81,21.0,,0.21,17.009999999999998
2018-03-17,68,21.0,,0.21,14.28
2018-03-18,81,20.0,False,0.2,16.2
2018-03-19,90,20.0,,0.2,18.0
2018-03-20,82,20.0,,0.2,16.400000000000002
2018-03-21,68,20.0,,0.2,13.600000000000001
2018-03-22,67,20.0,,0.2,13.4
2018-03-23,68,20.0,,0.2,13.600000000000001
2018-03-24,49,20.0,,0.2,9.8
2018-03-25,51,19.0,False,0.19,9.69
2018-03-26,69,19.0,,0.19,13.11
2018-03-27,77,19.0,,0.19,14.63
2018-03-28,68,19.0,,0.19,12.92
2018-03-29,74,19.0,,0.19,14.06
2018-03-30,99,19.0,,0.19,18.81
2018-03-31,68,19.0,,0.19,12.92
2018-04-01,84,20.0,False,0.2,16.8
2018-04-02,100,20.0,,0.2,20.0
2018-04-03,84,20.0,,0.2,16.8
2018-04-04,86,20.0,,0.2,17.2
2018-04-05,87,20.0,,0.2,17.400000000000002
2018-04-06,93,20.0,,0.2,18.6
2018-04-07,73,20.0,,0.2,14.600000000000001
2018-04-08,66,18.0,False,0.18,11.879999999999999
2018-04-09,80,18.0,,0.18,14.399999999999999
2018-04-10,79,18.0,,0.18,14.219999999999999
2018-04-11,74,18.0,,0.18,13.32
2018-04-12,84,18.0,,0.18,15.12
2018-04-13,82,18.0,,0.18,14.76
2018-04-14,65,18.0,,0.18,11.7
2018-04-15,64,16.0,False,0.16,10.24
2018-04-16,70,16.0,,0.16,11.200000000000001
2018-04-17,70,16.0,,0.16,11.200000000000001
2018-04-18,69,16.0,,0.16,11.040000000000001
2018-04-19,63,16.0,,0.16,10.08
2018-04-20,68,16.0,,0.16,10.88
2018-04-21,63,16.0,,0.16,10.08
2018-04-22,59,16.0,False,0.16,9.44
2018-04-23,64,16.0,,0.16,10.24
2018-04-24,77,16.0,,0.16,12.32
2018-04-25,77,16.0,,0.16,12.32
2018-04-26,63,16.0,,0.16,10.08
2018-04-27,65,16.0,,0.16,10.4
2018-04-28,50,16.0,,0.16,8.0
2018-04-29,52,13.0,False,0.13,6.76
2018-04-30,55,13.0,,0.13,7.15
2018-05-01,91,13.0,,0.13,11.83
2018-05-02,98,13.0,,0.13,12.74
2018-05-03,97,13.0,,0.13,12.610000000000001
2018-05-04,91,13.0,,0.13,11.83
2018-05-05,87,13.0,,0.13,11.31
2018-05-06,84,13.0,False,0.13,10.92
2018-05-07,91,13.0,,0.13,11.83
2018-05-08,84,13.0,,0.13,10.92
2018-05-09,77,13.0,,0.13,10.01
2018-05-10,81,13.0,,0.13,10.530000000000001
2018-05-11,100,13.0,,0.13,13.0
2018-05-12,79,13.0,,0.13,10.27
2018-05-13,65,11.0,False,0.11,7.15
2018-05-14,82,11.0,,0.11,9.02
2018-05-15,81,11.0,,0.11,8.91
2018-05-16,70,11.0,,0.11,7.7
2018-05-17,65,11.0,,0.11,7.15
2018-05-18,77,11.0,,0.11,8.47
2018-05-19,59,11.0,,0.11,6.49
2018-05-20,59,12.0,False,0.12,7.08
2018-05-21,70,12.0,,0.12,8.4
2018-05-22,68,12.0,,0.12,8.16
2018-05-23,89,12.0,,0.12,10.68
2018-05-24,98,12.0,,0.12,11.76
2018-05-25,72,12.0,,0.12,8.64
2018-05-26,57,12.0,,0.12,6.84
2018-05-27,73,11.0,False,0.11,8.03
2018-05-28,71,11.0,,0.11,7.81
2018-05-29,73,11.0,,0.11,8.03
2018-05-30,75,11.0,,0.11,8.25
2018-05-31,75,11.0,,0.11,8.25
2018-06-01,51,11.0,,0.11,5.61
2018-06-02,55,11.0,,0.11,6.05
2018-06-03,47,9.0,False,0.09,4.2299999999999995
2018-06-04,54,9.0,,0.09,4.859999999999999
2018-06-05,53,9.0,,0.09,4.77
2018-06-06,59,9.0,,0.09,5.31
2018-06-07,51,9.0,,0.09,4.59
2018-06-08,47,9.0,,0.09,4.2299999999999995
2018-06-09,46,9.0,,0.09,4.14
2018-06-10,64,14.0,False,0.14,8.96
2018-06-11,100,14.0,,0.14,14.000000000000002
2018-06-12,76,14.0,,0.14,10.64
2018-06-13,81,14.0,,0.14,11.340000000000002
2018-06-14,73,14.0,,0.14,10.22
2018-06-15,68,14.0,,0.14,9.520000000000001
2018-06-16,54,14.0,,0.14,7.5600000000000005
2018-06-17,52,11.0,False,0.11,5.72
2018-06-18,72,11.0,,0.11,7.92
2018-06-19,63,11.0,,0.11,6.93
2018-06-20,69,11.0,,0.11,7.59
2018-06-21,49,11.0,,0.11,5.39
2018-06-22,65,11.0,,0.11,7.15
2018-06-23,57,11.0,,0.11,6.2700000000000005
2018-06-24,70,12.0,False,0.12,8.4
2018-06-25,66,12.0,,0.12,7.92
2018-06-26,63,12.0,,0.12,7.56
2018-06-27,59,12.0,,0.12,7.08
2018-06-28,61,12.0,,0.12,7.319999999999999
2018-06-29,81,12.0,,0.12,9.719999999999999
2018-06-30,64,12.0,,0.12,7.68
2018-07-01,66,10.0,False,0.1,6.6000000000000005
2018-07-02,81,10.0,,0.1,8.1
2018-07-03,79,10.0,,0.1,7.9
2018-07-04,73,10.0,,0.1,7.300000000000001
2018-07-05,71,10.0,,0.1,7.1000000000000005
2018-07-06,65,10.0,,0.1,6.5
2018-07-07,57,10.0,,0.1,5.7
2018-07-08,57,9.0,False,0.09,5.13
2018-07-09,63,9.0,,0.09,5.67
2018-07-10,67,9.0,,0.09,6.029999999999999
2018-07-11,68,9.0,,0.09,6.12
2018-07-12,68,9.0,,0.09,6.12
2018-07-13,54,9.0,,0.09,4.859999999999999
2018-07-14,49,9.0,,0.09,4.41
2018-07-15,47,10.0,False,0.1,4.7
2018-07-16,57,10.0,,0.1,5.7
2018-07-17,84,10.0,,0.1,8.4
2018-07-18,95,10.0,,0.1,9.5
2018-07-19,82,10.0,,0.1,8.200000000000001
2018-07-20,70,10.0,,0.1,7.0
2018-07-21,52,10.0,,0.1,5.2
2018-07-22,55,12.0,False,0.12,6.6
2018-07-23,74,12.0,,0.12,8.879999999999999
2018-07-24,100,12.0,,0.12,12.0
2018-07-25,94,12.0,,0.12,11.28
2018-07-26,96,12.0,,0.12,11.52
2018-07-27,80,12.0,,0.12,9.6
2018-07-28,61,12.0,,0.12,7.319999999999999
2018-07-29,63,10.0,False,0.1,6.300000000000001
2018-07-30,70,10.0,,0.1,7.0
2018-07-31,74,10.0,,0.1,7.4
2018-08-01,73,10.0,,0.1,7.300000000000001
2018-08-02,60,10.0,,0.1,6.0
2018-08-03,74,10.0,,0.1,7.4
2018-08-04,53,10.0,,0.1,5.300000000000001
2018-08-05,57,10.0,False,0.1,5.7
2018-08-06,56,10.0,,0.1,5.6000000000000005
2018-08-07,64,10.0,,0.1,6.4
2018-08-08,83,10.0,,0.1,8.3
2018-08-09,81,10.0,,0.1,8.1
2018-08-10,64,10.0,,0.1,6.4
2018-08-11,71,10.0,,0.1,7.1000000000000005
2018-08-12,48,11.0,False,0.11,5.28
2018-08-13,64,11.0,,0.11,7.04
2018-08-14,100,11.0,,0.11,11.0
2018-08-15,84,11.0,,0.11,9.24
2018-08-16,77,11.0,,0.11,8.47
2018-08-17,63,11.0,,0.11,6.93
2018-08-18,54,11.0,,0.11,5.94
2018-08-19,53,9.0,False,0.09,4.77
2018-08-20,61,9.0,,0.09,5.49
2018-08-21,70,9.0,,0.09,6.3
2018-08-22,67,9.0,,0.09,6.029999999999999
2018-08-23,60,9.0,,0.09,5.3999999999999995
2018-08-24,67,9.0,,0.09,6.029999999999999
2018-08-25,56,9.0,,0.09,5.04
2018-08-26,56,8.0,False,0.08,4.48
2018-08-27,53,8.0,,0.08,4.24
2018-08-28,65,8.0,,0.08,5.2
2018-08-29,64,8.0,,0.08,5.12
2018-08-30,60,8.0,,0.08,4.8
2018-08-31,49,8.0,,0.08,3.92
2018-09-01,45,8.0,,0.08,3.6
2018-09-02,58,10.0,False,0.1,5.800000000000001
2018-09-03,56,10.0,,0.1,5.6000000000000005
2018-09-04,61,10.0,,0.1,6.1000000000000005
2018-09-05,85,10.0,,0.1,8.5
2018-09-06,100,10.0,,0.1,10.0
2018-09-07,81,10.0,,0.1,8.1
2018-09-08,56,10.0,,0.1,5.6000000000000005
2018-09-09,59,10.0,False,0.1,5.9
2018-09-10,68,10.0,,0.1,6.800000000000001
2018-09-11,80,10.0,,0.1,8.0
2018-09-12,79,10.0,,0.1,7.9
2018-09-13,76,10.0,,0.1,7.6000000000000005
2018-09-14,58,10.0,,0.1,5.800000000000001
2018-09-15,45,10.0,,0.1,4.5
2018-09-16,47,8.0,False,0.08,3.7600000000000002
2018-09-17,60,8.0,,0.08,4.8
2018-09-18,65,8.0,,0.08,5.2
2018-09-19,54,8.0,,0.08,4.32
2018-09-20,56,8.0,,0.08,4.48
2018-09-21,65,8.0,,0.08,5.2
2018-09-22,58,8.0,,0.08,4.64
2018-09-23,44,7.0,False,0.07,3.08
2018-09-24,51,7.0,,0.07,3.5700000000000003
2018-09-25,56,7.0,,0.07,3.9200000000000004
2018-09-26,49,7.0,,0.07,3.43
2018-09-27,54,7.0,,0.07,3.7800000000000002
2018-09-28,53,7.0,,0.07,3.7100000000000004
2018-09-29,40,7.0,,0.07,2.8000000000000003
2018-09-30,38,6.0,False,0.06,2.28
2018-10-01,58,6.0,,0.06,3.48
2018-10-02,55,6.0,,0.06,3.3
2018-10-03,56,6.0,,0.06,3.36
2018-10-04,62,6.0,,0.06,3.7199999999999998
2018-10-05,61,6.0,,0.06,3.6599999999999997
2018-10-06,50,6.0,,0.06,3.0
2018-10-07,40,7.0,False,0.07,2.8000000000000003
2018-10-08,48,7.0,,0.07,3.3600000000000003
2018-10-09,59,7.0,,0.07,4.130000000000001
2018-10-10,60,7.0,,0.07,4.2
2018-10-11,100,7.0,,0.07,7.000000000000001
2018-10-12,80,7.0,,0.07,5.6000000000000005
2018-10-13,52,7.0,,0.07,3.6400000000000006
2018-10-14,46,6.0,False,0.06,2.76
2018-10-15,79,6.0,,0.06,4.74
2018-10-16,63,6.0,,0.06,3.78
2018-10-17,55,6.0,,0.06,3.3
2018-10-18,61,6.0,,0.06,3.6599999999999997
2018-10-19,54,6.0,,0.06,3.2399999999999998
2018-10-20,44,6.0,,0.06,2.6399999999999997
2018-10-21,47,5.0,False,0.05,2.35
2018-10-22,50,5.0,,0.05,2.5
2018-10-23,58,5.0,,0.05,2.9000000000000004
2018-10-24,54,5.0,,0.05,2.7
2018-10-25,53,5.0,,0.05,2.6500000000000004
2018-10-26,56,5.0,,0.05,2.8000000000000003
2018-10-27,38,5.0,,0.05,1.9000000000000001
2018-10-28,39,5.0,False,0.05,1.9500000000000002
2018-10-29,57,5.0,,0.05,2.85
2018-10-30,53,5.0,,0.05,2.6500000000000004
2018-10-31,59,5.0,,0.05,2.95
2018-11-01,26,5.0,,0.05,1.3
2018-11-02,27,5.0,,0.05,1.35
2018-11-03,20,5.0,,0.05,1.0
2018-11-04,22,5.0,False,0.05,1.1
2018-11-05,27,5.0,,0.05,1.35
2018-11-06,27,5.0,,0.05,1.35
2018-11-07,28,5.0,,0.05,1.4000000000000001
2018-11-08,24,5.0,,0.05,1.2000000000000002
2018-11-09,25,5.0,,0.05,1.25
2018-11-10,21,5.0,,0.05,1.05
2018-11-11,18,8.0,False,0.08,1.44
2018-11-12,29,8.0,,0.08,2.32
2018-11-13,27,8.0,,0.08,2.16
2018-11-14,46,8.0,,0.08,3.68
2018-11-15,61,8.0,,0.08,4.88
2018-11-16,46,8.0,,0.08,3.68
2018-11-17,38,8.0,,0.08,3.04
2018-11-18,27,13.0,False,0.13,3.5100000000000002
2018-11-19,56,13.0,,0.13,7.28
2018-11-20,100,13.0,,0.13,13.0
2018-11-21,81,13.0,,0.13,10.530000000000001
2018-11-22,54,13.0,,0.13,7.0200000000000005
2018-11-23,62,13.0,,0.13,8.06
2018-11-24,54,13.0,,0.13,7.0200000000000005
2018-11-25,85,15.0,False,0.15,12.75
2018-11-26,90,15.0,,0.15,13.5
2018-11-27,85,15.0,,0.15,12.75
2018-11-28,72,15.0,,0.15,10.799999999999999
2018-11-29,63,15.0,,0.15,9.45
2018-11-30,56,15.0,,0.15,8.4
2018-12-01,57,15.0,,0.15,8.549999999999999
2018-12-02,49,12.0,False,0.12,5.88
2018-12-03,61,12.0,,0.12,7.319999999999999
2018-12-04,65,12.0,,0.12,7.8
2018-12-05,65,12.0,,0.12,7.8
2018-12-06,81,12.0,,0.12,9.719999999999999
2018-12-07,100,12.0,,0.12,12.0
2018-12-08,71,12.0,,0.12,8.52
2018-12-09,57,12.0,False,0.12,6.84
2018-12-10,67,12.0,,0.12,8.04
2018-12-11,67,12.0,,0.12,8.04
2018-12-12,56,12.0,,0.12,6.72
2018-12-13,67,12.0,,0.12,8.04
2018-12-14,68,12.0,,0.12,8.16
2018-12-15,63,12.0,,0.12,7.56
2018-12-16,51,12.0,False,0.12,6.12
2018-12-17,64,12.0,,0.12,7.68
2018-12-18,76,12.0,,0.12,9.12
2018-12-19,76,12.0,,0.12,9.12
2018-12-20,76,12.0,,0.12,9.12
2018-12-21,73,12.0,,0.12,8.76
2018-12-22,60,12.0,,0.12,7.199999999999999
2018-12-23,55,10.0,False,0.1,5.5
2018-12-24,61,10.0,,0.1,6.1000000000000005
2018-12-25,69,10.0,,0.1,6.9
2018-12-26,51,10.0,,0.1,5.1000000000000005
2018-12-27,59,10.0,,0.1,5.9
2018-12-28,53,10.0,,0.1,5.300000000000001
2018-12-29,49,10.0,,0.1,4.9
2018-12-30,44,8.0,False,0.08,3.52
2018-12-31,46,8.0,,0.08,3.68
2019-01-01,83,8.0,,0.08,6.640000000000001
2019-01-02,95,8.0,,0.08,7.6000000000000005
2019-01-03,95,8.0,,0.08,7.6000000000000005
2019-01-04,88,8.0,,0.08,7.04
2019-01-05,70,8.0,,0.08,5.6000000000000005
2019-01-06,63,7.0,False,0.07,4.41
2019-01-07,80,7.0,,0.07,5.6000000000000005
2019-01-08,81,7.0,,0.07,5.670000000000001
2019-01-09,76,7.0,,0.07,5.32
2019-01-10,100,7.0,,0.07,7.000000000000001
2019-01-11,92,7.0,,0.07,6.44
2019-01-12,74,7.0,,0.07,5.180000000000001
2019-01-13,60,6.0,False,0.06,3.5999999999999996
2019-01-14,76,6.0,,0.06,4.56
2019-01-15,76,6.0,,0.06,4.56
2019-01-16,75,6.0,,0.06,4.5
2019-01-17,66,6.0,,0.06,3.96
2019-01-18,62,6.0,,0.06,3.7199999999999998
2019-01-19,54,6.0,,0.06,3.2399999999999998
2019-01-20,58,6.0,False,0.06,3.48
2019-01-21,68,6.0,,0.06,4.08
2019-01-22,64,6.0,,0.06,3.84
2019-01-23,60,6.0,,0.06,3.5999999999999996
2019-01-24,72,6.0,,0.06,4.32
2019-01-25,61,6.0,,0.06,3.6599999999999997
2019-01-26,66,6.0,,0.06,3.96
2019-01-27,46,6.0,False,0.06,2.76
2019-01-28,72,6.0,,0.06,4.32
2019-01-29,74,6.0,,0.06,4.4399999999999995
2019-01-30,76,6.0,,0.06,4.56
2019-01-31,63,6.0,,0.06,3.78
2019-02-01,75,6.0,,0.06,4.5
2019-02-02,55,6.0,,0.06,3.3
2019-02-03,57,6.0,False,0.06,3.42
2019-02-04,78,6.0,,0.06,4.68
2019-02-05,77,6.0,,0.06,4.62
2019-02-06,93,6.0,,0.06,5.58
2019-02-07,88,6.0,,0.06,5.279999999999999
2019-02-08,89,6.0,,0.06,5.34
2019-02-09,85,6.0,,0.06,5.1
2019-02-10,69,5.0,False,0.05,3.45
2019-02-11,87,5.0,,0.05,4.3500000000000005
2019-02-12,80,5.0,,0.05,4.0
2019-02-13,71,5.0,,0.05,3.5500000000000003
2019-02-14,68,5.0,,0.05,3.4000000000000004
2019-02-15,68,5.0,,0.05,3.4000000000000004
2019-02-16,56,5.0,,0.05,2.8000000000000003
2019-02-17,61,7.0,False,0.07,4.2700000000000005
2019-02-18,81,7.0,,0.07,5.670000000000001
2019-02-19,100,7.0,,0.07,7.000000000000001
2019-02-20,89,7.0,,0.07,6.23
2019-02-21,86,7.0,,0.07,6.0200000000000005
2019-02-22,71,7.0,,0.07,4.970000000000001
2019-02-23,85,7.0,,0.07,5.95
2019-02-24,90,6.0,False,0.06,5.3999999999999995
2019-02-25,88,6.0,,0.06,5.279999999999999
2019-02-26,81,6.0,,0.06,4.859999999999999
2019-02-27,71,6.0,,0.06,4.26
2019-02-28,76,6.0,,0.06,4.56
2019-03-01,99,6.0,,0.06,5.9399999999999995
2019-03-02,73,6.0,,0.06,4.38
2019-03-03,59,5.0,False,0.05,2.95
2019-03-04,100,5.0,,0.05,5.0
2019-03-05,87,5.0,,0.05,4.3500000000000005
2019-03-06,99,5.0,,0.05,4.95
2019-03-07,70,5.0,,0.05,3.5
2019-03-08,71,5.0,,0.05,3.5500000000000003
2019-03-09,87,5.0,,0.05,4.3500000000000005
2019-03-10,69,5.0,False,0.05,3.45
2019-03-11,79,5.0,,0.05,3.95
2019-03-12,73,5.0,,0.05,3.6500000000000004
2019-03-13,60,5.0,,0.05,3.0
2019-03-14,72,5.0,,0.05,3.6
2019-03-15,60,5.0,,0.05,3.0
2019-03-16,70,5.0,,0.05,3.5
2019-03-17,77,6.0,False,0.06,4.62
2019-03-18,84,6.0,,0.06,5.04
2019-03-19,81,6.0,,0.06,4.859999999999999
2019-03-20,94,6.0,,0.06,5.64
