date,buy bitcoin_unscaled,buy bitcoin_monthly,isPartial,scale,buy bitcoin
2017-08-01,44,,,,
2017-08-02,79,,,,
2017-08-03,39,,,,
2017-08-04,36,,,,
2017-08-05,32,,,,
2017-08-06,44,17.0,False,0.17,7.48
2017-08-07,61,17.0,,0.17,10.370000000000001
2017-08-08,49,17.0,,0.17,8.33
2017-08-09,41,17.0,,0.17,6.970000000000001
2017-08-10,37,17.0,,0.17,6.29
2017-08-11,48,17.0,,0.17,8.16
2017-08-12,66,17.0,,0.17,11.22
2017-08-13,82,24.0,False,0.24,19.68
2017-08-14,100,24.0,,0.24,24.0
2017-08-15,62,24.0,,0.24,14.879999999999999
2017-08-16,53,24.0,,0.24,12.719999999999999
2017-08-17,53,24.0,,0.24,12.719999999999999
2017-08-18,76,24.0,,0.24,18.24
2017-08-19,67,24.0,,0.24,16.08
2017-08-20,65,16.0,False,0.16,10.4
2017-08-21,52,16.0,,0.16,8.32
2017-08-22,52,16.0,,0.16,8.32
2017-08-23,52,16.0,,0.16,8.32
2017-08-24,51,16.0,,0.16,8.16
2017-08-25,58,16.0,,0.16,9.28
2017-08-26,43,16.0,,0.16,6.88
2017-08-27,51,19.0,False,0.19,9.69
2017-08-28,40,19.0,,0.19,7.6
2017-08-29,52,19.0,,0.19,9.88
2017-08-30,62,19.0,,0.19,11.78
2017-08-31,51,19.0,,0.19,9.69
2017-09-01,100,19.0,,0.19,19.0
2017-09-02,93,19.0,,0.19,17.67
2017-09-03,85,16.0,False,0.16,13.6
2017-09-04,84,16.0,,0.16,13.44
2017-09-05,76,16.0,,0.16,12.16
2017-09-06,67,16.0,,0.16,10.72
2017-09-07,76,16.0,,0.16,12.16
2017-09-08,83,16.0,,0.16,13.280000000000001
2017-09-09,72,16.0,,0.16,11.52
2017-09-10,65,16.0,False,0.16,10.4
2017-09-11,64,16.0,,0.16,10.24
2017-09-12,60,16.0,,0.16,9.6
2017-09-13,73,16.0,,0.16,11.68
2017-09-14,72,16.0,,0.16,11.52
2017-09-15,97,16.0,,0.16,15.52
2017-09-16,71,16.0,,0.16,11.36
2017-09-17,54,12.0,False,0.12,6.4799999999999995
2017-09-18,51,12.0,,0.12,6.12
2017-09-19,35,12.0,,0.12,4.2
2017-09-20,41,12.0,,0.12,4.92
2017-09-21,46,12.0,,0.12,5.52
2017-09-22,44,12.0,,0.12,5.279999999999999
2017-09-23,28,12.0,,0.12,3.36
2017-09-24,58,11.0,False,0.11,6.38
2017-09-25,36,11.0,,0.11,3.96
2017-09-26,40,11.0,,0.11,4.4
2017-09-27,42,11.0,,0.11,4.62
2017-09-28,58,11.0,,0.11,6.38
2017-09-29,58,11.0,,0.11,6.38
2017-09-30,56,11.0,,0.11,6.16
2017-10-01,49,11.0,False,0.11,5.39
2017-10-02,32,11.0,,0.11,3.52
2017-10-03,38,11.0,,0.11,4.18
2017-10-04,46,11.0,,0.11,5.06
2017-10-05,45,11.0,,0.11,4.95
2017-10-06,30,11.0,,0.11,3.3
2017-10-07,38,11.0,,0.11,4.18
2017-10-08,36,15.0,False,0.15,5.3999999999999995
2017-10-09,41,15.0,,0.15,6.1499999999999995
2017-10-10,40,15.0,,0.15,6.0
2017-10-11,44,15.0,,0.15,6.6
2017-10-12,57,15.0,,0.15,8.549999999999999
2017-10-13,87,15.0,,0.15,13.049999999999999
2017-10-14,74,15.0,,0.15,11.1
2017-10-15,68,17.0,False,0.17,11.56
2017-10-16,68,17.0,,0.17,11.56
2017-10-17,59,17.0,,0.17,10.030000000000001
2017-10-18,70,17.0,,0.17,11.9
2017-10-19,59,17.0,,0.17,10.030000000000001
2017-10-20,84,17.0,,0.17,14.280000000000001
2017-10-21,100,17.0,,0.17,17.0
2017-10-22,77,18.0,False,0.18,13.86
2017-10-23,77,18.0,,0.18,13.86
2017-10-24,45,18.0,,0.18,8.1
2017-10-25,76,18.0,,0.18,13.68
2017-10-26,57,18.0,,0.18,10.26
2017-10-27,73,18.0,,0.18,13.139999999999999
2017-10-28,64,18.0,,0.18,11.52
2017-10-29,74,28.0,False,0.28,20.720000000000002
2017-10-30,57,28.0,,0.28,15.96
2017-10-31,88,28.0,,0.28,24.64
2017-11-01,26,28.0,,0.28,7.280000000000001
2017-11-02,35,28.0,,0.28,9.8
2017-11-03,28,28.0,,0.28,7.840000000000001
2017-11-04,16,28.0,,0.28,4.48
2017-11-05,21,28.0,False,0.28,5.880000000000001
2017-11-06,19,28.0,,0.28,5.32
2017-11-07,23,28.0,,0.28,6.44
2017-11-08,20,28.0,,0.28,5.6000000000000005
2017-11-09,17,28.0,,0.28,4.760000000000001
2017-11-10,23,28.0,,0.28,6.44
2017-11-11,23,28.0,,0.28,6.44
2017-11-12,35,28.0,False,0.28,9.8
2017-11-13,23,28.0,,0.28,6.44
2017-11-14,22,28.0,,0.28,6.16
2017-11-15,22,28.0,,0.28,6.16
2017-11-16,21,28.0,,0.28,5.880000000000001
2017-11-17,19,28.0,,0.28,5.32
2017-11-18,21,28.0,,0.28,5.880000000000001
2017-11-19,21,30.0,False,0.3,6.3
2017-11-20,23,30.0,,0.3,6.8999999999999995
2017-11-21,30,30.0,,0.3,9.0
2017-11-22,19,30.0,,0.3,5.7
2017-11-23,18,30.0,,0.3,5.3999999999999995
2017-11-24,22,30.0,,0.3,6.6
2017-11-25,23,30.0,,0.3,6.8999999999999995
2017-11-26,38,70.0,False,0.7,26.599999999999998
2017-11-27,49,70.0,,0.7,34.3
2017-11-28,50,70.0,,0.7,35.0
2017-11-29,100,70.0,,0.7,70.0
2017-11-30,66,70.0,,0.7,46.199999999999996
2017-12-01,38,70.0,,0.7,26.599999999999998
2017-12-02,37,70.0,,0.7,25.9
2017-12-03,37,99.0,False,0.99,36.63
2017-12-04,36,99.0,,0.99,35.64
2017-12-05,40,99.0,,0.99,39.6
2017-12-06,53,99.0,,0.99,52.47
2017-12-07,100,99.0,,0.99,99.0
2017-12-08,94,99.0,,0.99,93.06
2017-12-09,65,99.0,,0.99,64.35
2017-12-10,49,100.0,False,1.0,49.0
2017-12-11,65,100.0,,1.0,65.0
2017-12-12,77,100.0,,1.0,77.0
2017-12-13,63,100.0,,1.0,63.0
2017-12-14,58,100.0,,1.0,58.0
2017-12-15,52,100.0,,1.0,52.0
2017-12-16,45,100.0,,1.0,45.0
2017-12-17,52,86.0,False,0.86,44.72
2017-12-18,48,86.0,,0.86,41.28
2017-12-19,54,86.0,,0.86,46.44
2017-12-20,71,86.0,,0.86,61.06
2017-12-21,54,86.0,,0.86,46.44
2017-12-22,58,86.0,,0.86,49.88
2017-12-23,47,86.0,,0.86,40.42
2017-12-24,36,47.0,False,0.47,16.919999999999998
2017-12-25,26,47.0,,0.47,12.219999999999999
2017-12-26,29,47.0,,0.47,13.629999999999999
2017-12-27,28,47.0,,0.47,13.16
2017-12-28,32,47.0,,0.47,15.04
2017-12-29,34,47.0,,0.47,15.979999999999999
2017-12-30,35,47.0,,0.47,16.45
2017-12-31,22,47.0,False,0.47,10.34
2018-01-01,38,47.0,,0.47,17.86
2018-01-02,60,47.0,,0.47,28.2
2018-01-03,93,47.0,,0.47,43.71
2018-01-04,100,47.0,,0.47,47.0
2018-01-05,74,47.0,,0.47,34.78
2018-01-06,82,47.0,,0.47,38.54
2018-01-07,78,40.0,False,0.4,31.200000000000003
2018-01-08,77,40.0,,0.4,30.8
2018-01-09,54,40.0,,0.4,21.6
2018-01-10,56,40.0,,0.4,22.400000000000002
2018-01-11,58,40.0,,0.4,23.200000000000003
2018-01-12,53,40.0,,0.4,21.200000000000003
2018-01-13,60,40.0,,0.4,24.0
2018-01-14,58,38.0,False,0.38,22.04
2018-01-15,38,38.0,,0.38,14.44
2018-01-16,54,38.0,,0.38,20.52
2018-01-17,72,38.0,,0.38,27.36
2018-01-18,59,38.0,,0.38,22.42
2018-01-19,37,38.0,,0.38,14.06
2018-01-20,41,38.0,,0.38,15.58
2018-01-21,37,23.0,False,0.23,8.51
2018-01-22,38,23.0,,0.23,8.74
2018-01-23,40,23.0,,0.23,9.200000000000001
2018-01-24,34,23.0,,0.23,7.82
2018-01-25,33,23.0,,0.23,7.590000000000001
2018-01-26,35,23.0,,0.23,8.05
2018-01-27,36,23.0,,0.23,8.280000000000001
2018-01-28,28,21.0,False,0.21,5.88
2018-01-29,27,21.0,,0.21,5.67
2018-01-30,25,21.0,,0.21,5.25
2018-01-31,34,21.0,,0.21,7.14
2018-02-01,64,21.0,,0.21,13.44
2018-02-02,83,21.0,,0.21,17.43
2018-02-03,66,21.0,,0.21,13.86
2018-02-04,70,21.0,False,0.21,14.7
2018-02-05,70,21.0,,0.21,14.7
2018-02-06,94,21.0,,0.21,19.74
2018-02-07,100,21.0,,0.21,21.0
2018-02-08,51,21.0,,0.21,10.709999999999999
2018-02-09,46,21.0,,0.21,9.66
2018-02-10,68,21.0,,0.21,14.28
2018-02-11,30,14.0,False,0.14,4.2
2018-02-12,50,14.0,,0.14,7.000000000000001
2018-02-13,40,14.0,,0.14,5.6000000000000005
2018-02-14,35,14.0,,0.14,4.9
2018-02-15,51,14.0,,0.14,7.140000000000001
2018-02-16,50,14.0,,0.14,7.000000000000001
2018-02-17,56,14.0,,0.14,7.840000000000001
2018-02-18,43,14.0,False,0.14,6.0200000000000005
2018-02-19,31,14.0,,0.14,4.340000000000001
2018-02-20,36,14.0,,0.14,5.040000000000001
2018-02-21,54,14.0,,0.14,7.5600000000000005
2018-02-22,55,14.0,,0.14,7.700000000000001
2018-02-23,29,14.0,,0.14,4.0600000000000005
2018-02-24,34,14.0,,0.14,4.760000000000001
2018-02-25,31,10.0,False,0.1,3.1
2018-02-26,38,10.0,,0.1,3.8000000000000003
2018-02-27,40,10.0,,0.1,4.0
2018-02-28,31,10.0,,0.1,3.1
2018-03-01,91,10.0,,0.1,9.1
2018-03-02,58,10.0,,0.1,5.800000000000001
2018-03-03,50,10.0,,0.1,5.0
2018-03-04,95,8.0,False,0.08,7.6000000000000005
2018-03-05,51,8.0,,0.08,4.08
2018-03-06,64,8.0,,0.08,5.12
2018-03-07,100,8.0,,0.08,8.0
2018-03-08,77,8.0,,0.08,6.16
2018-03-09,58,8.0,,0.08,4.64
2018-03-10,75,8.0,,0.08,6.0
2018-03-11,75,9.0,False,0.09,6.75
2018-03-12,67,9.0,,0.09,6.029999999999999
2018-03-13,81,9.0,,0.09,7.29
2018-03-14,76,9.0,,0.09,6.84
2018-03-15,71,9.0,,0.09,6.39
2018-03-16,70,9.0,,0.09,6.3
2018-03-17,76,9.0,,0.09,6.84
2018-03-18,75,10.0,False,0.1,7.5
2018-03-19,70,10.0,,0.1,7.0
2018-03-20,70,10.0,,0.1,7.0
2018-03-21,73,10.0,,0.1,7.300000000000001
2018-03-22,74,10.0,,0.1,7.4
2018-03-23,76,10.0,,0.1,7.6000000000000005
2018-03-24,72,10.0,,0.1,7.2
2018-03-25,47,8.0,False,0.08,3.7600000000000002
2018-03-26,47,8.0,,0.08,3.7600000000000002
2018-03-27,53,8.0,,0.08,4.24
2018-03-28,48,8.0,,0.08,3.84
2018-03-29,78,8.0,,0.08,6.24
2018-03-30,98,8.0,,0.08,7.84
2018-03-31,56,8.0,,0.08,4.48
2018-04-01,58,7.0,False,0.07,4.0600000000000005
2018-04-02,63,7.0,,0.07,4.41
2018-04-03,59,7.0,,0.07,4.130000000000001
2018-04-04,52,7.0,,0.07,3.6400000000000006
2018-04-05,46,7.0,,0.07,3.22
2018-04-06,63,7.0,,0.07,4.41
2018-04-07,56,7.0,,0.07,3.9200000000000004
2018-04-08,52,7.0,False,0.07,3.6400000000000006
2018-04-09,48,7.0,,0.07,3.3600000000000003
2018-04-10,58,7.0,,0.07,4.0600000000000005
2018-04-11,77,7.0,,0.07,5.390000000000001
2018-04-12,49,7.0,,0.07,3.43
2018-04-13,77,7.0,,0.07,5.390000000000001
2018-04-14,53,7.0,,0.07,3.7100000000000004
2018-04-15,36,7.0,False,0.07,2.5200000000000005
2018-04-16,77,7.0,,0.07,5.390000000000001
2018-04-17,73,7.0,,0.07,5.11
2018-04-18,56,7.0,,0.07,3.9200000000000004
2018-04-19,75,7.0,,0.07,5.250000000000001
2018-04-20,75,7.0,,0.07,5.250000000000001
2018-04-21,100,7.0,,0.07,7.000000000000001
2018-04-22,80,8.0,False,0.08,6.4
2018-04-23,64,8.0,,0.08,5.12
2018-04-24,90,8.0,,0.08,7.2
2018-04-25,70,8.0,,0.08,5.6000000000000005
2018-04-26,53,8.0,,0.08,4.24
2018-04-27,63,8.0,,0.08,5.04
2018-04-28,50,8.0,,0.08,4.0
2018-04-29,40,7.0,False,0.07,2.8000000000000003
2018-04-30,40,7.0,,0.07,2.8000000000000003
2018-05-01,40,7.0,,0.07,2.8000000000000003
2018-05-02,52,7.0,,0.07,3.6400000000000006
2018-05-03,68,7.0,,0.07,4.760000000000001
2018-05-04,59,7.0,,0.07,4.130000000000001
2018-05-05,84,7.0,,0.07,5.880000000000001
2018-05-06,69,8.0,False,0.08,5.5200000000000005
2018-05-07,49,8.0,,0.08,3.92
2018-05-08,100,8.0,,0.08,8.0
2018-05-09,53,8.0,,0.08,4.24
2018-05-10,57,8.0,,0.08,4.5600000000000005
2018-05-11,55,8.0,,0.08,4.4
2018-05-12,79,8.0,,0.08,6.32
2018-05-13,39,6.0,False,0.06,2.34
2018-05-14,45,6.0,,0.06,2.6999999999999997
2018-05-15,48,6.0,,0.06,2.88
2018-05-16,53,6.0,,0.06,3.1799999999999997
2018-05-17,31,6.0,,0.06,1.8599999999999999
2018-05-18,51,6.0,,0.06,3.06
2018-05-19,48,6.0,,0.06,2.88
2018-05-20,62,7.0,False,0.07,4.340000000000001
2018-05-21,80,7.0,,0.07,5.6000000000000005
2018-05-22,68,7.0,,0.07,4.760000000000001
2018-05-23,72,7.0,,0.07,5.040000000000001
2018-05-24,23,7.0,,0.07,1.61
2018-05-25,60,7.0,,0.07,4.2
2018-05-26,70,7.0,,0.07,4.9
2018-05-27,52,7.0,False,0.07,3.6400000000000006
2018-05-28,50,7.0,,0.07,3.5000000000000004
2018-05-29,67,7.0,,0.07,4.69
2018-05-30,75,7.0,,0.07,5.250000000000001
2018-05-31,61,7.0,,0.07,4.2700000000000005
2018-06-01,73,7.0,,0.07,5.11
2018-06-02,72,7.0,,0.07,5.040000000000001
2018-06-03,50,5.0,False,0.05,2.5
2018-06-04,47,5.0,,0.05,2.35
2018-06-05,69,5.0,,0.05,3.45
2018-06-06,74,5.0,,0.05,3.7
2018-06-07,35,5.0,,0.05,1.75
2018-06-08,64,5.0,,0.05,3.2
2018-06-09,71,5.0,,0.05,3.5500000000000003
2018-06-10,71,5.0,False,0.05,3.5500000000000003
2018-06-11,97,5.0,,0.05,4.8500000000000005
2018-06-12,67,5.0,,0.05,3.35
2018-06-13,48,5.0,,0.05,2.4000000000000004
2018-06-14,51,5.0,,0.05,2.5500000000000003
2018-06-15,32,5.0,,0.05,1.6
2018-06-16,45,5.0,,0.05,2.25
2018-06-17,59,6.0,False,0.06,3.54
2018-06-18,60,6.0,,0.06,3.5999999999999996
2018-06-19,72,6.0,,0.06,4.32
2018-06-20,43,6.0,,0.06,2.58
2018-06-21,95,6.0,,0.06,5.7
2018-06-22,50,6.0,,0.06,3.0
2018-06-23,50,6.0,,0.06,3.0
2018-06-24,54,5.0,False,0.05,2.7
2018-06-25,63,5.0,,0.05,3.1500000000000004
2018-06-26,72,5.0,,0.05,3.6
2018-06-27,76,5.0,,0.05,3.8000000000000003
2018-06-28,56,5.0,,0.05,2.8000000000000003
2018-06-29,74,5.0,,0.05,3.7
2018-06-30,100,5.0,,0.05,5.0
2018-07-01,44,6.0,False,0.06,2.6399999999999997
2018-07-02,62,6.0,,0.06,3.7199999999999998
2018-07-03,47,6.0,,0.06,2.82
2018-07-04,57,6.0,,0.06,3.42
2018-07-05,49,6.0,,0.06,2.94
2018-07-06,51,6.0,,0.06,3.06
2018-07-07,54,6.0,,0.06,3.2399999999999998
2018-07-08,40,6.0,False,0.06,2.4
2018-07-09,66,6.0,,0.06,3.96
2018-07-10,60,6.0,,0.06,3.5999999999999996
2018-07-11,44,6.0,,0.06,2.6399999999999997
2018-07-12,73,6.0,,0.06,4.38
2018-07-13,42,6.0,,0.06,2.52
2018-07-14,79,6.0,,0.06,4.74
2018-07-15,50,7.0,False,0.07,3.5000000000000004
2018-07-16,57,7.0,,0.07,3.99
2018-07-17,80,7.0,,0.07,5.6000000000000005
2018-07-18,36,7.0,,0.07,2.5200000000000005
2018-07-19,70,7.0,,0.07,4.9
2018-07-20,55,7.0,,0.07,3.8500000000000005
2018-07-21,70,7.0,,0.07,4.9
2018-07-22,60,8.0,False,0.08,4.8
2018-07-23,97,8.0,,0.08,7.76
2018-07-24,81,8.0,,0.08,6.48
2018-07-25,61,8.0,,0.08,4.88
2018-07-26,48,8.0,,0.08,3.84
2018-07-27,65,8.0,,0.08,5.2
2018-07-28,100,8.0,,0.08,8.0
2018-07-29,55,6.0,False,0.06,3.3
2018-07-30,48,6.0,,0.06,2.88
2018-07-31,47,6.0,,0.06,2.82
2018-08-01,91,6.0,,0.06,5.46
2018-08-02,48,6.0,,0.06,2.88
2018-08-03,95,6.0,,0.06,5.7
2018-08-04,52,6.0,,0.06,3.12
2018-08-05,98,7.0,False,0.07,6.86
2018-08-06,62,7.0,,0.07,4.340000000000001
2018-08-07,56,7.0,,0.07,3.9200000000000004
2018-08-08,81,7.0,,0.07,5.670000000000001
2018-08-09,78,7.0,,0.07,5.460000000000001
2018-08-10,47,7.0,,0.07,3.2900000000000005
2018-08-11,43,7.0,,0.07,3.0100000000000002
2018-08-12,37,7.0,False,0.07,2.5900000000000003
2018-08-13,75,7.0,,0.07,5.250000000000001
2018-08-14,41,7.0,,0.07,2.87
2018-08-15,59,7.0,,0.07,4.130000000000001
2018-08-16,100,7.0,,0.07,7.000000000000001
2018-08-17,59,7.0,,0.07,4.130000000000001
2018-08-18,92,7.0,,0.07,6.44
2018-08-19,53,6.0,False,0.06,3.1799999999999997
2018-08-20,68,6.0,,0.06,4.08
2018-08-21,68,6.0,,0.06,4.08
2018-08-22,34,6.0,,0.06,2.04
2018-08-23,67,6.0,,0.06,4.02
2018-08-24,99,6.0,,0.06,5.9399999999999995
2018-08-25,81,6.0,,0.06,4.859999999999999
2018-08-26,57,6.0,False,0.06,3.42
2018-08-27,49,6.0,,0.06,2.94
2018-08-28,62,6.0,,0.06,3.7199999999999998
2018-08-29,85,6.0,,0.06,5.1
2018-08-30,41,6.0,,0.06,2.46
2018-08-31,64,6.0,,0.06,3.84
2018-09-01,58,6.0,,0.06,3.48
2018-09-02,34,5.0,False,0.05,1.7000000000000002
2018-09-03,52,5.0,,0.05,2.6
2018-09-04,79,5.0,,0.05,3.95
2018-09-05,62,5.0,,0.05,3.1
2018-09-06,75,5.0,,0.05,3.75
2018-09-07,66,5.0,,0.05,3.3000000000000003
2018-09-08,72,5.0,,0.05,3.6
2018-09-09,100,6.0,False,0.06,6.0
2018-09-10,70,6.0,,0.06,4.2
2018-09-11,54,6.0,,0.06,3.2399999999999998
2018-09-12,71,6.0,,0.06,4.26
2018-09-13,47,6.0,,0.06,2.82
2018-09-14,47,6.0,,0.06,2.82
2018-09-15,53,6.0,,0.06,3.1799999999999997
2018-09-16,52,5.0,False,0.05,2.6
2018-09-17,46,5.0,,0.05,2.3000000000000003
2018-09-18,83,5.0,,0.05,4.15
2018-09-19,55,5.0,,0.05,2.75
2018-09-20,46,5.0,,0.05,2.3000000000000003
2018-09-21,43,5.0,,0.05,2.15
2018-09-22,67,5.0,,0.05,3.35
2018-09-23,61,5.0,False,0.05,3.0500000000000003
2018-09-24,79,5.0,,0.05,3.95
2018-09-25,66,5.0,,0.05,3.3000000000000003
2018-09-26,70,5.0,,0.05,3.5
2018-09-27,63,5.0,,0.05,3.1500000000000004
2018-09-28,61,5.0,,0.05,3.0500000000000003
2018-09-29,33,5.0,,0.05,1.6500000000000001
2018-09-30,94,5.0,False,0.05,4.7
2018-10-01,25,5.0,,0.05,1.25
2018-10-02,67,5.0,,0.05,3.35
2018-10-03,84,5.0,,0.05,4.2
2018-10-04,47,5.0,,0.05,2.35
2018-10-05,71,5.0,,0.05,3.5500000000000003
2018-10-06,44,5.0,,0.05,2.2
2018-10-07,61,6.0,False,0.06,3.6599999999999997
2018-10-08,64,6.0,,0.06,3.84
2018-10-09,12,6.0,,0.06,0.72
2018-10-10,77,6.0,,0.06,4.62
2018-10-11,70,6.0,,0.06,4.2
2018-10-12,32,6.0,,0.06,1.92
2018-10-13,70,6.0,,0.06,4.2
2018-10-14,80,5.0,False,0.05,4.0
2018-10-15,30,5.0,,0.05,1.5
2018-10-16,77,5.0,,0.05,3.85
2018-10-17,39,5.0,,0.05,1.9500000000000002
2018-10-18,57,5.0,,0.05,2.85
2018-10-19,92,5.0,,0.05,4.6000000000000005
2018-10-20,44,5.0,,0.05,2.2
2018-10-21,34,5.0,False,0.05,1.7000000000000002
2018-10-22,60,5.0,,0.05,3.0
2018-10-23,68,5.0,,0.05,3.4000000000000004
2018-10-24,34,5.0,,0.05,1.7000000000000002
2018-10-25,73,5.0,,0.05,3.6500000000000004
2018-10-26,32,5.0,,0.05,1.6
2018-10-27,71,5.0,,0.05,3.5500000000000003
2018-10-28,42,5.0,False,0.05,2.1
2018-10-29,45,5.0,,0.05,2.25
2018-10-30,34,5.0,,0.05,1.7000000000000002
2018-10-31,100,5.0,,0.05,5.0
2018-11-01,43,5.0,,0.05,2.15
2018-11-02,95,5.0,,0.05,4.75
2018-11-03,42,5.0,,0.05,2.1
2018-11-04,49,6.0,False,0.06,2.94
2018-11-05,78,6.0,,0.06,4.68
2018-11-06,44,6.0,,0.06,2.6399999999999997
2018-11-07,62,6.0,,0.06,3.7199999999999998
2018-11-08,44,6.0,,0.06,2.6399999999999997
2018-11-09,59,6.0,,0.06,3.54
2018-11-10,69,6.0,,0.06,4.14
2018-11-11,31,5.0,False,0.05,1.55
2018-11-12,61,5.0,,0.05,3.0500000000000003
2018-11-13,60,5.0,,0.05,3.0
2018-11-14,81,5.0,,0.05,4.05
2018-11-15,25,5.0,,0.05,1.25
2018-11-16,81,5.0,,0.05,4.05
2018-11-17,60,5.0,,0.05,3.0
2018-11-18,55,6.0,False,0.06,3.3
2018-11-19,73,6.0,,0.06,4.38
2018-11-20,81,6.0,,0.06,4.859999999999999
2018-11-21,49,6.0,,0.06,2.94
2018-11-22,100,6.0,,0.06,6.0
2018-11-23,64,6.0,,0.06,3.84
2018-11-24,68,6.0,,0.06,4.08
2018-11-25,71,5.0,False,0.05,3.5500000000000003
2018-11-26,70,5.0,,0.05,3.5
2018-11-27,43,5.0,,0.05,2.15
2018-11-28,44,5.0,,0.05,2.2
2018-11-29,69,5.0,,0.05,3.45
2018-11-30,54,5.0,,0.05,2.7
2018-12-01,50,5.0,,0.05,2.5
2018-12-02,49,5.0,False,0.05,2.45
2018-12-03,79,5.0,,0.05,3.95
2018-12-04,58,5.0,,0.05,2.9000000000000004
2018-12-05,73,5.0,,0.05,3.6500000000000004
2018-12-06,65,5.0,,0.05,3.25
2018-12-07,82,5.0,,0.05,4.1000000000000005
2018-12-08,28,5.0,,0.05,1.4000000000000001
2018-12-09,78,5.0,False,0.05,3.9000000000000004
2018-12-10,65,5.0,,0.05,3.25
2018-12-11,88,5.0,,0.05,4.4
2018-12-12,40,5.0,,0.05,2.0
2018-12-13,56,5.0,,0.05,2.8000000000000003
2018-12-14,60,5.0,,0.05,3.0
2018-12-15,100,5.0,,0.05,5.0
2018-12-16,58,6.0,False,0.06,3.48
2018-12-17,92,6.0,,0.06,5.52
2018-12-18,28,6.0,,0.06,1.68
2018-12-19,53,6.0,,0.06,3.1799999999999997
2018-12-20,91,6.0,,0.06,5.46
2018-12-21,39,6.0,,0.06,2.34
2018-12-22,53,6.0,,0.06,3.1799999999999997
2018-12-23,72,4.0,False,0.04,2.88
2018-12-24,83,4.0,,0.04,3.3200000000000003
2018-12-25,82,4.0,,0.04,3.2800000000000002
2018-12-26,93,4.0,,0.04,3.72
2018-12-27,48,4.0,,0.04,1.92
2018-12-28,76,4.0,,0.04,3.04
2018-12-29,34,4.0,,0.04,1.36
2018-12-30,76,5.0,False,0.05,3.8000000000000003
2018-12-31,35,5.0,,0.05,1.75
2019-01-01,65,5.0,,0.05,3.25
2019-01-02,50,5.0,,0.05,2.5
2019-01-03,64,5.0,,0.05,3.2
2019-01-04,55,5.0,,0.05,2.75
2019-01-05,70,5.0,,0.05,3.5
2019-01-06,38,5.0,False,0.05,1.9000000000000001
2019-01-07,34,5.0,,0.05,1.7000000000000002
2019-01-08,76,5.0,,0.05,3.8000000000000003
2019-01-09,43,5.0,,0.05,2.15
2019-01-10,48,5.0,,0.05,2.4000000000000004
2019-01-11,69,5.0,,0.05,3.45
2019-01-12,79,5.0,,0.05,3.95
2019-01-13,37,5.0,False,0.05,1.85
2019-01-14,61,5.0,,0.05,3.0500000000000003
2019-01-15,70,5.0,,0.05,3.5
2019-01-16,100,5.0,,0.05,5.0
2019-01-17,38,5.0,,0.05,1.9000000000000001
2019-01-18,84,5.0,,0.05,4.2
2019-01-19,59,5.0,,0.05,2.95
2019-01-20,61,4.0,False,0.04,2.44
2019-01-21,89,4.0,,0.04,3.56
2019-01-22,70,4.0,,0.04,2.8000000000000003
2019-01-23,51,4.0,,0.04,2.04
2019-01-24,37,4.0,,0.04,1.48
2019-01-25,38,4.0,,0.04,1.52
2019-01-26,59,4.0,,0.04,2.36
2019-01-27,63,5.0,False,0.05,3.1500000000000004
2019-01-28,23,5.0,,0.05,1.1500000000000001
2019-01-29,47,5.0,,0.05,2.35
2019-01-30,80,5.0,,0.05,4.0
2019-01-31,61,5.0,,0.05,3.0500000000000003
2019-02-01,45,5.0,,0.05,2.25
2019-02-02,51,5.0,,0.05,2.5500000000000003
2019-02-03,45,6.0,False,0.06,2.6999999999999997
2019-02-04,20,6.0,,0.06,1.2
2019-02-05,65,6.0,,0.06,3.9
2019-02-06,44,6.0,,0.06,2.6399999999999997
2019-02-07,32,6.0,,0.06,1.92
2019-02-08,100,6.0,,0.06,6.0
2019-02-09,32,6.0,,0.06,1.92
2019-02-10,45,4.0,False,0.04,1.8
2019-02-11,71,4.0,,0.04,2.84
2019-02-12,60,4.0,,0.04,2.4
2019-02-13,24,4.0,,0.04,0.96
2019-02-14,53,4.0,,0.04,2.12
2019-02-15,47,4.0,,0.04,1.8800000000000001
2019-02-16,60,4.0,,0.04,2.4
2019-02-17,64,5.0,False,0.05,3.2
2019-02-18,77,5.0,,0.05,3.85
2019-02-19,75,5.0,,0.05,3.75
2019-02-20,56,5.0,,0.05,2.8000000000000003
2019-02-21,32,5.0,,0.05,1.6
2019-02-22,62,5.0,,0.05,3.1
2019-02-23,92,5.0,,0.05,4.6000000000000005
2019-02-24,45,6.0,False,0.06,2.6999999999999997
2019-02-25,44,6.0,,0.06,2.6399999999999997
2019-02-26,72,6.0,,0.06,4.32
2019-02-27,19,6.0,,0.06,1.14
2019-02-28,41,6.0,,0.06,2.46
2019-03-01,100,6.0,,0.06,6.0
2019-03-02,63,6.0,,0.06,3.78
2019-03-03,57,4.0,False,0.04,2.2800000000000002
2019-03-04,42,4.0,,0.04,1.68
2019-03-05,60,4.0,,0.04,2.4
2019-03-06,77,4.0,,0.04,3.08
2019-03-07,42,4.0,,0.04,1.68
2019-03-08,54,4.0,,0.04,2.16
2019-03-09,54,4.0,,0.04,2.16
2019-03-10,62,5.0,False,0.05,3.1
2019-03-11,46,5.0,,0.05,2.3000000000000003
2019-03-12,55,5.0,,0.05,2.75
2019-03-13,50,5.0,,0.05,2.5
2019-03-14,84,5.0,,0.05,4.2
2019-03-15,43,5.0,,0.05,2.15
