date,bitcoin wallet_unscaled,bitcoin wallet_monthly,isPartial,scale,bitcoin wallet
2017-08-01,74,,,,
2017-08-02,100,,,,
2017-08-03,71,,,,
2017-08-04,62,,,,
2017-08-05,56,,,,
2017-08-06,59,24.0,False,0.24,14.16
2017-08-07,60,24.0,,0.24,14.399999999999999
2017-08-08,50,24.0,,0.24,12.0
2017-08-09,53,24.0,,0.24,12.719999999999999
2017-08-10,55,24.0,,0.24,13.2
2017-08-11,64,24.0,,0.24,15.36
2017-08-12,65,24.0,,0.24,15.6
2017-08-13,69,28.0,False,0.28,19.32
2017-08-14,75,28.0,,0.28,21.000000000000004
2017-08-15,83,28.0,,0.28,23.240000000000002
2017-08-16,56,28.0,,0.28,15.680000000000001
2017-08-17,59,28.0,,0.28,16.520000000000003
2017-08-18,78,28.0,,0.28,21.840000000000003
2017-08-19,79,28.0,,0.28,22.12
2017-08-20,88,24.0,False,0.24,21.119999999999997
2017-08-21,68,24.0,,0.24,16.32
2017-08-22,55,24.0,,0.24,13.2
2017-08-23,53,24.0,,0.24,12.719999999999999
2017-08-24,44,24.0,,0.24,10.559999999999999
2017-08-25,57,24.0,,0.24,13.68
2017-08-26,41,24.0,,0.24,9.84
2017-08-27,44,25.0,False,0.25,11.0
2017-08-28,63,25.0,,0.25,15.75
2017-08-29,60,25.0,,0.25,15.0
2017-08-30,68,25.0,,0.25,17.0
2017-08-31,82,25.0,,0.25,20.5
2017-09-01,75,25.0,,0.25,18.75
2017-09-02,100,25.0,,0.25,25.0
2017-09-03,86,20.0,False,0.2,17.2
2017-09-04,60,20.0,,0.2,12.0
2017-09-05,53,20.0,,0.2,10.600000000000001
2017-09-06,71,20.0,,0.2,14.200000000000001
2017-09-07,82,20.0,,0.2,16.400000000000002
2017-09-08,88,20.0,,0.2,17.6
2017-09-09,64,20.0,,0.2,12.8
2017-09-10,63,21.0,False,0.21,13.229999999999999
2017-09-11,47,21.0,,0.21,9.87
2017-09-12,65,21.0,,0.21,13.65
2017-09-13,77,21.0,,0.21,16.169999999999998
2017-09-14,78,21.0,,0.21,16.38
2017-09-15,91,21.0,,0.21,19.11
2017-09-16,66,21.0,,0.21,13.86
2017-09-17,56,14.0,False,0.14,7.840000000000001
2017-09-18,31,14.0,,0.14,4.340000000000001
2017-09-19,46,14.0,,0.14,6.44
2017-09-20,57,14.0,,0.14,7.98
2017-09-21,62,14.0,,0.14,8.680000000000001
2017-09-22,54,14.0,,0.14,7.5600000000000005
2017-09-23,57,14.0,,0.14,7.98
2017-09-24,34,15.0,False,0.15,5.1
2017-09-25,59,15.0,,0.15,8.85
2017-09-26,47,15.0,,0.15,7.05
2017-09-27,47,15.0,,0.15,7.05
2017-09-28,35,15.0,,0.15,5.25
2017-09-29,45,15.0,,0.15,6.75
2017-09-30,60,15.0,,0.15,9.0
2017-10-01,33,17.0,False,0.17,5.61
2017-10-02,40,17.0,,0.17,6.800000000000001
2017-10-03,47,17.0,,0.17,7.99
2017-10-04,34,17.0,,0.17,5.78
2017-10-05,33,17.0,,0.17,5.61
2017-10-06,47,17.0,,0.17,7.99
2017-10-07,36,17.0,,0.17,6.12
2017-10-08,51,22.0,False,0.22,11.22
2017-10-09,45,22.0,,0.22,9.9
2017-10-10,65,22.0,,0.22,14.3
2017-10-11,55,22.0,,0.22,12.1
2017-10-12,86,22.0,,0.22,18.92
2017-10-13,88,22.0,,0.22,19.36
2017-10-14,91,22.0,,0.22,20.02
2017-10-15,56,25.0,False,0.25,14.0
2017-10-16,90,25.0,,0.25,22.5
2017-10-17,55,25.0,,0.25,13.75
2017-10-18,54,25.0,,0.25,13.5
2017-10-19,71,25.0,,0.25,17.75
2017-10-20,80,25.0,,0.25,20.0
2017-10-21,87,25.0,,0.25,21.75
2017-10-22,66,32.0,False,0.32,21.12
2017-10-23,100,32.0,,0.32,32.0
2017-10-24,96,32.0,,0.32,30.72
2017-10-25,100,32.0,,0.32,32.0
2017-10-26,69,32.0,,0.32,22.080000000000002
2017-10-27,64,32.0,,0.32,20.48
2017-10-28,69,32.0,,0.32,22.080000000000002
2017-10-29,62,32.0,False,0.32,19.84
2017-10-30,67,32.0,,0.32,21.44
2017-10-31,61,32.0,,0.32,19.52
2017-11-01,43,32.0,,0.32,13.76
2017-11-02,50,32.0,,0.32,16.0
2017-11-03,45,32.0,,0.32,14.4
2017-11-04,36,32.0,,0.32,11.52
2017-11-05,43,36.0,False,0.36,15.479999999999999
2017-11-06,36,36.0,,0.36,12.959999999999999
2017-11-07,33,36.0,,0.36,11.879999999999999
2017-11-08,40,36.0,,0.36,14.399999999999999
2017-11-09,39,36.0,,0.36,14.04
2017-11-10,45,36.0,,0.36,16.2
2017-11-11,41,36.0,,0.36,14.76
2017-11-12,71,35.0,False,0.35,24.849999999999998
2017-11-13,51,35.0,,0.35,17.849999999999998
2017-11-14,31,35.0,,0.35,10.85
2017-11-15,38,35.0,,0.35,13.299999999999999
2017-11-16,32,35.0,,0.35,11.2
2017-11-17,39,35.0,,0.35,13.649999999999999
2017-11-18,33,35.0,,0.35,11.549999999999999
2017-11-19,34,38.0,False,0.38,12.92
2017-11-20,45,38.0,,0.38,17.1
2017-11-21,44,38.0,,0.38,16.72
2017-11-22,47,38.0,,0.38,17.86
2017-11-23,48,38.0,,0.38,18.240000000000002
2017-11-24,35,38.0,,0.38,13.3
2017-11-25,44,38.0,,0.38,16.72
2017-11-26,53,64.0,False,0.64,33.92
2017-11-27,82,64.0,,0.64,52.480000000000004
2017-11-28,80,64.0,,0.64,51.2
2017-11-29,100,64.0,,0.64,64.0
2017-11-30,90,64.0,,0.64,57.6
2017-12-01,46,64.0,,0.64,29.44
2017-12-02,46,64.0,,0.64,29.44
2017-12-03,53,100.0,False,1.0,53.0
2017-12-04,45,100.0,,1.0,45.0
2017-12-05,51,100.0,,1.0,51.0
2017-12-06,66,100.0,,1.0,66.0
2017-12-07,95,100.0,,1.0,95.0
2017-12-08,100,100.0,,1.0,100.0
2017-12-09,75,100.0,,1.0,75.0
2017-12-10,58,89.0,False,0.89,51.62
2017-12-11,67,89.0,,0.89,59.63
2017-12-12,72,89.0,,0.89,64.08
2017-12-13,73,89.0,,0.89,64.97
2017-12-14,55,89.0,,0.89,48.95
2017-12-15,57,89.0,,0.89,50.730000000000004
2017-12-16,65,89.0,,0.89,57.85
2017-12-17,70,87.0,False,0.87,60.9
2017-12-18,62,87.0,,0.87,53.94
2017-12-19,65,87.0,,0.87,56.55
2017-12-20,78,87.0,,0.87,67.86
2017-12-21,53,87.0,,0.87,46.11
2017-12-22,55,87.0,,0.87,47.85
2017-12-23,59,87.0,,0.87,51.33
2017-12-24,40,52.0,False,0.52,20.8
2017-12-25,31,52.0,,0.52,16.12
2017-12-26,38,52.0,,0.52,19.76
2017-12-27,45,52.0,,0.52,23.400000000000002
2017-12-28,32,52.0,,0.52,16.64
2017-12-29,39,52.0,,0.52,20.28
2017-12-30,34,52.0,,0.52,17.68
2017-12-31,33,50.0,False,0.5,16.5
2018-01-01,64,50.0,,0.5,32.0
2018-01-02,64,50.0,,0.5,32.0
2018-01-03,67,50.0,,0.5,33.5
2018-01-04,88,50.0,,0.5,44.0
2018-01-05,100,50.0,,0.5,50.0
2018-01-06,90,50.0,,0.5,45.0
2018-01-07,77,45.0,False,0.45,34.65
2018-01-08,77,45.0,,0.45,34.65
2018-01-09,76,45.0,,0.45,34.2
2018-01-10,72,45.0,,0.45,32.4
2018-01-11,62,45.0,,0.45,27.900000000000002
2018-01-12,50,45.0,,0.45,22.5
2018-01-13,52,45.0,,0.45,23.400000000000002
2018-01-14,71,35.0,False,0.35,24.849999999999998
2018-01-15,43,35.0,,0.35,15.049999999999999
2018-01-16,58,35.0,,0.35,20.299999999999997
2018-01-17,55,35.0,,0.35,19.25
2018-01-18,50,35.0,,0.35,17.5
2018-01-19,49,35.0,,0.35,17.15
2018-01-20,66,35.0,,0.35,23.099999999999998
2018-01-21,46,24.0,False,0.24,11.04
2018-01-22,37,24.0,,0.24,8.879999999999999
2018-01-23,33,24.0,,0.24,7.92
2018-01-24,33,24.0,,0.24,7.92
2018-01-25,37,24.0,,0.24,8.879999999999999
2018-01-26,39,24.0,,0.24,9.36
2018-01-27,39,24.0,,0.24,9.36
2018-01-28,26,22.0,False,0.22,5.72
2018-01-29,38,22.0,,0.22,8.36
2018-01-30,36,22.0,,0.22,7.92
2018-01-31,26,22.0,,0.22,5.72
2018-02-01,94,22.0,,0.22,20.68
2018-02-02,95,22.0,,0.22,20.9
2018-02-03,80,22.0,,0.22,17.6
2018-02-04,97,19.0,False,0.19,18.43
2018-02-05,86,19.0,,0.19,16.34
2018-02-06,100,19.0,,0.19,19.0
2018-02-07,99,19.0,,0.19,18.81
2018-02-08,67,19.0,,0.19,12.73
2018-02-09,97,19.0,,0.19,18.43
2018-02-10,43,19.0,,0.19,8.17
2018-02-11,59,18.0,False,0.18,10.62
2018-02-12,77,18.0,,0.18,13.86
2018-02-13,80,18.0,,0.18,14.399999999999999
2018-02-14,60,18.0,,0.18,10.799999999999999
2018-02-15,87,18.0,,0.18,15.66
2018-02-16,100,18.0,,0.18,18.0
2018-02-17,87,18.0,,0.18,15.66
2018-02-18,65,18.0,False,0.18,11.7
2018-02-19,79,18.0,,0.18,14.219999999999999
2018-02-20,95,18.0,,0.18,17.099999999999998
2018-02-21,66,18.0,,0.18,11.879999999999999
2018-02-22,69,18.0,,0.18,12.42
2018-02-23,52,18.0,,0.18,9.36
2018-02-24,43,18.0,,0.18,7.739999999999999
2018-02-25,56,13.0,False,0.13,7.28
2018-02-26,63,13.0,,0.13,8.19
2018-02-27,53,13.0,,0.13,6.890000000000001
2018-02-28,65,13.0,,0.13,8.450000000000001
2018-03-01,69,13.0,,0.13,8.97
2018-03-02,99,13.0,,0.13,12.870000000000001
2018-03-03,81,13.0,,0.13,10.530000000000001
2018-03-04,100,14.0,False,0.14,14.000000000000002
2018-03-05,64,14.0,,0.14,8.96
2018-03-06,73,14.0,,0.14,10.22
2018-03-07,93,14.0,,0.14,13.020000000000001
2018-03-08,56,14.0,,0.14,7.840000000000001
2018-03-09,82,14.0,,0.14,11.48
2018-03-10,46,14.0,,0.14,6.44
2018-03-11,73,10.0,False,0.1,7.300000000000001
2018-03-12,56,10.0,,0.1,5.6000000000000005
2018-03-13,58,10.0,,0.1,5.800000000000001
2018-03-14,64,10.0,,0.1,6.4
2018-03-15,56,10.0,,0.1,5.6000000000000005
2018-03-16,61,10.0,,0.1,6.1000000000000005
2018-03-17,63,10.0,,0.1,6.300000000000001
2018-03-18,62,10.0,False,0.1,6.2
2018-03-19,43,10.0,,0.1,4.3
2018-03-20,50,10.0,,0.1,5.0
2018-03-21,71,10.0,,0.1,7.1000000000000005
2018-03-22,65,10.0,,0.1,6.5
2018-03-23,45,10.0,,0.1,4.5
2018-03-24,65,10.0,,0.1,6.5
2018-03-25,61,10.0,False,0.1,6.1000000000000005
2018-03-26,53,10.0,,0.1,5.300000000000001
2018-03-27,47,10.0,,0.1,4.7
2018-03-28,61,10.0,,0.1,6.1000000000000005
2018-03-29,56,10.0,,0.1,5.6000000000000005
2018-03-30,49,10.0,,0.1,4.9
2018-03-31,56,10.0,,0.1,5.6000000000000005
2018-04-01,62,7.0,False,0.07,4.340000000000001
2018-04-02,48,7.0,,0.07,3.3600000000000003
2018-04-03,85,7.0,,0.07,5.95
2018-04-04,81,7.0,,0.07,5.670000000000001
2018-04-05,66,7.0,,0.07,4.62
2018-04-06,73,7.0,,0.07,5.11
2018-04-07,23,7.0,,0.07,1.61
2018-04-08,83,8.0,False,0.08,6.640000000000001
2018-04-09,49,8.0,,0.08,3.92
2018-04-10,100,8.0,,0.08,8.0
2018-04-11,60,8.0,,0.08,4.8
2018-04-12,61,8.0,,0.08,4.88
2018-04-13,63,8.0,,0.08,5.04
2018-04-14,95,8.0,,0.08,7.6000000000000005
2018-04-15,51,9.0,False,0.09,4.59
2018-04-16,73,9.0,,0.09,6.569999999999999
2018-04-17,77,9.0,,0.09,6.93
2018-04-18,57,9.0,,0.09,5.13
2018-04-19,93,9.0,,0.09,8.37
2018-04-20,78,9.0,,0.09,7.02
2018-04-21,57,9.0,,0.09,5.13
2018-04-22,65,9.0,False,0.09,5.85
2018-04-23,59,9.0,,0.09,5.31
2018-04-24,71,9.0,,0.09,6.39
2018-04-25,97,9.0,,0.09,8.73
2018-04-26,66,9.0,,0.09,5.9399999999999995
2018-04-27,65,9.0,,0.09,5.85
2018-04-28,76,9.0,,0.09,6.84
2018-04-29,75,12.0,False,0.12,9.0
2018-04-30,83,12.0,,0.12,9.959999999999999
2018-05-01,77,12.0,,0.12,9.24
2018-05-02,84,12.0,,0.12,10.08
2018-05-03,57,12.0,,0.12,6.84
2018-05-04,100,12.0,,0.12,12.0
2018-05-05,80,12.0,,0.12,9.6
2018-05-06,53,9.0,False,0.09,4.77
2018-05-07,57,9.0,,0.09,5.13
2018-05-08,61,9.0,,0.09,5.49
2018-05-09,58,9.0,,0.09,5.22
2018-05-10,73,9.0,,0.09,6.569999999999999
2018-05-11,51,9.0,,0.09,4.59
2018-05-12,44,9.0,,0.09,3.96
2018-05-13,49,8.0,False,0.08,3.92
2018-05-14,64,8.0,,0.08,5.12
2018-05-15,60,8.0,,0.08,4.8
2018-05-16,30,8.0,,0.08,2.4
2018-05-17,66,8.0,,0.08,5.28
2018-05-18,57,8.0,,0.08,4.5600000000000005
2018-05-19,88,8.0,,0.08,7.04
2018-05-20,62,9.0,False,0.09,5.58
2018-05-21,62,9.0,,0.09,5.58
2018-05-22,65,9.0,,0.09,5.85
2018-05-23,73,9.0,,0.09,6.569999999999999
2018-05-24,43,9.0,,0.09,3.8699999999999997
2018-05-25,53,9.0,,0.09,4.77
2018-05-26,89,9.0,,0.09,8.01
2018-05-27,80,8.0,False,0.08,6.4
2018-05-28,78,8.0,,0.08,6.24
2018-05-29,53,8.0,,0.08,4.24
2018-05-30,46,8.0,,0.08,3.68
2018-05-31,74,8.0,,0.08,5.92
2018-06-01,81,8.0,,0.08,6.48
2018-06-02,60,8.0,,0.08,4.8
2018-06-03,71,7.0,False,0.07,4.970000000000001
2018-06-04,56,7.0,,0.07,3.9200000000000004
2018-06-05,76,7.0,,0.07,5.32
2018-06-06,45,7.0,,0.07,3.1500000000000004
2018-06-07,71,7.0,,0.07,4.970000000000001
2018-06-08,54,7.0,,0.07,3.7800000000000002
2018-06-09,54,7.0,,0.07,3.7800000000000002
2018-06-10,77,8.0,False,0.08,6.16
2018-06-11,59,8.0,,0.08,4.72
2018-06-12,64,8.0,,0.08,5.12
2018-06-13,66,8.0,,0.08,5.28
2018-06-14,49,8.0,,0.08,3.92
2018-06-15,75,8.0,,0.08,6.0
2018-06-16,47,8.0,,0.08,3.7600000000000002
2018-06-17,52,7.0,False,0.07,3.6400000000000006
2018-06-18,100,7.0,,0.07,7.000000000000001
2018-06-19,89,7.0,,0.07,6.23
2018-06-20,50,7.0,,0.07,3.5000000000000004
2018-06-21,85,7.0,,0.07,5.95
2018-06-22,58,7.0,,0.07,4.0600000000000005
2018-06-23,75,7.0,,0.07,5.250000000000001
2018-06-24,68,7.0,False,0.07,4.760000000000001
2018-06-25,54,7.0,,0.07,3.7800000000000002
2018-06-26,74,7.0,,0.07,5.180000000000001
2018-06-27,88,7.0,,0.07,6.16
2018-06-28,66,7.0,,0.07,4.62
2018-06-29,80,7.0,,0.07,5.6000000000000005
2018-06-30,82,7.0,,0.07,5.74
2018-07-01,33,7.0,False,0.07,2.31
2018-07-02,56,7.0,,0.07,3.9200000000000004
2018-07-03,49,7.0,,0.07,3.43
2018-07-04,35,7.0,,0.07,2.45
2018-07-05,35,7.0,,0.07,2.45
2018-07-06,83,7.0,,0.07,5.8100000000000005
2018-07-07,38,7.0,,0.07,2.66
2018-07-08,43,7.0,False,0.07,3.0100000000000002
2018-07-09,49,7.0,,0.07,3.43
2018-07-10,47,7.0,,0.07,3.2900000000000005
2018-07-11,45,7.0,,0.07,3.1500000000000004
2018-07-12,47,7.0,,0.07,3.2900000000000005
2018-07-13,57,7.0,,0.07,3.99
2018-07-14,53,7.0,,0.07,3.7100000000000004
2018-07-15,87,8.0,False,0.08,6.96
2018-07-16,58,8.0,,0.08,4.64
2018-07-17,53,8.0,,0.08,4.24
2018-07-18,69,8.0,,0.08,5.5200000000000005
2018-07-19,70,8.0,,0.08,5.6000000000000005
2018-07-20,48,8.0,,0.08,3.84
2018-07-21,49,8.0,,0.08,3.92
2018-07-22,62,9.0,False,0.09,5.58
2018-07-23,42,9.0,,0.09,3.78
2018-07-24,92,9.0,,0.09,8.28
2018-07-25,100,9.0,,0.09,9.0
2018-07-26,47,9.0,,0.09,4.2299999999999995
2018-07-27,51,9.0,,0.09,4.59
2018-07-28,70,9.0,,0.09,6.3
2018-07-29,40,9.0,False,0.09,3.5999999999999996
2018-07-30,64,9.0,,0.09,5.76
2018-07-31,53,9.0,,0.09,4.77
2018-08-01,67,9.0,,0.09,6.029999999999999
2018-08-02,72,9.0,,0.09,6.4799999999999995
2018-08-03,100,9.0,,0.09,9.0
2018-08-04,87,9.0,,0.09,7.83
2018-08-05,99,10.0,False,0.1,9.9
2018-08-06,57,10.0,,0.1,5.7
2018-08-07,76,10.0,,0.1,7.6000000000000005
2018-08-08,81,10.0,,0.1,8.1
2018-08-09,99,10.0,,0.1,9.9
2018-08-10,72,10.0,,0.1,7.2
2018-08-11,95,10.0,,0.1,9.5
2018-08-12,47,7.0,False,0.07,3.2900000000000005
2018-08-13,74,7.0,,0.07,5.180000000000001
2018-08-14,50,7.0,,0.07,3.5000000000000004
2018-08-15,72,7.0,,0.07,5.040000000000001
2018-08-16,51,7.0,,0.07,3.5700000000000003
2018-08-17,81,7.0,,0.07,5.670000000000001
2018-08-18,64,7.0,,0.07,4.48
2018-08-19,59,8.0,False,0.08,4.72
2018-08-20,60,8.0,,0.08,4.8
2018-08-21,47,8.0,,0.08,3.7600000000000002
2018-08-22,47,8.0,,0.08,3.7600000000000002
2018-08-23,38,8.0,,0.08,3.04
2018-08-24,65,8.0,,0.08,5.2
2018-08-25,53,8.0,,0.08,4.24
2018-08-26,43,8.0,False,0.08,3.44
2018-08-27,75,8.0,,0.08,6.0
2018-08-28,74,8.0,,0.08,5.92
2018-08-29,66,8.0,,0.08,5.28
2018-08-30,33,8.0,,0.08,2.64
2018-08-31,77,8.0,,0.08,6.16
2018-09-01,68,8.0,,0.08,5.44
2018-09-02,49,8.0,False,0.08,3.92
2018-09-03,75,8.0,,0.08,6.0
2018-09-04,67,8.0,,0.08,5.36
2018-09-05,63,8.0,,0.08,5.04
2018-09-06,67,8.0,,0.08,5.36
2018-09-07,72,8.0,,0.08,5.76
2018-09-08,73,8.0,,0.08,5.84
2018-09-09,53,8.0,False,0.08,4.24
2018-09-10,50,8.0,,0.08,4.0
2018-09-11,71,8.0,,0.08,5.68
2018-09-12,100,8.0,,0.08,8.0
2018-09-13,60,8.0,,0.08,4.8
2018-09-14,87,8.0,,0.08,6.96
2018-09-15,49,8.0,,0.08,3.92
2018-09-16,91,10.0,False,0.1,9.1
2018-09-17,86,10.0,,0.1,8.6
2018-09-18,63,10.0,,0.1,6.300000000000001
2018-09-19,80,10.0,,0.1,8.0
2018-09-20,63,10.0,,0.1,6.300000000000001
2018-09-21,71,10.0,,0.1,7.1000000000000005
2018-09-22,58,10.0,,0.1,5.800000000000001
2018-09-23,94,8.0,False,0.08,7.5200000000000005
2018-09-24,59,8.0,,0.08,4.72
2018-09-25,38,8.0,,0.08,3.04
2018-09-26,42,8.0,,0.08,3.36
2018-09-27,73,8.0,,0.08,5.84
2018-09-28,75,8.0,,0.08,6.0
2018-09-29,74,8.0,,0.08,5.92
2018-09-30,43,8.0,False,0.08,3.44
2018-10-01,46,8.0,,0.08,3.68
2018-10-02,42,8.0,,0.08,3.36
2018-10-03,65,8.0,,0.08,5.2
2018-10-04,58,8.0,,0.08,4.64
2018-10-05,45,8.0,,0.08,3.6
2018-10-06,53,8.0,,0.08,4.24
2018-10-07,34,8.0,False,0.08,2.72
2018-10-08,58,8.0,,0.08,4.64
2018-10-09,37,8.0,,0.08,2.96
2018-10-10,51,8.0,,0.08,4.08
2018-10-11,40,8.0,,0.08,3.2
2018-10-12,75,8.0,,0.08,6.0
2018-10-13,100,8.0,,0.08,8.0
2018-10-14,36,7.0,False,0.07,2.5200000000000005
2018-10-15,79,7.0,,0.07,5.53
2018-10-16,35,7.0,,0.07,2.45
2018-10-17,55,7.0,,0.07,3.8500000000000005
2018-10-18,60,7.0,,0.07,4.2
2018-10-19,29,7.0,,0.07,2.0300000000000002
2018-10-20,50,7.0,,0.07,3.5000000000000004
2018-10-21,48,8.0,False,0.08,3.84
2018-10-22,70,8.0,,0.08,5.6000000000000005
2018-10-23,85,8.0,,0.08,6.8
2018-10-24,47,8.0,,0.08,3.7600000000000002
2018-10-25,63,8.0,,0.08,5.04
2018-10-26,29,8.0,,0.08,2.32
2018-10-27,69,8.0,,0.08,5.5200000000000005
2018-10-28,51,7.0,False,0.07,3.5700000000000003
2018-10-29,63,7.0,,0.07,4.41
2018-10-30,42,7.0,,0.07,2.9400000000000004
2018-10-31,28,7.0,,0.07,1.9600000000000002
2018-11-01,36,7.0,,0.07,2.5200000000000005
2018-11-02,31,7.0,,0.07,2.1700000000000004
2018-11-03,51,7.0,,0.07,3.5700000000000003
2018-11-04,74,9.0,False,0.09,6.66
2018-11-05,74,9.0,,0.09,6.66
2018-11-06,77,9.0,,0.09,6.93
2018-11-07,56,9.0,,0.09,5.04
2018-11-08,86,9.0,,0.09,7.739999999999999
2018-11-09,70,9.0,,0.09,6.3
2018-11-10,100,9.0,,0.09,9.0
2018-11-11,80,7.0,False,0.07,5.6000000000000005
2018-11-12,72,7.0,,0.07,5.040000000000001
2018-11-13,43,7.0,,0.07,3.0100000000000002
2018-11-14,82,7.0,,0.07,5.74
2018-11-15,59,7.0,,0.07,4.130000000000001
2018-11-16,46,7.0,,0.07,3.22
2018-11-17,90,7.0,,0.07,6.300000000000001
2018-11-18,88,7.0,False,0.07,6.16
2018-11-19,93,7.0,,0.07,6.510000000000001
2018-11-20,63,7.0,,0.07,4.41
2018-11-21,68,7.0,,0.07,4.760000000000001
2018-11-22,91,7.0,,0.07,6.370000000000001
2018-11-23,51,7.0,,0.07,3.5700000000000003
2018-11-24,38,7.0,,0.07,2.66
2018-11-25,80,7.0,False,0.07,5.6000000000000005
2018-11-26,76,7.0,,0.07,5.32
2018-11-27,71,7.0,,0.07,4.970000000000001
2018-11-28,81,7.0,,0.07,5.670000000000001
2018-11-29,39,7.0,,0.07,2.7300000000000004
2018-11-30,49,7.0,,0.07,3.43
2018-12-01,73,7.0,,0.07,5.11
2018-12-02,66,7.0,False,0.07,4.62
2018-12-03,44,7.0,,0.07,3.08
2018-12-04,97,7.0,,0.07,6.790000000000001
2018-12-05,77,7.0,,0.07,5.390000000000001
2018-12-06,89,7.0,,0.07,6.23
2018-12-07,46,7.0,,0.07,3.22
2018-12-08,52,7.0,,0.07,3.6400000000000006
2018-12-09,55,5.0,False,0.05,2.75
2018-12-10,39,5.0,,0.05,1.9500000000000002
2018-12-11,53,5.0,,0.05,2.6500000000000004
2018-12-12,55,5.0,,0.05,2.75
2018-12-13,46,5.0,,0.05,2.3000000000000003
2018-12-14,99,5.0,,0.05,4.95
2018-12-15,70,5.0,,0.05,3.5
2018-12-16,57,6.0,False,0.06,3.42
2018-12-17,60,6.0,,0.06,3.5999999999999996
2018-12-18,100,6.0,,0.06,6.0
2018-12-19,63,6.0,,0.06,3.78
2018-12-20,85,6.0,,0.06,5.1
2018-12-21,61,6.0,,0.06,3.6599999999999997
2018-12-22,42,6.0,,0.06,2.52
2018-12-23,48,7.0,False,0.07,3.3600000000000003
2018-12-24,65,7.0,,0.07,4.550000000000001
2018-12-25,69,7.0,,0.07,4.83
2018-12-26,72,7.0,,0.07,5.040000000000001
2018-12-27,75,7.0,,0.07,5.250000000000001
2018-12-28,49,7.0,,0.07,3.43
2018-12-29,29,7.0,,0.07,2.0300000000000002
2018-12-30,35,6.0,False,0.06,2.1
2018-12-31,46,6.0,,0.06,2.76
2019-01-01,58,6.0,,0.06,3.48
2019-01-02,100,6.0,,0.06,6.0
2019-01-03,73,6.0,,0.06,4.38
2019-01-04,80,6.0,,0.06,4.8
2019-01-05,54,6.0,,0.06,3.2399999999999998
2019-01-06,53,6.0,False,0.06,3.1799999999999997
2019-01-07,84,6.0,,0.06,5.04
2019-01-08,77,6.0,,0.06,4.62
2019-01-09,95,6.0,,0.06,5.7
2019-01-10,72,6.0,,0.06,4.32
2019-01-11,31,6.0,,0.06,1.8599999999999999
2019-01-12,73,6.0,,0.06,4.38
2019-01-13,66,7.0,False,0.07,4.62
2019-01-14,64,7.0,,0.07,4.48
2019-01-15,52,7.0,,0.07,3.6400000000000006
2019-01-16,83,7.0,,0.07,5.8100000000000005
2019-01-17,71,7.0,,0.07,4.970000000000001
2019-01-18,73,7.0,,0.07,5.11
2019-01-19,60,7.0,,0.07,4.2
2019-01-20,82,6.0,False,0.06,4.92
2019-01-21,64,6.0,,0.06,3.84
2019-01-22,58,6.0,,0.06,3.48
2019-01-23,85,6.0,,0.06,5.1
2019-01-24,64,6.0,,0.06,3.84
2019-01-25,53,6.0,,0.06,3.1799999999999997
2019-01-26,60,6.0,,0.06,3.5999999999999996
2019-01-27,52,7.0,False,0.07,3.6400000000000006
2019-01-28,99,7.0,,0.07,6.930000000000001
2019-01-29,52,7.0,,0.07,3.6400000000000006
2019-01-30,58,7.0,,0.07,4.0600000000000005
2019-01-31,71,7.0,,0.07,4.970000000000001
2019-02-01,50,7.0,,0.07,3.5000000000000004
2019-02-02,83,7.0,,0.07,5.8100000000000005
2019-02-03,27,7.0,False,0.07,1.8900000000000001
2019-02-04,73,7.0,,0.07,5.11
2019-02-05,78,7.0,,0.07,5.460000000000001
2019-02-06,53,7.0,,0.07,3.7100000000000004
2019-02-07,67,7.0,,0.07,4.69
2019-02-08,90,7.0,,0.07,6.300000000000001
2019-02-09,39,7.0,,0.07,2.7300000000000004
2019-02-10,49,7.0,False,0.07,3.43
2019-02-11,57,7.0,,0.07,3.99
2019-02-12,52,7.0,,0.07,3.6400000000000006
2019-02-13,47,7.0,,0.07,3.2900000000000005
2019-02-14,49,7.0,,0.07,3.43
2019-02-15,56,7.0,,0.07,3.9200000000000004
2019-02-16,61,7.0,,0.07,4.2700000000000005
2019-02-17,100,7.0,False,0.07,7.000000000000001
2019-02-18,54,7.0,,0.07,3.7800000000000002
2019-02-19,57,7.0,,0.07,3.99
2019-02-20,38,7.0,,0.07,2.66
2019-02-21,77,7.0,,0.07,5.390000000000001
2019-02-22,55,7.0,,0.07,3.8500000000000005
2019-02-23,66,7.0,,0.07,4.62
2019-02-24,93,7.0,False,0.07,6.510000000000001
2019-02-25,57,7.0,,0.07,3.99
2019-02-26,82,7.0,,0.07,5.74
2019-02-27,52,7.0,,0.07,3.6400000000000006
2019-02-28,24,7.0,,0.07,1.6800000000000002
2019-03-01,76,7.0,,0.07,5.32
2019-03-02,54,7.0,,0.07,3.7800000000000002
2019-03-03,65,7.0,False,0.07,4.550000000000001
2019-03-04,58,7.0,,0.07,4.0600000000000005
2019-03-05,100,7.0,,0.07,7.000000000000001
2019-03-06,41,7.0,,0.07,2.87
2019-03-07,43,7.0,,0.07,3.0100000000000002
2019-03-08,82,7.0,,0.07,5.74
2019-03-09,85,7.0,,0.07,5.95
2019-03-10,59,7.0,False,0.07,4.130000000000001
2019-03-11,47,7.0,,0.07,3.2900000000000005
2019-03-12,73,7.0,,0.07,5.11
2019-03-13,36,7.0,,0.07,2.5200000000000005
2019-03-14,42,7.0,,0.07,2.9400000000000004
