date,bitcoin usd_unscaled,bitcoin usd_monthly,isPartial,scale,bitcoin usd
2017-08-01,64,,,,
2017-08-02,61,,,,
2017-08-03,46,,,,
2017-08-04,35,,,,
2017-08-05,60,,,,
2017-08-06,55,12.0,False,0.12,6.6
2017-08-07,67,12.0,,0.12,8.04
2017-08-08,66,12.0,,0.12,7.92
2017-08-09,56,12.0,,0.12,6.72
2017-08-10,50,12.0,,0.12,6.0
2017-08-11,51,12.0,,0.12,6.12
2017-08-12,78,12.0,,0.12,9.36
2017-08-13,89,18.0,False,0.18,16.02
2017-08-14,97,18.0,,0.18,17.46
2017-08-15,87,18.0,,0.18,15.66
2017-08-16,68,18.0,,0.18,12.24
2017-08-17,100,18.0,,0.18,18.0
2017-08-18,84,18.0,,0.18,15.12
2017-08-19,71,18.0,,0.18,12.78
2017-08-20,55,13.0,False,0.13,7.15
2017-08-21,43,13.0,,0.13,5.59
2017-08-22,70,13.0,,0.13,9.1
2017-08-23,63,13.0,,0.13,8.19
2017-08-24,67,13.0,,0.13,8.71
2017-08-25,64,13.0,,0.13,8.32
2017-08-26,63,13.0,,0.13,8.19
2017-08-27,38,14.0,False,0.14,5.32
2017-08-28,47,14.0,,0.14,6.580000000000001
2017-08-29,72,14.0,,0.14,10.080000000000002
2017-08-30,65,14.0,,0.14,9.100000000000001
2017-08-31,68,14.0,,0.14,9.520000000000001
2017-09-01,64,14.0,,0.14,8.96
2017-09-02,61,14.0,,0.14,8.540000000000001
2017-09-03,55,14.0,False,0.14,7.700000000000001
2017-09-04,65,14.0,,0.14,9.100000000000001
2017-09-05,80,14.0,,0.14,11.200000000000001
2017-09-06,50,14.0,,0.14,7.000000000000001
2017-09-07,51,14.0,,0.14,7.140000000000001
2017-09-08,57,14.0,,0.14,7.98
2017-09-09,51,14.0,,0.14,7.140000000000001
2017-09-10,57,17.0,False,0.17,9.690000000000001
2017-09-11,55,17.0,,0.17,9.350000000000001
2017-09-12,44,17.0,,0.17,7.48
2017-09-13,69,17.0,,0.17,11.73
2017-09-14,82,17.0,,0.17,13.940000000000001
2017-09-15,100,17.0,,0.17,17.0
2017-09-16,90,17.0,,0.17,15.3
2017-09-17,74,14.0,False,0.14,10.360000000000001
2017-09-18,60,14.0,,0.14,8.4
2017-09-19,63,14.0,,0.14,8.82
2017-09-20,52,14.0,,0.14,7.280000000000001
2017-09-21,65,14.0,,0.14,9.100000000000001
2017-09-22,59,14.0,,0.14,8.260000000000002
2017-09-23,50,14.0,,0.14,7.000000000000001
2017-09-24,44,11.0,False,0.11,4.84
2017-09-25,41,11.0,,0.11,4.51
2017-09-26,39,11.0,,0.11,4.29
2017-09-27,46,11.0,,0.11,5.06
2017-09-28,52,11.0,,0.11,5.72
2017-09-29,47,11.0,,0.11,5.17
2017-09-30,48,11.0,,0.11,5.28
2017-10-01,37,10.0,False,0.1,3.7
2017-10-02,49,10.0,,0.1,4.9
2017-10-03,49,10.0,,0.1,4.9
2017-10-04,36,10.0,,0.1,3.6
2017-10-05,40,10.0,,0.1,4.0
2017-10-06,43,10.0,,0.1,4.3
2017-10-07,43,10.0,,0.1,4.3
2017-10-08,31,16.0,False,0.16,4.96
2017-10-09,45,16.0,,0.16,7.2
2017-10-10,49,16.0,,0.16,7.84
2017-10-11,49,16.0,,0.16,7.84
2017-10-12,100,16.0,,0.16,16.0
2017-10-13,97,16.0,,0.16,15.52
2017-10-14,74,16.0,,0.16,11.84
2017-10-15,65,16.0,False,0.16,10.4
2017-10-16,68,16.0,,0.16,10.88
2017-10-17,59,16.0,,0.16,9.44
2017-10-18,42,16.0,,0.16,6.72
2017-10-19,64,16.0,,0.16,10.24
2017-10-20,74,16.0,,0.16,11.84
2017-10-21,77,16.0,,0.16,12.32
2017-10-22,59,16.0,False,0.16,9.44
2017-10-23,56,16.0,,0.16,8.96
2017-10-24,77,16.0,,0.16,12.32
2017-10-25,64,16.0,,0.16,10.24
2017-10-26,60,16.0,,0.16,9.6
2017-10-27,66,16.0,,0.16,10.56
2017-10-28,49,16.0,,0.16,7.84
2017-10-29,60,26.0,False,0.26,15.600000000000001
2017-10-30,75,26.0,,0.26,19.5
2017-10-31,90,26.0,,0.26,23.400000000000002
2017-11-01,29,26.0,,0.26,7.54
2017-11-02,40,26.0,,0.26,10.4
2017-11-03,34,26.0,,0.26,8.84
2017-11-04,23,26.0,,0.26,5.98
2017-11-05,26,25.0,False,0.25,6.5
2017-11-06,25,25.0,,0.25,6.25
2017-11-07,22,25.0,,0.25,5.5
2017-11-08,25,25.0,,0.25,6.25
2017-11-09,24,25.0,,0.25,6.0
2017-11-10,30,25.0,,0.25,7.5
2017-11-11,24,25.0,,0.25,6.0
2017-11-12,33,28.0,False,0.28,9.24
2017-11-13,29,28.0,,0.28,8.120000000000001
2017-11-14,20,28.0,,0.28,5.6000000000000005
2017-11-15,28,28.0,,0.28,7.840000000000001
2017-11-16,27,28.0,,0.28,7.5600000000000005
2017-11-17,36,28.0,,0.28,10.080000000000002
2017-11-18,25,28.0,,0.28,7.000000000000001
2017-11-19,20,23.0,False,0.23,4.6000000000000005
2017-11-20,29,23.0,,0.23,6.67
2017-11-21,31,23.0,,0.23,7.13
2017-11-22,25,23.0,,0.23,5.75
2017-11-23,22,23.0,,0.23,5.0600000000000005
2017-11-24,22,23.0,,0.23,5.0600000000000005
2017-11-25,23,23.0,,0.23,5.29
2017-11-26,38,69.0,False,0.69,26.22
2017-11-27,50,69.0,,0.69,34.5
2017-11-28,70,69.0,,0.69,48.3
2017-11-29,100,69.0,,0.69,69.0
2017-11-30,92,69.0,,0.69,63.48
2017-12-01,40,69.0,,0.69,27.599999999999998
2017-12-02,33,69.0,,0.69,22.77
2017-12-03,30,97.0,False,0.97,29.099999999999998
2017-12-04,34,97.0,,0.97,32.98
2017-12-05,35,97.0,,0.97,33.949999999999996
2017-12-06,47,97.0,,0.97,45.589999999999996
2017-12-07,99,97.0,,0.97,96.03
2017-12-08,98,97.0,,0.97,95.06
2017-12-09,58,97.0,,0.97,56.26
2017-12-10,49,84.0,False,0.84,41.16
2017-12-11,63,84.0,,0.84,52.919999999999995
2017-12-12,62,84.0,,0.84,52.08
2017-12-13,46,84.0,,0.84,38.64
2017-12-14,44,84.0,,0.84,36.96
2017-12-15,39,84.0,,0.84,32.76
2017-12-16,40,84.0,,0.84,33.6
2017-12-17,48,100.0,False,1.0,48.0
2017-12-18,45,100.0,,1.0,45.0
2017-12-19,46,100.0,,1.0,46.0
2017-12-20,59,100.0,,1.0,59.0
2017-12-21,50,100.0,,1.0,50.0
2017-12-22,100,100.0,,1.0,100.0
2017-12-23,72,100.0,,1.0,72.0
2017-12-24,50,65.0,False,0.65,32.5
2017-12-25,39,65.0,,0.65,25.35
2017-12-26,40,65.0,,0.65,26.0
2017-12-27,37,65.0,,0.65,24.05
2017-12-28,37,65.0,,0.65,24.05
2017-12-29,34,65.0,,0.65,22.1
2017-12-30,32,65.0,,0.65,20.8
2017-12-31,25,49.0,False,0.49,12.25
2018-01-01,51,49.0,,0.49,24.99
2018-01-02,62,49.0,,0.49,30.38
2018-01-03,55,49.0,,0.49,26.95
2018-01-04,48,49.0,,0.49,23.52
2018-01-05,44,49.0,,0.49,21.56
2018-01-06,44,49.0,,0.49,21.56
2018-01-07,42,42.0,False,0.42,17.64
2018-01-08,48,42.0,,0.42,20.16
2018-01-09,46,42.0,,0.42,19.32
2018-01-10,40,42.0,,0.42,16.8
2018-01-11,58,42.0,,0.42,24.36
2018-01-12,44,42.0,,0.42,18.48
2018-01-13,34,42.0,,0.42,14.28
2018-01-14,28,57.0,False,0.57,15.959999999999999
2018-01-15,36,57.0,,0.57,20.52
2018-01-16,64,57.0,,0.57,36.48
2018-01-17,100,57.0,,0.57,56.99999999999999
2018-01-18,66,57.0,,0.57,37.62
2018-01-19,45,57.0,,0.57,25.65
2018-01-20,38,57.0,,0.57,21.659999999999997
2018-01-21,33,37.0,False,0.37,12.209999999999999
2018-01-22,42,37.0,,0.37,15.54
2018-01-23,44,37.0,,0.37,16.28
2018-01-24,36,37.0,,0.37,13.32
2018-01-25,35,37.0,,0.37,12.95
2018-01-26,37,37.0,,0.37,13.69
2018-01-27,32,37.0,,0.37,11.84
2018-01-28,27,44.0,False,0.44,11.88
2018-01-29,26,44.0,,0.44,11.44
2018-01-30,28,44.0,,0.44,12.32
2018-01-31,37,44.0,,0.44,16.28
2018-02-01,47,44.0,,0.44,20.68
2018-02-02,63,44.0,,0.44,27.72
2018-02-03,47,44.0,,0.44,20.68
2018-02-04,34,59.0,False,0.59,20.06
2018-02-05,74,59.0,,0.59,43.66
2018-02-06,100,59.0,,0.59,59.0
2018-02-07,55,59.0,,0.59,32.449999999999996
2018-02-08,46,59.0,,0.59,27.139999999999997
2018-02-09,42,59.0,,0.59,24.779999999999998
2018-02-10,30,59.0,,0.59,17.7
2018-02-11,25,28.0,False,0.28,7.000000000000001
2018-02-12,28,28.0,,0.28,7.840000000000001
2018-02-13,30,28.0,,0.28,8.4
2018-02-14,25,28.0,,0.28,7.000000000000001
2018-02-15,29,28.0,,0.28,8.120000000000001
2018-02-16,27,28.0,,0.28,7.5600000000000005
2018-02-17,23,28.0,,0.28,6.44
2018-02-18,24,24.0,False,0.24,5.76
2018-02-19,22,24.0,,0.24,5.279999999999999
2018-02-20,26,24.0,,0.24,6.24
2018-02-21,22,24.0,,0.24,5.279999999999999
2018-02-22,23,24.0,,0.24,5.52
2018-02-23,19,24.0,,0.24,4.56
2018-02-24,18,24.0,,0.24,4.32
2018-02-25,16,17.0,False,0.17,2.72
2018-02-26,17,17.0,,0.17,2.89
2018-02-27,19,17.0,,0.17,3.2300000000000004
2018-02-28,15,17.0,,0.17,2.5500000000000003
2018-03-01,67,17.0,,0.17,11.39
2018-03-02,86,17.0,,0.17,14.620000000000001
2018-03-03,100,17.0,,0.17,17.0
2018-03-04,69,17.0,False,0.17,11.73
2018-03-05,71,17.0,,0.17,12.07
2018-03-06,88,17.0,,0.17,14.96
2018-03-07,82,17.0,,0.17,13.940000000000001
2018-03-08,80,17.0,,0.17,13.600000000000001
2018-03-09,75,17.0,,0.17,12.750000000000002
2018-03-10,91,17.0,,0.17,15.47
2018-03-11,84,18.0,False,0.18,15.12
2018-03-12,73,18.0,,0.18,13.139999999999999
2018-03-13,68,18.0,,0.18,12.24
2018-03-14,93,18.0,,0.18,16.74
2018-03-15,94,18.0,,0.18,16.919999999999998
2018-03-16,87,18.0,,0.18,15.66
2018-03-17,82,18.0,,0.18,14.76
2018-03-18,96,15.0,False,0.15,14.399999999999999
2018-03-19,69,15.0,,0.15,10.35
2018-03-20,93,15.0,,0.15,13.95
2018-03-21,71,15.0,,0.15,10.65
2018-03-22,75,15.0,,0.15,11.25
2018-03-23,53,15.0,,0.15,7.949999999999999
2018-03-24,66,15.0,,0.15,9.9
2018-03-25,48,14.0,False,0.14,6.720000000000001
2018-03-26,73,14.0,,0.14,10.22
2018-03-27,48,14.0,,0.14,6.720000000000001
2018-03-28,65,14.0,,0.14,9.100000000000001
2018-03-29,72,14.0,,0.14,10.080000000000002
2018-03-30,90,14.0,,0.14,12.600000000000001
2018-03-31,76,14.0,,0.14,10.64
2018-04-01,91,15.0,False,0.15,13.65
2018-04-02,97,15.0,,0.15,14.549999999999999
2018-04-03,100,15.0,,0.15,15.0
2018-04-04,78,15.0,,0.15,11.7
2018-04-05,96,15.0,,0.15,14.399999999999999
2018-04-06,94,15.0,,0.15,14.1
2018-04-07,69,15.0,,0.15,10.35
2018-04-08,71,13.0,False,0.13,9.23
2018-04-09,76,13.0,,0.13,9.88
2018-04-10,84,13.0,,0.13,10.92
2018-04-11,78,13.0,,0.13,10.14
2018-04-12,89,13.0,,0.13,11.57
2018-04-13,74,13.0,,0.13,9.620000000000001
2018-04-14,55,13.0,,0.13,7.15
2018-04-15,67,11.0,False,0.11,7.37
2018-04-16,61,11.0,,0.11,6.71
2018-04-17,56,11.0,,0.11,6.16
2018-04-18,77,11.0,,0.11,8.47
2018-04-19,82,11.0,,0.11,9.02
2018-04-20,73,11.0,,0.11,8.03
2018-04-21,76,11.0,,0.11,8.36
2018-04-22,59,13.0,False,0.13,7.67
2018-04-23,64,13.0,,0.13,8.32
2018-04-24,90,13.0,,0.13,11.700000000000001
2018-04-25,68,13.0,,0.13,8.84
2018-04-26,68,13.0,,0.13,8.84
2018-04-27,72,13.0,,0.13,9.36
2018-04-28,46,13.0,,0.13,5.98
2018-04-29,72,10.0,False,0.1,7.2
2018-04-30,69,10.0,,0.1,6.9
2018-05-01,77,10.0,,0.1,7.7
2018-05-02,86,10.0,,0.1,8.6
2018-05-03,67,10.0,,0.1,6.7
2018-05-04,83,10.0,,0.1,8.3
2018-05-05,82,10.0,,0.1,8.200000000000001
2018-05-06,100,9.0,False,0.09,9.0
2018-05-07,64,9.0,,0.09,5.76
2018-05-08,64,9.0,,0.09,5.76
2018-05-09,59,9.0,,0.09,5.31
2018-05-10,50,9.0,,0.09,4.5
2018-05-11,64,9.0,,0.09,5.76
2018-05-12,48,9.0,,0.09,4.32
2018-05-13,56,9.0,False,0.09,5.04
2018-05-14,70,9.0,,0.09,6.3
2018-05-15,65,9.0,,0.09,5.85
2018-05-16,80,9.0,,0.09,7.199999999999999
2018-05-17,47,9.0,,0.09,4.2299999999999995
2018-05-18,72,9.0,,0.09,6.4799999999999995
2018-05-19,66,9.0,,0.09,5.9399999999999995
2018-05-20,46,8.0,False,0.08,3.68
2018-05-21,64,8.0,,0.08,5.12
2018-05-22,45,8.0,,0.08,3.6
2018-05-23,65,8.0,,0.08,5.2
2018-05-24,73,8.0,,0.08,5.84
2018-05-25,61,8.0,,0.08,4.88
2018-05-26,51,8.0,,0.08,4.08
2018-05-27,59,8.0,False,0.08,4.72
2018-05-28,79,8.0,,0.08,6.32
2018-05-29,73,8.0,,0.08,5.84
2018-05-30,58,8.0,,0.08,4.64
2018-05-31,61,8.0,,0.08,4.88
2018-06-01,62,8.0,,0.08,4.96
2018-06-02,54,8.0,,0.08,4.32
2018-06-03,65,7.0,False,0.07,4.550000000000001
2018-06-04,45,7.0,,0.07,3.1500000000000004
2018-06-05,35,7.0,,0.07,2.45
2018-06-06,69,7.0,,0.07,4.83
2018-06-07,55,7.0,,0.07,3.8500000000000005
2018-06-08,56,7.0,,0.07,3.9200000000000004
2018-06-09,52,7.0,,0.07,3.6400000000000006
2018-06-10,44,9.0,False,0.09,3.96
2018-06-11,74,9.0,,0.09,6.66
2018-06-12,92,9.0,,0.09,8.28
2018-06-13,100,9.0,,0.09,9.0
2018-06-14,89,9.0,,0.09,8.01
2018-06-15,89,9.0,,0.09,8.01
2018-06-16,63,9.0,,0.09,5.67
2018-06-17,54,8.0,False,0.08,4.32
2018-06-18,51,8.0,,0.08,4.08
2018-06-19,71,8.0,,0.08,5.68
2018-06-20,68,8.0,,0.08,5.44
2018-06-21,60,8.0,,0.08,4.8
2018-06-22,82,8.0,,0.08,6.5600000000000005
2018-06-23,79,8.0,,0.08,6.32
2018-06-24,89,9.0,False,0.09,8.01
2018-06-25,90,9.0,,0.09,8.1
2018-06-26,77,9.0,,0.09,6.93
2018-06-27,59,9.0,,0.09,5.31
2018-06-28,63,9.0,,0.09,5.67
2018-06-29,91,9.0,,0.09,8.19
2018-06-30,76,9.0,,0.09,6.84
2018-07-01,83,7.0,False,0.07,5.8100000000000005
2018-07-02,69,7.0,,0.07,4.83
2018-07-03,46,7.0,,0.07,3.22
2018-07-04,55,7.0,,0.07,3.8500000000000005
2018-07-05,63,7.0,,0.07,4.41
2018-07-06,45,7.0,,0.07,3.1500000000000004
2018-07-07,60,7.0,,0.07,4.2
2018-07-08,58,7.0,False,0.07,4.0600000000000005
2018-07-09,54,7.0,,0.07,3.7800000000000002
2018-07-10,72,7.0,,0.07,5.040000000000001
2018-07-11,44,7.0,,0.07,3.08
2018-07-12,52,7.0,,0.07,3.6400000000000006
2018-07-13,48,7.0,,0.07,3.3600000000000003
2018-07-14,53,7.0,,0.07,3.7100000000000004
2018-07-15,50,8.0,False,0.08,4.0
2018-07-16,49,8.0,,0.08,3.92
2018-07-17,69,8.0,,0.08,5.5200000000000005
2018-07-18,76,8.0,,0.08,6.08
2018-07-19,71,8.0,,0.08,5.68
2018-07-20,46,8.0,,0.08,3.68
2018-07-21,40,8.0,,0.08,3.2
2018-07-22,56,9.0,False,0.09,5.04
2018-07-23,48,9.0,,0.09,4.32
2018-07-24,91,9.0,,0.09,8.19
2018-07-25,100,9.0,,0.09,9.0
2018-07-26,93,9.0,,0.09,8.37
2018-07-27,84,9.0,,0.09,7.56
2018-07-28,52,9.0,,0.09,4.68
2018-07-29,62,8.0,False,0.08,4.96
2018-07-30,53,8.0,,0.08,4.24
2018-07-31,64,8.0,,0.08,5.12
2018-08-01,70,8.0,,0.08,5.6000000000000005
2018-08-02,81,8.0,,0.08,6.48
2018-08-03,73,8.0,,0.08,5.84
2018-08-04,66,8.0,,0.08,5.28
2018-08-05,67,8.0,False,0.08,5.36
2018-08-06,65,8.0,,0.08,5.2
2018-08-07,53,8.0,,0.08,4.24
2018-08-08,75,8.0,,0.08,6.0
2018-08-09,84,8.0,,0.08,6.72
2018-08-10,75,8.0,,0.08,6.0
2018-08-11,90,8.0,,0.08,7.2
2018-08-12,56,9.0,False,0.09,5.04
2018-08-13,82,9.0,,0.09,7.38
2018-08-14,81,9.0,,0.09,7.29
2018-08-15,100,9.0,,0.09,9.0
2018-08-16,75,9.0,,0.09,6.75
2018-08-17,81,9.0,,0.09,7.29
2018-08-18,91,9.0,,0.09,8.19
2018-08-19,65,7.0,False,0.07,4.550000000000001
2018-08-20,60,7.0,,0.07,4.2
2018-08-21,64,7.0,,0.07,4.48
2018-08-22,66,7.0,,0.07,4.62
2018-08-23,49,7.0,,0.07,3.43
2018-08-24,76,7.0,,0.07,5.32
2018-08-25,51,7.0,,0.07,3.5700000000000003
2018-08-26,53,7.0,False,0.07,3.7100000000000004
2018-08-27,81,7.0,,0.07,5.670000000000001
2018-08-28,73,7.0,,0.07,5.11
2018-08-29,82,7.0,,0.07,5.74
2018-08-30,73,7.0,,0.07,5.11
2018-08-31,57,7.0,,0.07,3.99
2018-09-01,65,7.0,,0.07,4.550000000000001
2018-09-02,80,8.0,False,0.08,6.4
2018-09-03,85,8.0,,0.08,6.8
2018-09-04,62,8.0,,0.08,4.96
2018-09-05,98,8.0,,0.08,7.84
2018-09-06,100,8.0,,0.08,8.0
2018-09-07,76,8.0,,0.08,6.08
2018-09-08,52,8.0,,0.08,4.16
2018-09-09,79,8.0,False,0.08,6.32
2018-09-10,77,8.0,,0.08,6.16
2018-09-11,73,8.0,,0.08,5.84
2018-09-12,75,8.0,,0.08,6.0
2018-09-13,100,8.0,,0.08,8.0
2018-09-14,67,8.0,,0.08,5.36
2018-09-15,59,8.0,,0.08,4.72
2018-09-16,53,7.0,False,0.07,3.7100000000000004
2018-09-17,75,7.0,,0.07,5.250000000000001
2018-09-18,81,7.0,,0.07,5.670000000000001
2018-09-19,53,7.0,,0.07,3.7100000000000004
2018-09-20,49,7.0,,0.07,3.43
2018-09-21,84,7.0,,0.07,5.880000000000001
2018-09-22,59,7.0,,0.07,4.130000000000001
2018-09-23,50,5.0,False,0.05,2.5
2018-09-24,67,5.0,,0.05,3.35
2018-09-25,51,5.0,,0.05,2.5500000000000003
2018-09-26,85,5.0,,0.05,4.25
2018-09-27,60,5.0,,0.05,3.0
2018-09-28,49,5.0,,0.05,2.45
2018-09-29,33,5.0,,0.05,1.6500000000000001
2018-09-30,74,5.0,False,0.05,3.7
2018-10-01,59,5.0,,0.05,2.95
2018-10-02,46,5.0,,0.05,2.3000000000000003
2018-10-03,56,5.0,,0.05,2.8000000000000003
2018-10-04,64,5.0,,0.05,3.2
2018-10-05,64,5.0,,0.05,3.2
2018-10-06,56,5.0,,0.05,2.8000000000000003
2018-10-07,39,6.0,False,0.06,2.34
2018-10-08,69,6.0,,0.06,4.14
2018-10-09,47,6.0,,0.06,2.82
2018-10-10,66,6.0,,0.06,3.96
2018-10-11,100,6.0,,0.06,6.0
2018-10-12,66,6.0,,0.06,3.96
2018-10-13,47,6.0,,0.06,2.82
2018-10-14,42,4.0,False,0.04,1.68
2018-10-15,60,4.0,,0.04,2.4
2018-10-16,36,4.0,,0.04,1.44
2018-10-17,77,4.0,,0.04,3.08
2018-10-18,52,4.0,,0.04,2.08
2018-10-19,48,4.0,,0.04,1.92
2018-10-20,32,4.0,,0.04,1.28
2018-10-21,48,4.0,False,0.04,1.92
2018-10-22,49,4.0,,0.04,1.96
2018-10-23,55,4.0,,0.04,2.2
2018-10-24,59,4.0,,0.04,2.36
2018-10-25,47,4.0,,0.04,1.8800000000000001
2018-10-26,69,4.0,,0.04,2.7600000000000002
2018-10-27,50,4.0,,0.04,2.0
2018-10-28,33,4.0,False,0.04,1.32
2018-10-29,68,4.0,,0.04,2.72
2018-10-30,42,4.0,,0.04,1.68
2018-10-31,39,4.0,,0.04,1.56
2018-11-01,31,4.0,,0.04,1.24
2018-11-02,19,4.0,,0.04,0.76
2018-11-03,22,4.0,,0.04,0.88
2018-11-04,38,5.0,False,0.05,1.9000000000000001
2018-11-05,28,5.0,,0.05,1.4000000000000001
2018-11-06,34,5.0,,0.05,1.7000000000000002
2018-11-07,35,5.0,,0.05,1.75
2018-11-08,33,5.0,,0.05,1.6500000000000001
2018-11-09,42,5.0,,0.05,2.1
2018-11-10,29,5.0,,0.05,1.4500000000000002
2018-11-11,25,6.0,False,0.06,1.5
2018-11-12,19,6.0,,0.06,1.14
2018-11-13,29,6.0,,0.06,1.74
2018-11-14,56,6.0,,0.06,3.36
2018-11-15,74,6.0,,0.06,4.4399999999999995
2018-11-16,48,6.0,,0.06,2.88
2018-11-17,44,6.0,,0.06,2.6399999999999997
2018-11-18,42,11.0,False,0.11,4.62
2018-11-19,80,11.0,,0.11,8.8
2018-11-20,100,11.0,,0.11,11.0
2018-11-21,78,11.0,,0.11,8.58
2018-11-22,61,11.0,,0.11,6.71
2018-11-23,87,11.0,,0.11,9.57
2018-11-24,70,11.0,,0.11,7.7
2018-11-25,85,12.0,False,0.12,10.2
2018-11-26,88,12.0,,0.12,10.559999999999999
2018-11-27,93,12.0,,0.12,11.16
2018-11-28,89,12.0,,0.12,10.68
2018-11-29,79,12.0,,0.12,9.48
2018-11-30,51,12.0,,0.12,6.12
2018-12-01,54,12.0,,0.12,6.4799999999999995
2018-12-02,56,10.0,False,0.1,5.6000000000000005
2018-12-03,73,10.0,,0.1,7.300000000000001
2018-12-04,79,10.0,,0.1,7.9
2018-12-05,68,10.0,,0.1,6.800000000000001
2018-12-06,88,10.0,,0.1,8.8
2018-12-07,100,10.0,,0.1,10.0
2018-12-08,96,10.0,,0.1,9.600000000000001
2018-12-09,67,9.0,False,0.09,6.029999999999999
2018-12-10,94,9.0,,0.09,8.459999999999999
2018-12-11,89,9.0,,0.09,8.01
2018-12-12,60,9.0,,0.09,5.3999999999999995
2018-12-13,81,9.0,,0.09,7.29
2018-12-14,74,9.0,,0.09,6.66
2018-12-15,63,9.0,,0.09,5.67
2018-12-16,62,10.0,False,0.1,6.2
2018-12-17,79,10.0,,0.1,7.9
2018-12-18,69,10.0,,0.1,6.9
2018-12-19,65,10.0,,0.1,6.5
2018-12-20,83,10.0,,0.1,8.3
2018-12-21,82,10.0,,0.1,8.200000000000001
2018-12-22,74,10.0,,0.1,7.4
2018-12-23,52,9.0,False,0.09,4.68
2018-12-24,80,9.0,,0.09,7.199999999999999
2018-12-25,82,9.0,,0.09,7.38
2018-12-26,61,9.0,,0.09,5.49
2018-12-27,61,9.0,,0.09,5.49
2018-12-28,64,9.0,,0.09,5.76
2018-12-29,35,9.0,,0.09,3.15
2018-12-30,53,7.0,False,0.07,3.7100000000000004
2018-12-31,57,7.0,,0.07,3.99
2019-01-01,86,7.0,,0.07,6.0200000000000005
2019-01-02,74,7.0,,0.07,5.180000000000001
2019-01-03,100,7.0,,0.07,7.000000000000001
2019-01-04,95,7.0,,0.07,6.65
2019-01-05,75,7.0,,0.07,5.250000000000001
2019-01-06,100,7.0,False,0.07,7.000000000000001
2019-01-07,76,7.0,,0.07,5.32
2019-01-08,91,7.0,,0.07,6.370000000000001
2019-01-09,91,7.0,,0.07,6.370000000000001
2019-01-10,96,7.0,,0.07,6.720000000000001
2019-01-11,92,7.0,,0.07,6.44
2019-01-12,90,7.0,,0.07,6.300000000000001
2019-01-13,68,7.0,False,0.07,4.760000000000001
2019-01-14,74,7.0,,0.07,5.180000000000001
2019-01-15,69,7.0,,0.07,4.83
2019-01-16,84,7.0,,0.07,5.880000000000001
2019-01-17,97,7.0,,0.07,6.790000000000001
2019-01-18,61,7.0,,0.07,4.2700000000000005
2019-01-19,79,7.0,,0.07,5.53
2019-01-20,58,5.0,False,0.05,2.9000000000000004
2019-01-21,54,5.0,,0.05,2.7
2019-01-22,51,5.0,,0.05,2.5500000000000003
2019-01-23,68,5.0,,0.05,3.4000000000000004
2019-01-24,73,5.0,,0.05,3.6500000000000004
2019-01-25,66,5.0,,0.05,3.3000000000000003
2019-01-26,64,5.0,,0.05,3.2
2019-01-27,47,5.0,False,0.05,2.35
2019-01-28,71,5.0,,0.05,3.5500000000000003
2019-01-29,87,5.0,,0.05,4.3500000000000005
2019-01-30,31,5.0,,0.05,1.55
2019-01-31,68,5.0,,0.05,3.4000000000000004
2019-02-01,60,5.0,,0.05,3.0
2019-02-02,47,5.0,,0.05,2.35
2019-02-03,44,6.0,False,0.06,2.6399999999999997
2019-02-04,50,6.0,,0.06,3.0
2019-02-05,58,6.0,,0.06,3.48
2019-02-06,55,6.0,,0.06,3.3
2019-02-07,54,6.0,,0.06,3.2399999999999998
2019-02-08,60,6.0,,0.06,3.5999999999999996
2019-02-09,59,6.0,,0.06,3.54
2019-02-10,50,5.0,False,0.05,2.5
2019-02-11,58,5.0,,0.05,2.9000000000000004
2019-02-12,45,5.0,,0.05,2.25
2019-02-13,49,5.0,,0.05,2.45
2019-02-14,37,5.0,,0.05,1.85
2019-02-15,37,5.0,,0.05,1.85
2019-02-16,44,5.0,,0.05,2.2
2019-02-17,32,6.0,False,0.06,1.92
2019-02-18,43,6.0,,0.06,2.58
2019-02-19,86,6.0,,0.06,5.16
2019-02-20,100,6.0,,0.06,6.0
2019-02-21,89,6.0,,0.06,5.34
2019-02-22,54,6.0,,0.06,3.2399999999999998
2019-02-23,59,6.0,,0.06,3.54
2019-02-24,61,5.0,False,0.05,3.0500000000000003
2019-02-25,57,5.0,,0.05,2.85
2019-02-26,65,5.0,,0.05,3.25
2019-02-27,58,5.0,,0.05,2.9000000000000004
2019-02-28,60,5.0,,0.05,3.0
2019-03-01,46,5.0,,0.05,2.3000000000000003
2019-03-02,56,5.0,,0.05,2.8000000000000003
2019-03-03,56,4.0,False,0.04,2.24
2019-03-04,38,4.0,,0.04,1.52
2019-03-05,45,4.0,,0.04,1.8
2019-03-06,63,4.0,,0.04,2.52
2019-03-07,65,4.0,,0.04,2.6
2019-03-08,44,4.0,,0.04,1.76
2019-03-09,100,4.0,,0.04,4.0
2019-03-10,55,5.0,False,0.05,2.75
2019-03-11,49,5.0,,0.05,2.45
2019-03-12,56,5.0,,0.05,2.8000000000000003
2019-03-13,41,5.0,,0.05,2.0500000000000003
2019-03-14,57,5.0,,0.05,2.85
2019-03-15,59,5.0,,0.05,2.95
2019-03-16,68,5.0,,0.05,3.4000000000000004
2019-03-17,37,6.0,False,0.06,2.2199999999999998
2019-03-18,64,6.0,,0.06,3.84
2019-03-19,75,6.0,,0.06,4.5
2019-03-20,62,6.0,,0.06,3.7199999999999998
2019-03-21,77,6.0,,0.06,4.62
2019-03-22,67,6.0,,0.06,4.02
